Valori nutrizionali,per porzione,% RDA
Valore calorico,300 kcal 1.254 kJ,"15,0 %"
Grassi,"15,5 g","23,9 %"
Grassi saturi,"7,6 g","34,5 %"
Grassi monoinsaturi,"4,0 g","13,8 %"
Grassi polinsaturi,"1,8 g","12,1 %"
Carboidrati,"26,2 g","9,8 %"
Zuccheri,"1,4 g","2,8 %"
Proteine,"13,7 g","18,8 %"
Fibre alimentari,"3,4 g","1,1 %"
Colesterolo,"37,4 mg","124,8 %"
Sodio,"0,5 g","< 0,1 %"
Acqua,"58,9 g","2,9 %"
