Minerali,per porzione,% RDA
Calcio,"1.170,8 mg","117,1 %"
Rame,"< 0,1 mg","2,9 %"
Ferro,"0,7 mg","4,7 %"
Magnesio,"113,4 mg","37,8 %"
Manganese,"< 0,1 mg","0,4 %"
Fosforo,"768,9 mg","109,8 %"
Potassio,"1.304,7 mg","65,2 %"
Selenio,"< 0,1 mg","51,9 %"
Zinco,"3,6 mg","51,4 %"
