Valori nutrizionali,per porzione,% RDA
Valore calorico,82 kcal 344 kJ,"4,1 %"
Grassi,"2,5 g","3,9 %"
Grassi saturi,"0,9 g","3,9 %"
Grassi monoinsaturi,"0,9 g","3,1 %"
Grassi polinsaturi,"0,4 g","2,4 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"14,0 g","19,2 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"48,2 mg","160,6 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"61,6 g","3,1 %"
