Minerali,per porzione,% RDA
Calcio,"59,2 mg","5,9 %"
Rame,"0,4 mg","38,0 %"
Ferro,"3,7 mg","24,7 %"
Magnesio,"64,1 mg","21,4 %"
Manganese,"0,2 mg","11,8 %"
Fosforo,"596,5 mg","85,2 %"
Potassio,"882,5 mg","44,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"6,2 mg","88,7 %"
