Minerali,per porzione,% RDA
Calcio,"86,2 mg","8,6 %"
Rame,"0,2 mg","16,3 %"
Ferro,"2,8 mg","18,7 %"
Magnesio,"375,8 mg","125,3 %"
Manganese,"< 0,1 mg","2,9 %"
Fosforo,"1.142,7 mg","163,2 %"
Potassio,"1.555,4 mg","77,8 %"
Selenio,"0,1 mg","480,5 %"
Zinco,"1,7 mg","24,6 %"
