Minerali,per porzione,% RDA
Calcio,"8,2 mg","0,8 %"
Rame,"< 0,1 mg","4,6 %"
Ferro,"0,2 mg","1,6 %"
Magnesio,"9,3 mg","3,1 %"
Manganese,"0,1 mg","6,1 %"
Fosforo,"9,3 mg","1,3 %"
Potassio,"94,8 mg","4,7 %"
Selenio,"< 0,1 mg","1,7 %"
Zinco,"< 0,1 mg","1,0 %"
