,0,1
1,Lipidi totali(%): 3.2,
2,Saturi totali (%):,0.59
3,C4:0÷C10:0,0
4,C12:0,0
5,C14:0,0.07
6,C16:0,0.41
7,C18:0,0.1
8,C20:0,0
9,C22:0,0
10,Monoinsaturi totali (%):,0.66
11,C14:1,0
12,C16:1,0.1
13,C18:1,0.41
14,C20:1,0.1
15,C22:1,0.05
16,Polinsaturi totali (%):,0.98
17,C18:2,0.22
18,C18:3,0.01
19,C20:4,0.03
20,C20:5,0.12
21,C22:6,0.53
22,Rapporto Polinsaturi/Saturi:,1.7
