Minerali,per porzione,% RDA
Calcio,"23,0 mg","2,3 %"
Rame,"0,2 mg","16,7 %"
Ferro,"1,4 mg","9,0 %"
Magnesio,"61,2 mg","20,4 %"
Manganese,"1,2 mg","58,0 %"
Fosforo,"170,2 mg","24,3 %"
Potassio,"173,0 mg","8,6 %"
Selenio,"< 0,1 mg","4,3 %"
Zinco,"1,4 mg","19,7 %"
