0,1
Grassi saturi totali,15.25
C4:0\÷C10:0 (laurico),1.62
C12:0 (laurico),0.44
C14:0 (miristico),2.68
C16:0 (palmitico),7.22
C18:0 (stearico),2.52
C20:0 (arachidico),
C22:0 (beenico),
Grassi monoinsaturi totali,7.02
C14:1 (miristoleico),
C16:1 (palmitoleico),0.88
C18:1 (oleico),5.75
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,0.72
C18:2 W6 (linoleico),0.45
C18:3 W3 (linolenico),0.27
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,0.00
