Valori nutrizionali,per porzione,% RDA
Valore calorico,364 kcal 1.522 kJ,"18,2 %"
Grassi,"11,2 g","17,2 %"
Grassi saturi,"3,8 g","17,5 %"
Grassi monoinsaturi,"2,9 g","9,9 %"
Grassi polinsaturi,"1,5 g","10,3 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"61,8 g","84,7 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"839,3 mg","2.797,7 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"231,5 g","11,6 %"
