Minerali,per porzione,% RDA
Calcio,"31,0 mg","3,1 %"
Rame,"0,3 mg","26,8 %"
Ferro,"7,5 mg","49,9 %"
Magnesio,"64,5 mg","21,5 %"
Manganese,"< 0,1 mg","1,7 %"
Fosforo,"632,1 mg","90,3 %"
Potassio,"944,3 mg","47,2 %"
Selenio,"< 0,1 mg","272,6 %"
Zinco,"20,7 mg","296,3 %"
