Valori nutrizionali,per porzione,% RDA
Valore calorico,187 kcal 783 kJ,"9,4 %"
Grassi,"2,7 g","4,2 %"
Grassi saturi,"0,8 g","3,7 %"
Grassi monoinsaturi,"1,0 g","3,4 %"
Grassi polinsaturi,"0,4 g","2,7 %"
Carboidrati,"36,4 g","13,6 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"4,6 g","6,3 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"107,1 mg","357,0 %"
Sodio,"0,1 g","< 0,1 %"
Acqua,"18,5 g","0,9 %"
