Minerali,per porzione,% RDA
Calcio,"35,6 mg","3,6 %"
Rame,"0,1 mg","11,2 %"
Ferro,"1,0 mg","6,6 %"
Magnesio,"46,6 mg","15,5 %"
Manganese,"< 0,1 mg","2,6 %"
Fosforo,"701,4 mg","100,2 %"
Potassio,"1.405,6 mg","70,3 %"
Selenio,"0,1 mg","427,4 %"
Zinco,"3,6 mg","51,7 %"
