Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,0 g
- Acidi Grassi saturi,0 g
Carboidrati,"8,8 g"
- Zuccheri,"8,5 g"
Fibra alimentare,"0,05 g"
Proteine,0 g
Sale,"0,1 g"
Sodio,"0,039 g"
Vitamina C (Acido ascorbico),24 mg
Nutrition score - France,1
Nutri-Score,B
