Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"1,0 mg","86,7 %"
Vitamina B11,"0,3 mg","87,2 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,2 mg","13,7 %"
Vitamina B3,"18,1 mg","112,9 %"
Vitamina B5,"2,6 mg","42,8 %"
Vitamina B6,"0,5 mg","36,1 %"
Vitamina C,"0,0 mg","0,0 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"9,6 mg","79,8 %"
Vitamina K,"0,0 mg","0,0 %"
