Minerali,per porzione,% RDA
Calcio,"86,4 mg","8,6 %"
Rame,"0,1 mg","11,8 %"
Ferro,"1,8 mg","11,9 %"
Magnesio,"54,7 mg","18,2 %"
Manganese,"< 0,1 mg","3,9 %"
Fosforo,"502,6 mg","71,8 %"
Potassio,"708,5 mg","35,4 %"
Selenio,"< 0,1 mg","224,6 %"
Zinco,"0,7 mg","9,7 %"
