Vitamine,per porzione,% RDA
Vitamina A,"0,0 mg","0,0 %"
Vitamina B1,"0,1 mg","13,5 %"
Vitamina B11,"< 0,1 mg","9,5 %"
Vitamina B12,"0,0 mg","0,0 %"
Vitamina B2,"0,1 mg","7,4 %"
Vitamina B3,"0,7 mg","4,6 %"
Vitamina B5,"0,3 mg","5,3 %"
Vitamina B6,"0,2 mg","16,6 %"
Vitamina C,"26,7 mg","33,4 %"
Vitamina D,"0,0 mg","0,0 %"
Vitamina E,"0,0 mg","0,0 %"
Vitamina K,"0,0 mg","0,0 %"
