Minerali,per porzione,% RDA
Calcio,"63,6 mg","6,4 %"
Rame,"0,5 mg","54,0 %"
Ferro,"4,8 mg","32,2 %"
Magnesio,"284,4 mg","94,8 %"
Manganese,"7,9 mg","393,6 %"
Fosforo,"535,2 mg","76,5 %"
Potassio,"505,2 mg","25,3 %"
Selenio,"< 0,1 mg","68,8 %"
Zinco,"3,8 mg","53,7 %"
