0,1,2
Calorie,kcal,40.0
Calorie,kj,169.0
Grassi,g,0.88
Carboidrati,g,4.79
Proteine,g,3.31
Fibre,g,0.0
Zuccheri,g,4.79
Acqua,g,90.13
Ceneri,g,0.89
Minerali,,
Calcio,mg,116.0
Sodio,mg,105.0
Fosforo,mg,89.0
Potassio,mg,151.0
Ferro,mg,0.05
Magnesio,mg,11.0
Zinco,mg,0.42
Rame,mg,0.011000000000000001
Fluoro,mcg,4.0
Manganese,mg,0.002
Selenio,mcg,2.0
Vitamine,,
Retinolo (Vit. A),mcg,13.0
"Vitamina A, IU",IU,47.0
"Vitamina A, RAE",mcg_RAE,14.0
Tiamina (Vit. B1),mg,0.034
Riboflavina (Vit. B2),mg,0.154
Niacina (Vit. B3),mg,0.057999999999999996
Acido Pantotenico (Vit. B5),mg,0.275
Piridossina (Vit. B6),mg,0.034
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,5.0
"Folato, DFE",mcg_DFE,5.0
"Folati, totali",mcg,5.0
Cobalamina (Vit. B12),mcg,0.22
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,1.0
Vitamina D (D2+D3),mcg,0.0
Vitamina D3,mcg,0.0
Colecalcifenolo (Vit. D),IU,1.0
Alpha-tocoferolo (Vit. E),mg,0.05
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,0.1
Colina totale (Vit. J),mg,17.7
"Carotene, beta",mcg,1.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,0.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,0.0
Tocoferolo beta,mg,0.02
Tocoferolo gamma,mg,0.03
Tocoferolo delta,mg,0.02
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,0.254
"Acidi grassi, polinsaturi",g,0.033
"Acidi grassi, saturi",g,0.5479999999999999
Colesterolo,mg,4.0
Grassi saturi,,
4:0,g,0.028999999999999998
6:0,g,0.017
8:0,g,0.01
10:0,g,0.022000000000000002
12:0,g,0.025
14:0,g,0.08900000000000001
16:0,g,0.231
18:0,g,0.107
Grassi monoinsaturi,,
16:1 indifferenziato,g,0.02
18:1 indifferenziato,g,0.221
20:1,g,0.0
22:1 indifferenziato,g,0.0
Grassi polinsaturi,,
18:2 indifferenziato,g,0.02
18:3 indifferenziato,g,0.013000000000000001
18:4,g,0.0
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Acido aspartico,g,0.264
Acido glutammico,g,0.643
Alanina,g,0.11900000000000001
Arginina,g,0.126
Cistina,g,0.031
Fenilalanina,g,0.174
Glicina,g,0.073
Isoleucina,g,0.204
Istidina,g,0.095
Leucina,g,0.32899999999999996
Lisina,g,0.27699999999999997
Metionina,g,0.081
Prolina,g,0.33399999999999996
Serina,g,0.172
Tirosina,g,0.139
Treonina,g,0.158
Triptofano,g,0.036000000000000004
Valina,g,0.243
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
