Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Pani,Cereali e patate,Cibi a base vegetale,Cibi e bevande a base vegetale
Grassi,"1,6 g","-80%8,05 g","-74%6,21 g","-85%10,7 g","-83%9,61 g"
Carboidrati,"33,5 g","-43%58,6 g","-44%59,9 g","-30%47,6 g","-24%43,9 g"
- Zuccheri,"2,8 g","-14%3,25 g","-57%6,57 g","-67%8,57 g","-68%8,8 g"
Fibra alimentare,"10,4 g","+124%4,64 g","+121%4,71 g","+139%4,35 g","+158%4,03 g"
Proteine,5 g,"-45%9,02 g","-47%9,47 g","-35%7,75 g","-28%6,98 g"
Sale,"1,18 g","-32%1,74 g","+61%0,732 g","+99%0,594 g","+121%0,534 g"
Sodio,"0,465 g","-32%0,685 g","+61%0,288 g","+99%0,234 g","+121%0,21 g"
