Minerali,per porzione,% RDA
Calcio,"225,7 mg","22,6 %"
Rame,"0,2 mg","20,2 %"
Ferro,"2,2 mg","14,5 %"
Magnesio,"122,8 mg","40,9 %"
Manganese,"1,0 mg","47,5 %"
Fosforo,"871,2 mg","124,5 %"
Potassio,"1.025,6 mg","51,3 %"
Selenio,"< 0,1 mg","166,3 %"
Zinco,"2,7 mg","37,9 %"
