Minerali,per porzione,% RDA
Calcio,"213,6 mg","21,4 %"
Rame,"0,2 mg","24,2 %"
Ferro,"2,0 mg","13,6 %"
Magnesio,"30,3 mg","10,1 %"
Manganese,"0,2 mg","9,2 %"
Fosforo,"325,7 mg","46,5 %"
Potassio,"303,5 mg","15,2 %"
Selenio,"< 0,1 mg","120,4 %"
Zinco,"1,2 mg","17,8 %"
