Minerali,per porzione,% RDA
Calcio,"137,4 mg","13,7 %"
Rame,"0,2 mg","16,3 %"
Ferro,"2,0 mg","13,4 %"
Magnesio,"59,0 mg","19,7 %"
Manganese,"0,4 mg","21,7 %"
Fosforo,"41,5 mg","5,9 %"
Potassio,"301,5 mg","15,1 %"
Selenio,"< 0,1 mg","2,0 %"
Zinco,"0,2 mg","3,5 %"
