Minerali,per porzione,% RDA
Calcio,"0,0 mg","0,0 %"
Rame,"< 0,1 mg","8,9 %"
Ferro,"< 0,1 mg","0,3 %"
Magnesio,"14,8 mg","4,9 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"21,1 mg","3,0 %"
Potassio,"21,1 mg","1,1 %"
Selenio,"0,0 mg","0,0 %"
Zinco,"1,3 mg","18,1 %"
