Valori nutrizionali,per porzione,% RDA
Valore calorico,189 kcal 790 kJ,"9,4 %"
Grassi,"6,1 g","9,4 %"
Grassi saturi,"1,3 g","6,1 %"
Grassi monoinsaturi,"2,0 g","6,9 %"
Grassi polinsaturi,"2,1 g","14,0 %"
Carboidrati,"25,1 g","9,4 %"
Zuccheri,"4,5 g","9,0 %"
Proteine,"8,4 g","11,6 %"
Fibre alimentari,"1,8 g","0,6 %"
Colesterolo,"11,9 mg","39,7 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"43,6 g","2,2 %"
