,0,1,2,3
1,Proteine(%): 16.9,,,
2,Lisina:,1620,10.19,
3,Istidina:,455,2.86,
4,Arginina:,1021,6.42,
5,Acido aspartico:,1771,11.14,
6,Treonina:,793,4.99,
7,Serina:,771,4.85,
8,Acido glutamico:,2663,16.75,
9,Prolina:,572,3.6,
10,Glicina:,716,4.5,
11,Alanina:,987,6.21,
12,Cistina:,132,0.83,
13,Valina:,903,5.68,
14,Metionina:,394,2.48,
15,Isoleucina:,817,5.14,
16,Leucina:,1336,8.4,
17,Tirosina:,623,3.92,
18,Fenilalanina:,646,4.06,
19,Triptofano:,217,1.36,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
