,0,1,2,3
1,Proteine(%): 28.5,,,
2,Lisina:,2384,8.36,
3,Istidina:,978,3.43,
4,Arginina:,1748,6.13,
5,Acido aspartico:,2741,9.61,
6,Treonina:,1283,4.5,
7,Serina:,1178,4.13,
8,Acido glutamico:,4287,15.03,
9,Prolina:,1358,4.76,
10,Glicina:,1571,5.51,
11,Alanina:,1668,5.85,
12,Cistina:,339,1.19,
13,Valina:,1526,5.35,
14,Metionina:,704,2.47,
15,Isoleucina:,1355,4.75,
16,Leucina:,1290,8.03,
17,Tirosina:,995,3.49,
18,Fenilalanina:,1189,4.17,
19,Triptofano:,294,1.03,
20,Indice Chimico:,94,,
21,Aminoacido limitante:,Trip.,,
