,0,1,2,3
1,Proteine(%): 11.5,,,
2,Lisina:,262,2.28,
3,Istidina:,250,2.17,
4,Arginina:,435,3.78,
5,Acido aspartico:,448,3.9,
6,Treonina:,336,2.92,
7,Serina:,573,4.98,
8,Acido glutamico:,4127,35.89,
9,Prolina:,1394,12.12,
10,Glicina:,416,3.62,
11,Alanina:,349,3.03,
12,Cistina:,277,2.41,
13,Valina:,530,4.61,
14,Metionina:,185,1.61,
15,Isoleucina:,451,3.92,
16,Leucina:,838,7.29,
17,Tirosina:,382,3.32,
18,Fenilalanina:,603,5.24,
19,Triptofano:,122,1.06,
20,Indice Chimico:,39,,
21,Aminoacido limitante:,Lis.,,
