Valori nutrizionali,per porzione,% RDA
Valore calorico,347 kcal 1.453 kJ,"17,4 %"
Grassi,"1,0 g","1,5 %"
Carboidrati,"74,5 g","27,8 %"
Proteine,"8,0 g","11,0 %"
