,0,1,2,3,4,5
1,"Note Alimento: alimento interamente sostituito con ""Soup, beef broth or buillon, canned, ready-to-serve""",,,,,
2,Categoria merceologica: 25001 - brodi di carne e vegetali,,,,,
3,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
4,Contenuti in 100 g / unità,,,,,
5,COMPONENTI PRINCIPALI,,,,,
6,"Parte edibile, %",100,89,,,per i nutrienti fonte 89 STIMA da ricetta ingredienti: estratto di carne (cod 3014) 11g + acqua (cod 999999) 500ml
7,"Energia, ricalcolata, kJ",28,86,,,
8,"Energia, Ric con fibra, kJ",28,86,,,
9,"Energia, ricalcolata, kcal",7,86,,,
10,"Energia, Ric con fibra, kcal",7,86,,,
11,"Proteine totali, g",11,16,06008,,
12,"Proteine animali, g",11,16,06008,,
13,"Proteine vegetali, g",00,89,,,
14,"Lipidi totali, g",02,16,06008,,
15,"Lipidi animali, g",02,16,06008,,
16,"Lipidi vegetali, g",00,89,,,
17,"Colesterolo, mg",0,89,,,
18,"Carboidrati disponibili (MSE), g",tr,16,06008,,
19,"Amido (MSE), g",tr,16,06008,,
20,"Carboidrati solubili (MSE), g",tr,16,06008,,
21,"Fibra alimentare totale, g",tr,89,,,
22,"Alcol, g",00,16,06008,,
23,"Acqua, g",976,16,06008,,
24,MINERALI ed ELEMENTI IN TRACCIA,,,,,
25,"Ferro, mg",02,16,06008,,
26,"Calcio, mg",6,16,06008,,
27,"Sodio, mg",326,16,06008,,
28,"Potassio, mg",54,16,06008,,
29,"Fosforo, mg",13,16,06008,,
30,"Zinco, mg",002,89,,,
31,VITAMINE IDROSOLUBILI,,,,,
32,"Vitamina B1, Tiamina, mg",tr,16,06008,,
33,"Vitamina B2, Riboflavina, mg",002,16,06008,,
34,"Vitamina C, mg",0,89,,,
35,"Niacina, mg",078,16,06008,,
36,"Vitamina B6, mg",001,89,,,
37,"Folati totali, µg",23,89,,,
38,VITAMINE LIPOSOLUBILI,,,,,
39,Retinolo equivalente,,,,,
40,"Retinolo eq. (RE), µg",0,16,06008,,
41,"Retinolo, µg",0,16,06008,,
42,"ß-carotene eq., µg",0,16,06008,,
43,"Vitamina E (ATE), mg",000,89,,,
44,"Vitamina D, µg",000,89,,,
45,ACIDI GRASSI,,,,,
46,"Acidi grassi saturi totali, g",011,16,06008,,
47,"Acidi grassi monoinsaturi totali, g",009,16,06008,,
48,"Acido oleico, g",008,16,06008,,
49,"Acidi grassi polinsaturi totali, g",001,16,06008,,
50,"Acido linoleico, g",001,16,06008,,
51,"Acido linolenico, g",tr,16,06008,,
52,"Altri acidi grassi polinsaturi, g",000,86,,,
