0,1,2
Calorie,kcal,254.0
Calorie,kj,1063.0
Grassi,g,12.25
Carboidrati,g,24.81
Proteine,g,11.74
Acqua,g,49.41
Ceneri,g,1.78
Minerali,,
Calcio,mg,57.0
Sodio,mg,458.0
Fosforo,mg,113.0
Potassio,mg,206.0
Ferro,mg,2.39
Magnesio,mg,20.0
Zinco,mg,1.87
Rame,mg,0.09300000000000001
Manganese,mg,0.23
Selenio,mcg,18.7
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,75.0
Tiamina (Vit. B1),mg,0.21
Riboflavina (Vit. B2),mg,0.18
Niacina (Vit. B3),mg,3.35
Acido Pantotenico (Vit. B5),mg,0.27
Piridossina (Vit. B6),mg,0.11
Acido folico (Vit. B9 o M o Folacina),mcg,30.0
Folato alimentare,mcg,17.0
"Folato, DFE",mcg_DFE,68.0
"Folati, totali",mcg,47.0
Cobalamina (Vit. B12),mcg,0.8
Acido ascorbico (Vit. C),mg,1.5
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,4.809
"Acidi grassi, polinsaturi",g,2.343
"Acidi grassi, saturi",g,3.755
Colesterolo,mg,24.0
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Acido aspartico,g,0.917
Acido glutammico,g,2.5789999999999997
Alanina,g,0.633
Arginina,g,0.672
Cistina,g,0.14800000000000002
Fenilalanina,g,0.499
Glicina,g,0.711
Isoleucina,g,0.495
Istidina,g,0.325
Leucina,g,0.892
Lisina,g,0.726
Metionina,g,0.24
Prolina,g,0.841
Serina,g,0.51
Tirosina,g,0.33299999999999996
Treonina,g,0.43799999999999994
Triptofano,g,0.142
Valina,g,0.5760000000000001
Altro,,
