,0,1,2,3
1,Proteine(%): 7.1,,,
2,Lisina:,152,2.14,
3,Istidina:,159,2.24,
4,Arginina:,264,3.72,
5,Acido aspartico:,386,5.44,
6,Treonina:,219,3.08,
7,Serina:,384,5.41,
8,Acido glutamico:,2179,30.69,
9,Prolina:,788,11.1,
10,Glicina:,270,3.8,
11,Alanina:,230,3.24,
12,Cistina:,174,2.45,
13,Valina:,356,5.01,
14,Metionina:,113,1.59,
15,Isoleucina:,303,4.27,
16,Leucina:,520,7.32,
17,Tirosina:,209,2.94,
18,Fenilalanina:,349,4.92,
19,Triptofano:,69,0.97,
20,Indice Chimico:,37,,
21,Aminoacido limitante:,Lis.,,
