Minerali,per porzione,% RDA
Calcio,"10,0 mg","1,0 %"
Rame,"< 0,1 mg","3,6 %"
Ferro,"0,4 mg","2,7 %"
Magnesio,"27,0 mg","9,0 %"
Manganese,"< 0,1 mg","1,6 %"
Fosforo,"256,0 mg","36,6 %"
Potassio,"513,0 mg","25,7 %"
Selenio,"< 0,1 mg","156,0 %"
Zinco,"0,5 mg","7,6 %"
