Minerali,per porzione,% RDA
Calcio,"1,3 mg","0,1 %"
Rame,"< 0,1 mg","0,4 %"
Ferro,"< 0,1 mg","0,5 %"
Magnesio,"1,3 mg","0,4 %"
Manganese,"< 0,1 mg","< 0,1 %"
Fosforo,"4,3 mg","0,6 %"
Potassio,"23,8 mg","1,2 %"
Selenio,"< 0,1 mg","4,7 %"
Zinco,"0,1 mg","1,9 %"
