,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,69.7,
3,Proteine (g):,22.2,
4,Lipidi(g):,4.4,
5,Colesterolo (mg):,,
6,Carboidrati disponibili (g):,1,
7,Amido (g):,0,
8,Zuccheri solubili (g):,1,
9,Fibra totale (g):,0,
10,Fibra solubile (g):,0,
11,Fibra insolubile (g):,0,
12,Alcol (g):,0,
13,Energia (kcal):,132,
14,Energia (kJ):,553,
15,Sodio (mg):,726,
16,Potassio (mg):,254,
17,Ferro (mg):,0.9,
18,Calcio (mg):,7,
19,Fosforo (mg):,280,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.52,
25,Riboflavina (mg):,0.25,
26,Niacina (mg):,3.1,
27,Vitamina A retinolo eq. (µg):,tr,
28,Vitamina C (mg):,0,
29,Vitamina E (mg):,,
