Minerali,per porzione,% RDA
Calcio,"29,2 mg","2,9 %"
Rame,"< 0,1 mg","8,7 %"
Ferro,"1,2 mg","7,7 %"
Magnesio,"19,8 mg","6,6 %"
Manganese,"< 0,1 mg","0,4 %"
Fosforo,"173,7 mg","24,8 %"
Potassio,"247,7 mg","12,4 %"
Selenio,"< 0,1 mg","132,7 %"
Zinco,"3,6 mg","52,0 %"
