,0,1,2
1,Parte edibile (%):,100,
2,Acqua (g):,11.2,
3,Proteine (g):,22.7,
4,Lipidi(g):,1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,51.1,
7,Amido (g):,44.8,
8,Zuccheri solubili (g):,1.8,
9,Fibra totale (g):,13.8,
10,Fibra solubile (g):,0.92,
11,Fibra insolubile (g):,12.91,
12,Alcol (g):,0,
13,Energia (kcal):,291,
14,Energia (kJ):,1219,
15,Sodio (mg):,8,
16,Potassio (mg):,980,
17,Ferro (mg):,8,
18,Calcio (mg):,57,
19,Fosforo (mg):,376,
20,Magnesio (mg):,83,
21,Zinco (mg):,2.9,
22,Rame (mg):,1,
23,Selenio (µg):,10.5,
24,Tiamina (mg):,0.47,
25,Riboflavina (mg):,0.2,
26,Niacina (mg):,2,
27,Vitamina A retinolo eq. (µg):,10,
28,Vitamina C (mg):,tr,
29,Vitamina E (mg):,,
