,0,1,2,3
1,Proteine(%): 19.8,,,
2,Lisina:,1739,8.77,
3,Istidina:,720,3.63,
4,Arginina:,1265,6.38,
5,Acido aspartico:,1973,9.95,
6,Treonina:,829,4.18,
7,Serina:,821,4.14,
8,Acido glutamico:,3068,15.47,
9,Prolina:,821,4.14,
10,Glicina:,942,4.75,
11,Alanina:,1174,5.92,
12,Cistina:,230,1.16,
13,Valina:,1186,5.98,
14,Metionina:,520,2.62,
15,Isoleucina:,976,4.92,
16,Leucina:,1695,8.55,
17,Tirosina:,698,3.52,
18,Fenilalanina:,805,4.06,
19,Triptofano:,208,1.05,
20,Indice Chimico:,95,,
21,Aminoacido limitante:,Trip.,,
