Valori nutrizionali,per porzione,% RDA
Valore calorico,28 kcal 116 kJ,"1,4 %"
Grassi,"0,3 g","0,5 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"0,1 g","0,9 %"
Carboidrati,"4,5 g","1,7 %"
Zuccheri,"0,5 g","1,0 %"
Proteine,"3,6 g","4,9 %"
Fibre alimentari,"2,9 g","1,0 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"0,4 g","< 0,1 %"
Acqua,"109,5 g","5,5 %"
