Valori nutrizionali,per porzione,% RDA
Valore calorico,63 kcal 263 kJ,"3,1 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"< 0,1 g","< 0,1 %"
Grassi monoinsaturi,"< 0,1 g","0,1 %"
Grassi polinsaturi,"< 0,1 g","0,7 %"
Carboidrati,"15,5 g","5,8 %"
Zuccheri,"8,3 g","16,5 %"
Proteine,"1,6 g","2,1 %"
Fibre alimentari,"4,8 g","1,6 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"94,0 g","4,7 %"
