Valori nutrizionali,per porzione,% RDA
Valore calorico,17 kcal 72 kJ,"0,9 %"
Grassi,"0,2 g","0,3 %"
Grassi saturi,"< 0,1 g","0,2 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,5 %"
Carboidrati,"3,7 g","1,4 %"
Zuccheri,"1,9 g","3,7 %"
Proteine,"0,9 g","1,2 %"
Fibre alimentari,"1,6 g","0,5 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"1,3 g","0,2 %"
Acqua,"134,9 g","6,7 %"
