,0,1,2
1,Parte edibile (%):,84,
2,Acqua (g):,76.8,
3,Proteine (g):,0.8,
4,Lipidi(g):,15,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,1,
7,Amido (g):,0,
8,Zuccheri solubili (g):,1,
9,Fibra totale (g):,3,
10,Fibra solubile (g):,,
11,Fibra insolubile (g):,,
12,Alcol (g):,0,
13,Energia (kcal):,142,
14,Energia (kJ):,594,
15,Sodio (mg):,,
16,Potassio (mg):,,
17,Ferro (mg):,1.6,
18,Calcio (mg):,64,
19,Fosforo (mg):,14,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.03,
25,Riboflavina (mg):,0.08,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,48,
28,Vitamina C (mg):,tr,
29,Vitamina E (mg):,,
