Minerali,per porzione,% RDA
Calcio,"49,0 mg","4,9 %"
Rame,"< 0,1 mg","4,2 %"
Ferro,"1,4 mg","9,3 %"
Magnesio,"54,0 mg","18,0 %"
Manganese,"< 0,1 mg","1,5 %"
Fosforo,"251,0 mg","35,9 %"
Potassio,"415,0 mg","20,8 %"
Selenio,"< 0,1 mg","143,0 %"
Zinco,"0,5 mg","7,1 %"
