,0,1,2,3
1,Proteine(%): 3.3,,,
2,Lisina:,272,7.77,
3,Istidina:,93,2.66,
4,Arginina:,105,3,
5,Acido aspartico:,269,7.69,
6,Treonina:,164,4.69,
7,Serina:,203,5.8,
8,Acido glutamico:,771,22.03,
9,Prolina:,371,10.6,
10,Glicina:,70,2,
11,Alanina:,119,3.4,
12,Cistina:,37,1.06,
13,Valina:,233,6.66,
14,Metionina:,81,2.31,
15,Isoleucina:,192,5.49,
16,Leucina:,355,10.14,
17,Tirosina:,142,4.06,
18,Fenilalanina:,176,5.03,
19,Triptofano:,50,1.43,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
