0,1,2
Calorie,kcal,322.0
Calorie,kj,1348.0
Grassi,g,31.79
Carboidrati,g,3.06
Proteine,g,5.95
Fibre,g,1.1
Zuccheri,g,0.85
Acqua,g,56.33
Ceneri,g,2.87
Minerali,,
Calcio,mg,53.0
Sodio,mg,773.0
Fosforo,mg,49.0
Potassio,mg,66.0
Ferro,mg,0.27
Magnesio,mg,52.0
Zinco,mg,0.4
Rame,mg,0.09
Fluoro,mcg,0.4
Manganese,mg,0.39899999999999997
Selenio,mcg,1.6
Vitamine,,
Retinolo (Vit. A),mcg,0.0
"Vitamina A, IU",IU,43.0
"Vitamina A, RAE",mcg_RAE,2.0
Tiamina (Vit. B1),mg,0.05
Riboflavina (Vit. B2),mg,0.04
Niacina (Vit. B3),mg,0.09
Acido Pantotenico (Vit. B5),mg,0.124
Piridossina (Vit. B6),mg,0.02
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,8.0
"Folato, DFE",mcg_DFE,8.0
"Folati, totali",mcg,8.0
Cobalamina (Vit. B12),mcg,0.0
"Vitamina B-12, aggiunta",mcg,0.0
Acido ascorbico (Vit. C),mg,0.0
Vitamina D (D2+D3),mcg,0.0
Colecalcifenolo (Vit. D),IU,0.0
Alpha-tocoferolo (Vit. E),mg,2.4
"Vitamina E, aggiunta",mg,0.0
Fillochinone (Vit. K),mcg,53.4
Colina totale (Vit. J),mg,26.2
"Carotene, beta",mcg,23.0
"Carotene, alfa",mcg,0.0
"Criptoxantina, beta",mcg,6.0
Licopene,mcg,0.0
Luteina + zeaxantina,mcg,21.0
Zuccheri,,
Lipidi,,
"Acidi grassi, monoinsaturi",g,5.246
"Acidi grassi, polinsaturi",g,16.59
"Acidi grassi, saturi",g,2.9210000000000003
"Acidi grassi, trans",g,0.153
Beta-sistosterolo,mg,48.0
Campesterolo,mg,17.0
Colesterolo,mg,0.0
Stigmasterolo,mg,17.0
Grassi saturi,,
4:0,g,0.0
6:0,g,0.0
8:0,g,0.0
10:0,g,0.0
12:0,g,0.001
14:0,g,0.005
15:0,g,0.0
16:0,g,1.962
17:0,g,0.006
18:0,g,0.815
20:0,g,0.065
22:0,g,0.065
24:0,g,0.002
Grassi monoinsaturi,,
14:1,g,0.0
15:1,g,0.0
16:1 indifferenziato,g,0.006999999999999999
17:1,g,0.0
18:1 indifferenziato,g,4.873
20:1,g,0.11
22:1 indifferenziato,g,0.24100000000000002
24:1 c,g,0.016
Grassi polinsaturi,,
18:2 indifferenziato,g,14.534
18:3 indifferenziato,g,2.042
18:4,g,0.0
"20:2 n-6 c,c",g,0.003
20:3 indifferenziato,g,0.008
20:4 indifferenziato,g,0.0
20:5 n-3,g,0.0
22:5 n-3,g,0.0
22:6 n-3,g,0.0
Aminoacidi,,
Idrossiprolina,g,0.0
Altro,,
Alcol etilico,g,0.0
Caffeina,mg,0.0
Teobromina,mg,0.0
