,0,1,2
1,Parte edibile (%):,90,
2,Acqua (g):,87.5,
3,Proteine (g):,0.5,
4,Lipidi(g):,0.1,
5,Colesterolo (mg):,0,
6,Carboidrati disponibili (g):,10.5,
7,Amido (g):,0,
8,Zuccheri solubili (g):,10.5,
9,Fibra totale (g):,1.5,
10,Fibra solubile (g):,0.6,
11,Fibra insolubile (g):,0.87,
12,Alcol (g):,0,
13,Energia (kcal):,42,
14,Energia (kJ):,177,
15,Sodio (mg):,2,
16,Potassio (mg):,190,
17,Ferro (mg):,0.2,
18,Calcio (mg):,13,
19,Fosforo (mg):,14,
20,Magnesio (mg):,,
21,Zinco (mg):,,
22,Rame (mg):,,
23,Selenio (µg):,,
24,Tiamina (mg):,0.08,
25,Riboflavina (mg):,0.05,
26,Niacina (mg):,0.5,
27,Vitamina A retinolo eq. (µg):,16,
28,Vitamina C (mg):,5,
29,Vitamina E (mg):,,
