,0,1,2,3
1,Proteine(%): 19.7,,,
2,Lisina:,1988,9.89,
3,Istidina:,476,2.37,
4,Arginina:,,,
5,Acido aspartico:,,,
6,Treonina:,878,4.37,
7,Serina:,,,
8,Acido glutamico:,,,
9,Prolina:,,,
10,Glicina:,,,
11,Alanina:,,,
12,Cistina:,,,
13,Valina:,969,4.82,
14,Metionina:,780,3.88,metionina+cistina
15,Isoleucina:,870,4.33,
16,Leucina:,1524,7.58,
17,Tirosina:,,,
18,Fenilalanina:,1540,7.66,fenilalanina+tirosina
19,Triptofano:,259,1.29,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Leu.,,
