,0,1
1,Lipidi totali(%): 2.5,
2,Saturi totali (%):,1.01
3,C4:0÷C10:0,0
4,C12:0,0.01
5,C14:0,0.08
6,C16:0,0.54
7,C18:0,0.31
8,C20:0,0
9,C22:0,0
10,Monoinsaturi totali (%):,0.86
11,C14:1,0
12,C16:1,0.04
13,C18:1,0.81
14,C20:1,0
15,C22:1,0
16,Polinsaturi totali (%):,0.35
17,C18:2,0.24
18,C18:3,0.01
19,C20:4,0.09
20,C20:5,0
21,C22:6,0
22,Rapporto Polinsaturi/Saturi:,0.3
