Valori nutrizionali,per porzione,% RDA
Valore calorico,113 kcal 472 kJ,"5,6 %"
Grassi,"9,3 g","14,3 %"
Grassi saturi,"5,9 g","26,8 %"
Grassi monoinsaturi,"2,6 g","9,1 %"
Grassi polinsaturi,"0,3 g","1,8 %"
Carboidrati,"0,4 g","0,1 %"
Zuccheri,"0,1 g","0,3 %"
Proteine,"7,0 g","9,6 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"29,4 mg","98,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"10,3 g","0,5 %"
