Minerali,per porzione,% RDA
Calcio,"25,6 mg","2,6 %"
Rame,"< 0,1 mg","0,8 %"
Ferro,"0,6 mg","4,0 %"
Magnesio,"2,5 mg","0,8 %"
Manganese,"< 0,1 mg","2,0 %"
Fosforo,"8,6 mg","1,2 %"
Potassio,"90,1 mg","4,5 %"
Selenio,"< 0,1 mg","1,9 %"
Zinco,"0,2 mg","2,4 %"
