,0,1,2,3,4,5
1,"Categoria merceologica: 11001 - pesci vertebrati (freschi, surgelati o cotti)",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 g / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",50,02,1305,,
6,"Energia, ricalcolata, kJ",584,86,,,
7,"Energia, Ric con fibra, kJ",584,86,,,
8,"Energia, ricalcolata, kcal",140,86,,,
9,"Energia, Ric con fibra, kcal",140,86,,,
10,"Proteine totali, g",18.9,02,1305,,
11,"Proteine animali, g",18.9,02,1305,,
12,"Proteine vegetali, g",0.0,02,1305,,
13,"Lipidi totali, g",7.1,02,1305,,
14,"Lipidi animali, g",7.1,02,1305,,
15,"Lipidi vegetali, g",0.0,02,1305,,
16,"Colesterolo, mg",70,03,2613,6,"""Carpa"" acqua 72g, prot 15.8g, lip 6.8g"
17,"Carboidrati disponibili (MSE), g",0.0,02,1305,,
18,"Amido (MSE), g",0.0,02,1305,,
19,"Carboidrati solubili (MSE), g",0.0,02,1305,,
20,"Fibra alimentare totale, g",0.0,02,1305,,
21,"Alcol, g",0.0,02,1305,,
22,"Acqua, g",72.4,02,1305,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",1.0,02,1305,,
25,"Calcio, mg",34,02,1305,,
26,"Sodio, mg",50,02,1305,,
27,"Potassio, mg",286,02,1305,,
28,"Fosforo, mg",220,02,1305,,
29,"Zinco, mg",1.70,25,15008,1,"""Carp, raw""acqua 76.31g, lip 5.6g, prot 17.83g, Zn 1.48g"
30,"Magnesio, mg",44,G,172,1,"""Carp, raw"" acqua 77,3g, lip 4,7g, prot 17,5g, Mg 36mg"
31,"Rame, mg",0.07,G,172,1,"Cu 0,06mg"
32,"Selenio, µg",34.0,G,172,1,Se 28µg
33,"Cloro, mg",45,G,172,1,Cl 37mg
34,"Iodio, µg",13,G,225,2,"""Trout rainbow"" acqua=76.7g, lip=5.2g"
35,"Manganese, mg",0.05,G,172,1,"Mn 0,04"
36,"Zolfo, mg",220,Y,7160,2,"""Bream"" acqua 77g, prot 16.7g, lip 4g."
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.07,02,1305,,
39,"Vitamina B2, Riboflavina, mg",0.04,02,1305,,
40,"Vitamina C, mg",1,02,1305,,
41,"Niacina, mg",1.50,02,1305,,
42,"Vitamina B6, mg",0.22,25,15008,1,vitB6=0.19mg
43,"Folati totali, µg",17,25,15008,1,folacina=15mcg
44,"Acido pantotenico, mg",0.18,G,172,1,"Mn 0,04"
45,"Biotina, µg",3.0,G,225,2,
46,"Vitamina B12, µg",2.0,G,172,1,VIT B12 2µg
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",44,02,1305,,
50,"Retinolo, µg",44,02,1305,3B,
51,"ß-carotene eq., µg",tr,02,1305,3B,
52,"Vitamina E (ATE), mg",0.93,25,15008,1,vitE=0.63mg
53,"Vitamina D, µg",10.60,G,225,2,
54,ACIDI GRASSI,,,,,
