,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"66,80g",-
3,Carboidrati disponibili,"0,80g",-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,18g,-
7,Grassi (Lipidi),"11,90g",-
8,Saturi totali,"4,65g",-
9,Monoinsaturi totali,"5,43g",-
10,Polinsaturi totali,"1,23g",-
11,Colesterolo,"50,30mg",-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"1,90mg",0.13% RDA
17,Potassio,316mg,6.72% RDA
18,Ferro,"0,67mg",8.38% RDA
19,Calcio,5mg,0.50% RDA
20,Fosforo,142mg,20.29% RDA
21,Magnesio,13mg,3.10% RDA
22,Zinco,"1,45mg",13.18% RDA
23,Rame,"0,09mg",9% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),"0,69mg",57.50% RDA
26,Riboflavina (Vit. B2),"0,14mg",10.77% RDA
27,Niacina (Vit. B3 o PP),"4,70mg",29.38% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,13mg",0.87% RDA
31,Vitamina B6,"0,44mg",33.85% RDA
32,Vitamina B12,"0,13µg",5.42% RDA
33,Manganese,"0,01mg",0.43% RDA
