Valori nutrizionali,per porzione,% RDA
Valore calorico,43 kcal 181 kJ,"2,2 %"
Grassi,"0,1 g","0,2 %"
Grassi saturi,"< 0,1 g","0,1 %"
Grassi monoinsaturi,"< 0,1 g","< 0,1 %"
Grassi polinsaturi,"< 0,1 g","0,3 %"
Carboidrati,"10,5 g","3,9 %"
Zuccheri,"5,2 g","10,5 %"
Proteine,"0,8 g","1,2 %"
Fibre alimentari,"0,9 g","0,3 %"
Colesterolo,"0,0 mg","0,0 %"
Sodio,"< 0,1 g","< 0,1 %"
Acqua,"48,0 g","2,4 %"
