Informazioni nutrizionali,Come vendutoper 100 g / 100 ml,Come vendutoper porzione (40 g)
Grassi,"12,5 g",5 g
- Acidi Grassi saturi,"5,8 g","2,32 g"
Carboidrati,"68,3 g","27,3 g"
- Zuccheri,"36,6 g","14,6 g"
Fibra alimentare,"1,4 g","0,56 g"
Proteine,"5,6 g","2,24 g"
Sale,"1,041 g","0,417 g"
Sodio,"0,41 g","0,164 g"
Nutrition score - France,21,21
Nutri-Score,E,E
