Valori nutrizionali,per porzione,% RDA
Valore calorico,639 kcal 2.676 kJ,"32,0 %"
Grassi,"21,5 g","33,1 %"
Grassi saturi,"9,1 g","41,4 %"
Grassi monoinsaturi,"9,1 g","31,4 %"
Grassi polinsaturi,"0,7 g","4,5 %"
Carboidrati,"0,0 g","0,0 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"104,2 g","142,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"197,2 mg","657,3 %"
Sodio,"0,3 g","< 0,1 %"
Acqua,"209,8 g","10,5 %"
