0,1,2
Calorie,kcal,116.0
Calorie,kj,485.0
Grassi,g,4.1
Carboidrati,g,15.3
Proteine,g,5.0
Fibre,g,1.1
Acqua,g,74.5
Ceneri,g,1.1
Minerali,,
Calcio,mg,220.0
Sodio,mg,46.0
Fosforo,mg,160.0
Potassio,mg,204.0
Ferro,mg,12.14
Magnesio,mg,35.0
Zinco,mg,0.92
Rame,mg,0.094
Vitamine,,
Retinolo (Vit. A),mcg,19.0
"Vitamina A, IU",IU,105.0
"Vitamina A, RAE",mcg_RAE,22.0
Tiamina (Vit. B1),mg,0.506
Riboflavina (Vit. B2),mg,0.563
Niacina (Vit. B3),mg,5.981
Acido Pantotenico (Vit. B5),mg,0.514
Piridossina (Vit. B6),mg,0.06
Acido folico (Vit. B9 o M o Folacina),mcg,0.0
Folato alimentare,mcg,10.0
"Folato, DFE",mcg_DFE,10.0
"Folati, totali",mcg,10.0
Cobalamina (Vit. B12),mcg,0.3
Acido ascorbico (Vit. C),mg,1.3
Zuccheri,,
Lipidi,,
"Acidi grassi, saturi",g,2.258
Colesterolo,mg,11.0
Grassi saturi,,
Grassi monoinsaturi,,
Grassi polinsaturi,,
Aminoacidi,,
Acido aspartico,g,0.39799999999999996
Acido glutammico,g,1.102
Alanina,g,0.203
Arginina,g,0.26899999999999996
Cistina,g,0.10400000000000001
Fenilalanina,g,0.222
Glicina,g,0.177
Isoleucina,g,0.256
Istidina,g,0.113
Leucina,g,0.445
Lisina,g,0.311
Metionina,g,0.11199999999999999
Prolina,g,0.381
Serina,g,0.261
Tirosina,g,0.223
Treonina,g,0.201
Triptofano,g,0.067
Valina,g,0.31
Altro,,
