name,acqua | g,calcio | g,carboidrati | g,colesterolo | g,ferro | g,fibre alimentari | g,fosforo | g,grassi | g,grassi monoinsaturi | g,grassi polinsaturi | g,grassi saturi | g,magnesio | g,manganese | g,potassio | g,proteine | g,rame | g,selenio | g,sodio | g,valore calorico | kcal,vitamina a | g,vitamina b1 | g,vitamina b11 | g,vitamina b12 | g,vitamina b2 | g,vitamina b3 | g,vitamina b5 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina e | g,vitamina k | g,zinco | g,zuccheri | g,category
clif bar,10.415827613886657,0.3474720091992588,61.80057717572749,0.0,0.006249496568331994,6.943885075924437,0.27761652533545905,5.555108060739549,0.9721439106294212,2.083165522777332,1.3887770151848875,0.13887770151848874,0.0020831655227773306,0.3891353196548055,13.887770151848875,0.0004166331045554662,0.00013887770151848876,0.13887770151848874,326.36259856844856,0.0,0.000555510806073955,0.00013887770151848876,0.00013887770151848876,0.0004166331045554662,0.004166331045554661,0.0020831655227773306,0.000555510806073955,0.08332662091109325,0.0,0.0002777554030369775,0.00013887770151848876,0.004166331045554661,29.858705826475077,Barrette di cioccolato
tacchino arrosto con sugo,86.06152401565352,0.014177353707876697,4.630793924683343,0.018238203764906702,0.0009261587849366688,0.0,0.08192943097516682,2.6359903878966717,0.9974017683933352,0.4987008841966677,0.8549158014800017,0.008121700114060017,7.124298345666682e-05,0.061696423673473465,5.913167626903347,7.124298345666682e-05,7.124298345666682e-05,0.5699438676533345,67.68083428383346,7.124298345666682e-05,7.124298345666682e-05,7.124298345666682e-05,7.124298345666682e-05,0.00014248596691333364,0.0018523175698733371,0.0002137289503700004,7.124298345666682e-05,0.0,0.0,0.0,0.0,0.0007124298345666679,0.0,Pietanze e piatti unici
fegato di vitello cotto,60.04477660585306,0.006017013104553124,3.7606331903457018,0.5124489494044411,0.0051395320268057924,0.0,0.4613043380157395,6.267721983909505,1.1281899571037108,1.1281899571037108,2.0056710348510416,0.020056710348510417,0.00025070887935638023,0.3299328852329963,28.45545780694915,0.015042532761382812,0.00012535443967819012,0.06267721983909505,193.04583710441275,0.021184900305614124,0.00012535443967819012,0.00037606331903457024,0.00012535443967819012,0.002883152112598372,0.013162216166209963,0.006518430863265885,0.0008774810777473304,0.0011281899571037107,0.0,0.0006267721983909505,0.00012535443967819012,0.01128189957103711,0.0,Frattaglie e interiora
insalata di cavolo,72.3336572251863,0.02956416507841401,14.650686249969613,0.003941888677121869,0.00019709443385609342,1.9052461939422365,0.019709443385609343,9.789023548185973,2.6279257847479127,5.255851569495825,1.5767554708487472,0.007883777354243738,0.00013139628923739563,0.12712590983718028,0.9197740246617692,6.569814461869782e-05,0.0,0.1970944338560934,151.10573262300497,6.569814461869782e-05,6.569814461869782e-05,0.0,0.0,6.569814461869782e-05,0.00019709443385609342,0.00026279257847479126,0.00013139628923739563,0.014387893671494819,0.0,0.0005255851569495825,6.569814461869782e-05,0.00013139628923739563,12.022760465221698,Lattuga e insalate
cappuccino istantaneo polvere,1.5495827748378754,0.13403891002347626,86.77663539092102,0.0023243741622568127,0.0007747913874189378,1.5495827748378754,0.1844003502057072,5.423539711932564,1.5495827748378754,0.3873956937094689,3.0991655496757513,0.04338831769546051,0.0007747913874189378,0.8367746984124527,3.0991655496757513,0.0007747913874189378,0.0007747913874189378,0.3873956937094689,410.63943533203695,0.0,0.0007747913874189378,0.0007747913874189378,0.0007747913874189378,0.0007747913874189378,0.0023243741622568127,0.0007747913874189378,0.0007747913874189378,0.0007747913874189378,0.0,0.0007747913874189378,0.0007747913874189378,0.0007747913874189378,69.7312248677044,Caffè
pepe bianco,8.28363154406892,0.18223989396951626,49.701789264413506,0.0,0.01656726308813784,16.56726308813784,0.11597084161696485,8.28363154406892,8.28363154406892,8.28363154406892,8.28363154406892,0.06626905235255136,0.01656726308813784,0.04970178926441352,8.28363154406892,0.01656726308813784,0.01656726308813784,8.28363154406892,165.67263088137838,0.0,0.01656726308813784,0.01656726308813784,0.0,0.01656726308813784,0.01656726308813784,0.0,0.01656726308813784,0.01656726308813784,0.0,0.0,0.0,0.01656726308813784,0.0,Erbe e spezie
torta di crema alla banana,47.83192395726027,0.07489261813058093,32.85340033114409,0.05093034818121235,0.00103561461833181,0.6988293765978882,0.09186659431397057,13.580864872920403,5.708509847389977,3.2836561069057386,3.75515544533323,0.015980459720274603,0.00015155335878026493,0.16476375988727798,4.3950474046276815,5.05177862600883e-05,8.419631043348049e-06,0.23574966921374535,268.58623028280283,5.893741730343636e-05,0.00013471409669356879,2.525889313004415e-05,8.419631043348049e-06,0.00021049077608370126,0.0010524538804185064,0.00038730302799401024,0.00013471409669356879,0.0015997298982361294,8.419631043348049e-06,0.0003957226590373584,8.419631043348049e-06,0.00047991896947083886,12.040072391987712,Torte e crostate
senape indiana,89.34640716044385,0.06502054057986498,5.456269139569089,0.0,0.0006820336424461362,3.0312606330939387,0.02622040447626257,0.07578151582734848,0.03789075791367424,0.03789075791367424,0.03789075791367424,0.014550051038850906,0.00022734454748204541,0.2386359933403203,1.0609412215828784,7.578151582734847e-05,7.578151582734847e-05,0.6820336424461363,27.28134569784545,0.0,7.578151582734847e-05,7.578151582734847e-05,0.0,7.578151582734847e-05,0.0006820336424461362,0.00015156303165469694,0.0003031260633093939,0.0,0.0,7.578151582734847e-05,7.578151582734847e-05,0.0003031260633093939,1.3640672848922726,Verdure
merluzzetto bruno cotto,76.4613468638746,0.013055270735510485,0.0,0.06732999177077878,0.00036672108807613723,0.0,0.2572181711766026,1.173507481843639,0.4400653056913646,0.03667210880761372,0.40339319688375097,0.01708920270434799,3.667210880761371e-05,0.5154631613998184,21.416511543646408,3.667210880761371e-05,3.667210880761371e-05,0.07334421761522744,102.31518357324228,3.667210880761371e-05,0.00011001632642284111,3.667210880761371e-05,3.667210880761371e-05,7.334421761522743e-05,0.0025670476165329604,0.00018336054403806862,0.00029337687046090966,0.0,0.0,0.0,0.0,0.0013201959170740939,0.0,Pesce e prodotti ittici
vermicelli di soia,12.121300100164035,0.05588862920434914,83.61519590053275,0.0,0.001814565883258089,3.9920449431677967,0.0203231378924906,0.07258263533032358,0.03629131766516179,0.03629131766516179,0.03629131766516179,0.00203231378924906,0.0,0.003048470683873591,0.07258263533032358,0.0019597311539187373,7.258263533032358e-05,0.03629131766516179,336.0576015793981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000508078447312265,7.258263533032358e-05,0.004282375484489091,17.71016302059895,Prodotti a base di soia
yachtwurst cotto,59.329899721549864,0.019291317087375102,1.4559484594245364,0.065153693559248,0.001091961344568402,0.0,0.0,23.11318179336451,0.0,0.0,8.007716526834951,0.0,0.0,0.0,15.105465266529567,0.0,0.0,0.9099677871403352,272.9903361421006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salumi e affettati
spalla di vitello cotta,56.696086864511614,0.03521790353979413,0.0,0.12671075309459562,0.0014213503670768932,0.0,0.251368444547858,10.212665600478415,3.8955528579144483,0.7369964866324631,3.790267645538382,0.02716358479302507,5.264260618803308e-05,0.31069666172177124,32.217274987076244,0.0001579278185640992,5.264260618803308e-05,0.10528521237606617,228.99533691794383,0.0,5.264260618803308e-05,5.264260618803308e-05,5.264260618803308e-05,0.00031585563712819843,0.006475040561128069,0.001526635579452959,0.0002632130309401654,0.0,0.0,0.0004211408495042647,5.264260618803308e-05,0.006632968379692168,0.0,Manzo e vitello
carne di quaglia cruda,68.2970372223352,0.012777574816299864,0.0,0.07450585878800202,0.0038692656133865783,0.0,0.269768797882162,11.787762682642832,4.139214377111223,2.8794534797295475,3.3293680859372885,0.02258571323162864,8.998292124154834e-05,0.2118197966026048,19.256345145691345,0.0005398975274492901,8.998292124154834e-05,0.04499146062077418,188.06430539483605,8.998292124154834e-05,0.000269948763724645,8.998292124154834e-05,8.998292124154834e-05,0.000269948763724645,0.007378599541806964,0.0007198633699323868,0.0006298804486908384,0.005938872801942191,0.0,0.0,0.0,0.002339555952280257,0.0,Pollame e volatili
ghiande essiccate,5.1382128892574075,0.054404607062725485,54.10235924571035,0.0,0.0010074927233838056,0.0,0.10377175050853196,31.63527151425149,20.049105195337727,6.145705612641213,4.130720165873602,0.08261440331747205,0.0014104898127373275,0.7143123408791179,8.160691059408823,0.0008059941787070444,0.0,0.0,512.813796202357,0.0,0.00010074927233838056,0.00010074927233838056,0.0,0.0002014985446767611,0.0024179825361211327,0.000906743451045425,0.0007052449063686638,0.0,0.0,0.0,0.0,0.0007052449063686638,0.0,Frutta secca e semi
tamale navajo,66.45089792628093,0.028269166521125037,17.674785004859256,0.016573388906633606,0.001206290964723332,3.0419511284327503,0.0965557246111154,5.979007390367818,2.6748190956908657,0.6818166322349267,2.3601344961978232,0.021451000198775768,0.0001573422997465215,0.12781439482742435,6.13634969011434,5.244743324884052e-05,5.244743324884052e-05,0.41957946599072415,149.47518475919546,0.0,5.244743324884052e-05,5.244743324884052e-05,5.244743324884052e-05,5.244743324884052e-05,0.0015734229974652151,0.00020978973299536207,0.0001573422997465215,0.0016783178639628966,0.0,0.0,0.0,0.0014685281309675345,0.9440537984791292,Pietanze e piatti unici
uova camicia,76.11878547356329,0.05623551433403093,0.8033644904861559,0.3715560768498472,0.0018075701035938515,0.0,0.19782850578221595,9.439532763212334,3.6151402071877023,2.00841122621539,3.2134579619446235,0.012050467357292342,0.00020084112262153903,0.13858037460886194,12.652990725156958,0.00020084112262153903,0.00020084112262153903,0.20084112262153897,144.6056082875081,0.00020084112262153903,0.00020084112262153903,0.00020084112262153903,0.00020084112262153903,0.00040168224524307806,0.00020084112262153903,0.0016067289809723125,0.00020084112262153903,0.0,0.00020084112262153903,0.001004205613107695,0.00020084112262153903,0.001205046735729234,0.40168224524307794,Pietanze e piatti unici
patatine di patate dolci,4.334807167770375,0.055018706360162456,53.01802612888382,0.0,0.002000680231278634,8.336167630327644,0.13537936231652095,30.343650174392618,8.66961433554075,11.337187977245595,2.6675736417048466,0.060687300348785264,0.0013337868208524231,0.8636269665019439,2.6675736417048466,0.0003334467052131058,0.0003334467052131058,0.1667233526065529,496.8355907675276,0.0,0.0003334467052131058,0.0003334467052131058,0.0,0.0003334467052131058,0.002000680231278634,0.0013337868208524231,0.0003334467052131058,0.0,0.0,0.009003061040753857,0.0003334467052131058,0.0003334467052131058,8.336167630327644,Patatine
cuore di maiale cotto,69.60227973910781,0.007192940763312052,0.4231141625477679,0.2260134818275993,0.0059941173027600455,0.0,0.1820096089226315,5.1478889776645085,1.1988234605520087,1.339861514734598,1.339861514734598,0.024540621427770533,7.051902709129464e-05,0.21064033392169712,24.11750726522277,0.0004936331896390624,7.051902709129464e-05,0.035259513545647325,151.61590824628342,7.051902709129464e-05,0.0005641522167303571,7.051902709129464e-05,7.051902709129464e-05,0.001762975677282366,0.006205674384033929,0.002538684975286607,0.0004231141625477678,0.0020450517856475444,0.0,0.0,0.0,0.003173356219108259,0.0,Frattaglie e interiora
minestra di granchio,91.84582633358043,0.027096695209788538,4.244060695509049,0.004026416557277816,0.0004896993110202749,0.29926069006794576,0.03612892694638472,0.6257268974147956,0.2720551727890416,0.16323310367342495,0.16323310367342495,0.006012419318637819,0.0001904386209523291,0.13453128294418107,2.258057934149045,0.0001904386209523291,2.720551727890416e-05,0.5169048282991789,31.01428969795074,0.0,8.161655183671247e-05,2.720551727890416e-05,2.720551727890416e-05,2.720551727890416e-05,0.0005441103455780832,0.00010882206911561664,5.441103455780832e-05,0.0,0.0,0.0,0.0,0.0005985213801358915,0.0,Minestre
pane arabo o pita integrale,28.93168086337518,0.014129425537927419,51.8078936390672,0.0,0.00302773404384159,7.064712768963709,0.16955310645512905,2.3549042563212357,0.16820744688008832,1.0092446812805298,0.33641489376017664,0.0649280744957141,0.001682074468800883,0.1601334894298441,9.083202131524768,0.0003364148937601766,0.0003364148937601766,0.33641489376017664,248.94702138253072,0.0,0.0003364148937601766,0.0003364148937601766,0.0,0.0003364148937601766,0.0026913191500814128,0.0006728297875203532,0.0003364148937601766,0.0,0.0,0.0006728297875203532,0.0003364148937601766,0.0013456595750407064,0.6728297875203533,Pane
foglie di patate dolci cotte,87.7369550820594,0.03242118655396591,7.221780891167763,0.0,0.00061461965031215,1.8438589509364496,0.0393356576199776,0.30730982515607497,0.07682745628901874,0.07682745628901874,0.07682745628901874,0.04717205816145751,0.0001536549125780375,0.3068488604183409,2.1511687760925247,0.0001536549125780375,0.0001536549125780375,0.30730982515607497,33.80408076716825,0.0,0.0001536549125780375,0.0001536549125780375,0.0,0.000307309825156075,0.0009219294754682248,0.0001536549125780375,0.0001536549125780375,0.001536549125780375,0.0,0.0009219294754682248,0.0001536549125780375,0.000307309825156075,5.377921940231311,Verdure
gamberetti scatola,76.56732365267926,0.14635319536495647,0.0,0.2543833018574082,0.002129060492916932,0.0,0.19681981445632074,1.340519569614364,0.07885409233025673,0.7096868309723104,0.15770818466051345,0.033276426963368334,0.0003942704616512836,0.08074659054618287,20.580918098197003,0.0002365622769907701,7.885409233025672e-05,0.7885409233025671,100.9332381827286,0.0,7.885409233025672e-05,7.885409233025672e-05,7.885409233025672e-05,7.885409233025672e-05,0.000551978646311797,0.00015770818466051344,7.885409233025672e-05,0.00410041280117335,0.0,0.001103957292623594,0.0,0.0019713523082564182,0.0,Pesce in scatola
farina bianca di riso,11.665657297737358,0.009804116239587782,78.5570326539122,0.0,0.0003723082116299157,2.357952006989466,0.09605551860051824,1.3651301093096908,0.4343595802349016,0.3723082116299157,0.3723082116299157,0.034314406838557215,0.001178976003494733,0.07452369369458813,5.832828648868679,0.0001241027372099719,6.205136860498595e-05,0.0,358.6569105368188,0.0,0.0001241027372099719,6.205136860498595e-05,0.0,6.205136860498595e-05,0.0025441061128044233,0.0008066677918648174,0.00043435958023490173,0.0,0.0,0.0001241027372099719,0.0,0.0008066677918648174,0.1241027372099719,Farina
caesar salad con pollo impanato mcdonalds,78.54818175803997,0.060831274697578215,6.196076786172424,0.017942805693290976,0.0005808821987036646,1.0972219308846998,0.0,5.292482254855611,2.097630161985456,1.5167479632817908,1.387663030236532,0.0,0.0,0.2532969098680591,8.293706948157878,0.0,0.0,0.2258986328292029,112.62660408198829,0.0,6.454246652262941e-05,0.0,0.0,6.454246652262941e-05,0.0030980383930862107,0.0005808821987036646,0.0,0.009971811077746242,0.0,0.0,0.0,0.0,1.4522054967591616,Lattuga e insalate
bastoncini di carne bovina essiccata,19.45126945126945,0.06961506961506962,5.630630630630631,0.1361588861588862,0.0035831285831285837,0.0,0.18427518427518436,50.67567567567568,20.986895986895988,4.606879606879606,21.4987714987715,0.021498771498771503,0.000511875511875512,0.2631040131040131,22.01064701064701,0.000511875511875512,0.0,1.5356265356265355,563.0630630630633,0.0,0.000511875511875512,0.0,0.000511875511875512,0.000511875511875512,0.004606879606879609,0.000511875511875512,0.000511875511875512,0.007166257166257167,0.0,0.0,0.0,0.00255937755937756,0.0,Manzo e vitello
trota arcobaleno cruda,73.2189459988295,0.02486681184865908,0.0,0.05852492081553096,0.000251179917663223,0.0,0.22417807651442648,6.1539079827489624,2.0094393413057845,1.5070795059793378,1.3814895471477266,0.02486681184865908,0.0001255899588316115,0.3740068974005391,19.843213495394615,0.0001255899588316115,0.0001255899588316115,0.06279497941580575,139.40485430308877,0.0001255899588316115,0.0001255899588316115,0.0001255899588316115,0.0001255899588316115,0.0001255899588316115,0.005525958188590906,0.0016326694648109495,0.00037676987649483445,0.002888569053127064,0.0001255899588316115,0.002260619258969007,0.0001255899588316115,0.000502359835326446,0.0,Pesce e prodotti ittici
antilope cruda,74.67556135575258,0.0030225822453518905,0.0,0.09576696246486248,0.0032226060704119426,0.0,0.18953368667912446,2.044687989502749,0.4889471279245706,0.4444973890223369,0.7556455613379727,0.02722546507761813,2.222486945111685e-05,0.3558646096512829,22.5582424928836,0.00017779895560893476,2.222486945111685e-05,0.044449738902233686,114.90257506227408,0.0,0.00033337304176675264,0.0,0.0,0.0005778466057290379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012890424281647766,0.0,Selvaggina e cacciagione
formaggio monterey jack,41.646577964552726,0.7582735469571912,0.7195952996035029,0.09048910892514048,0.000719595299603503,0.0,0.4512762022638469,30.76269905804975,8.90499183259335,0.8994941245043787,19.339123676844142,0.02743457079738355,8.994941245043786e-05,0.08230371239215065,24.91598724877129,8.994941245043786e-05,8.994941245043786e-05,0.5396964747026273,378.6870264163434,0.00017989882490087575,8.994941245043786e-05,8.994941245043786e-05,8.994941245043786e-05,0.0003597976498017515,8.994941245043786e-05,0.00017989882490087575,8.994941245043786e-05,0.0,8.994941245043786e-05,0.0002698482373513136,8.994941245043786e-05,0.003058280023314888,0.5396964747026273,Formaggio
germogli di soia cotti,78.97566344314862,0.05867669773888552,6.449150562291923,0.0,0.0012686853565164436,0.8457902376776292,0.13416347645161394,4.440398747807553,0.9515140173873328,2.5373707130328875,0.6343426782582219,0.05962821175627285,0.0007400664579679255,0.35280025289128103,8.457902376776289,0.0003171713391291109,0.00010572377970970364,0.2114475594194073,80.35007257937477,0.0,0.00021144755941940733,0.00010572377970970364,0.0,0.00010572377970970364,0.0010572377970970363,0.0007400664579679255,0.00010572377970970364,0.008246454817356884,0.0,0.00021144755941940733,0.00010572377970970364,0.0010572377970970363,0.4228951188388146,Prodotti a base di soia
pupusas con frijoles,49.69584929979531,0.04863688143039328,30.0293031537576,0.0,0.0013615301178026115,5.5217610333105895,0.13721197964966314,8.623024079416536,2.8743413598055123,2.798700797705368,2.1179357388040616,0.051435582228098665,0.0003025622484005803,0.2906866801508575,5.294839347010155,0.00015128112420029015,7.564056210014508e-05,0.3025622484005803,218.6012244694193,0.0,7.564056210014508e-05,0.0,0.0,7.564056210014508e-05,0.0008320461831015959,0.0003025622484005803,0.00015128112420029015,0.0,0.0,0.00037820281050072535,7.564056210014508e-05,0.0009076867452017408,1.210248993602321,Verdure
cipolla polvere,3.642854540818184,0.3351426177552729,69.21423627554549,0.0,0.0036428545408181846,14.571418163272734,0.2804997996430001,1.821427270409092,1.821427270409092,1.821427270409092,1.821427270409092,0.09835707260209096,0.0036428545408181846,0.8597136716330914,7.285709081636367,0.0036428545408181846,0.0036428545408181846,1.821427270409092,291.42836326545466,0.0,0.0036428545408181846,0.0036428545408181846,0.0,0.0036428545408181846,0.0036428545408181846,0.0036428545408181846,0.0036428545408181846,0.0218571272449091,0.0,0.0036428545408181846,0.0036428545408181846,0.0036428545408181846,7.285709081636367,Erbe e spezie
carne di caribu cotta,64.10616439803921,0.022586627870811737,0.0,0.11190647445083997,0.00634116557870383,0.0,0.2392129224499607,4.52940398478845,1.3588211954365348,0.634116557870383,1.7513695407848668,0.027719952386905312,9.058807969576898e-05,0.3182661199978017,30.55837888403941,0.000271764239087307,3.019602656525633e-05,0.060392053130512664,171.51343089065597,0.0,0.000271764239087307,3.019602656525633e-05,3.019602656525633e-05,0.0009360768235229463,0.005948617233355497,0.0027478384174383264,0.00033215629221781967,0.003079994709656145,0.0,0.0004227443719135887,3.019602656525633e-05,0.005405088755180883,0.0,Selvaggina e cacciagione
melone kiwano,89.15558296672754,0.013044819024717531,7.577505168769743,0.0,0.0011510134433574289,0.0,0.03707222465480387,1.2469312303038818,0.0,0.0,0.0,0.04009363494361712,4.795889347322622e-05,0.12330231511966465,1.7744790585093702,4.795889347322622e-05,0.0,0.023979446736613112,44.122181995368116,0.0,4.795889347322622e-05,4.795889347322622e-05,0.0,4.795889347322622e-05,0.0005755067216787147,0.00019183557389290491,4.795889347322622e-05,0.0053234371755281115,0.0,0.0,0.0,0.0004795889347322623,0.0,Frutta e derivati
cetriolo sbucciato,96.22199726216736,0.01392492915968578,2.1366293419623683,0.0,0.000221030621582314,0.6999303016773275,0.020887393739528675,0.14735374772154264,0.01841921846519283,0.01841921846519283,0.01841921846519283,0.011935653565444954,7.367687386077132e-05,0.13527074040837614,0.5894149908861706,7.367687386077132e-05,3.6838436930385666e-05,0.01841921846519283,11.788299817723413,0.0,3.6838436930385666e-05,3.6838436930385666e-05,0.0,3.6838436930385666e-05,3.6838436930385666e-05,0.000221030621582314,3.6838436930385666e-05,0.0031681055760131673,0.0,3.6838436930385666e-05,3.6838436930385666e-05,0.0001841921846519283,1.3630221664242694,Verdure
carne bovina essiccata,23.944408216498214,0.02037821975872188,11.208020867297037,0.0489077274209325,0.005604010433648517,2.037821975872188,0.4146967720899904,25.98223019237039,11.71747636126508,1.018910987936094,11.208020867297037,0.051964460384740785,0.0005094554939680469,0.6082898597978481,33.624062601891104,0.0005094554939680469,0.0005094554939680469,2.037821975872188,417.7535050537985,0.0,0.0005094554939680469,0.0005094554939680469,0.0005094554939680469,0.0005094554939680469,0.001528366481904141,0.0005094554939680469,0.0005094554939680469,0.0,0.0005094554939680469,0.0005094554939680469,0.0005094554939680469,0.008151287903488753,9.170198891424846,Manzo e vitello
igname crudo,66.73310147202739,0.016299751796328532,26.718808826922842,0.0,0.0005113647622377578,3.9630769073426224,0.05273449110576876,0.19176178583915912,0.031960297639859865,0.06392059527971973,0.031960297639859865,0.02013498751311171,0.0003835235716783183,0.7823880862237693,1.4701736914335533,0.00019176178583915916,6.392059527971972e-05,0.031960297639859865,113.13945364510391,0.0,0.00012784119055943944,6.392059527971972e-05,0.0,6.392059527971972e-05,0.0005113647622377578,0.00031960297639859863,0.0002556823811188789,0.01642759298688797,0.0,0.00031960297639859863,6.392059527971972e-05,0.0002556823811188789,0.5113647622377577,Verdure
kiwi verde,80.60160021606292,0.033056502706413235,14.20726286530952,0.0,0.00028133193792692125,2.9539853482326732,0.033056502706413235,0.5626638758538425,0.07033298448173031,0.28133193792692124,0.07033298448173031,0.01645791836872489,0.00014066596896346062,0.3028538311783307,1.125327751707685,0.00014066596896346062,0.00014066596896346062,0.07033298448173031,59.07970696465346,0.0,0.00014066596896346062,0.00014066596896346062,0.0,0.00014066596896346062,0.00028133193792692125,0.00014066596896346062,0.00014066596896346062,0.09002622013661479,0.0,0.0014066596896346061,0.00014066596896346062,0.00014066596896346062,8.721290075734558,Frutta e derivati
minestra di pisellini,66.96903855356035,0.02052954002382648,19.728201100963364,0.0,0.0014500418604189707,3.815899632681501,0.09280267906681412,2.175062790628456,0.7250209302094852,0.2671129742877051,1.0302929008240056,0.029306109178993924,0.0004960669522485952,0.14164619436513734,6.372552386578107,0.00026711297428770505,3.815899632681502e-05,0.6487029375558552,122.10878824580804,3.815899632681502e-05,7.631799265363004e-05,3.815899632681502e-05,0.0,3.815899632681502e-05,0.0009158159118435601,0.00011447698898044504,3.815899632681502e-05,0.0012592468787848954,0.0,0.00019079498163407507,3.815899632681502e-05,0.0012592468787848954,6.372552386578107,Minestre
pane imbottito da picnic,61.3643955788587,0.04792958707934526,4.72033812145067,0.038488910836443915,0.0010893087972578467,0.0,0.1270860263467488,17.065837823706268,7.988264513224211,1.8155146620964115,6.172749851127799,0.015250323161609857,0.0003631029324192823,0.2716009934496232,15.250323161609858,0.0003631029324192823,0.0003631029324192823,1.0893087972578468,236.0169060725335,0.0,0.0003631029324192823,0.0003631029324192823,0.0003631029324192823,0.0003631029324192823,0.0021786175945156935,0.0007262058648385644,0.0003631029324192823,0.0,0.0003631029324192823,0.0,0.0,0.0021786175945156935,0.0,Pietanze e piatti unici
sandwich premium classico di pollo impanato mcdonalds,51.703178794434045,0.03380592459636072,25.332828405968517,0.025851589397217014,0.0014265927259333804,1.3833626433293391,0.16008099588276692,8.646016520808368,3.155796030095054,3.6745570213435568,1.3833626433293391,0.026845881297109984,0.0004323008260404184,0.2257042612757024,12.017962963923633,8.646016520808369e-05,0.0,0.4323008260404184,226.52563284517925,0.0,0.0002161504130202092,4.3230082604041836e-05,0.0,0.00017292033041616735,0.005490220490713313,0.001037521982497004,0.0,0.0025073447910344267,0.0,0.0,0.0,0.0006484512390606276,5.360530242901189,Hamburger e sandwich
pasta agli spinaci cotta,68.72163729801747,0.018031916492191186,25.04432846137664,0.033058513569017164,0.0011019504523005722,0.0,0.057101068891938736,0.9015958246095588,0.30053194153651963,0.20035462769101312,0.20035462769101312,0.024042555322921568,0.00030053194153651963,0.03706560612283742,5.109043006120833,0.00010017731384550655,0.0,0.05008865692275328,130.2305079991585,0.00010017731384550655,0.0002003546276910131,0.00010017731384550655,0.00010017731384550655,0.00010017731384550655,0.0010017731384550656,0.0002003546276910131,0.00010017731384550655,0.0,0.0,0.0,0.0,0.0006010638830730393,0.0,Piatti a base di pasta
spaghetti con polpette di carne,79.87703167683344,0.03626195637283738,10.979314568442431,0.007050935961385046,0.0012087318790945792,0.0,0.06245114708655326,4.029106263648599,1.6116425054594392,0.5036382829560747,1.4605510205726169,0.014101871922770091,0.0001510914848868224,0.20246258974834205,4.4823807183090665,5.036382829560748e-05,5.036382829560748e-05,0.30218296977364484,97.7058268934785,5.036382829560748e-05,0.00010072765659121496,0.0,5.036382829560748e-05,0.00010072765659121496,0.0022663722733023365,0.0003021829697736448,5.036382829560748e-05,0.0022160084450067287,0.0,0.0004532744546604672,5.036382829560748e-05,0.0005540021112516822,2.669282899667196,Alimenti pronti
lenticchie crude,8.043722457791572,0.043235008210629686,46.412278581457365,0.0,0.005831698781898889,23.568106801329304,0.3482529638100861,0.8043722457791571,0.16087444915583146,0.40218612288957856,0.12065583686687355,0.0941919899807393,0.0010456839195129043,0.7374484749303312,19.908213083034138,0.00040218612288957863,4.0218612288957864e-05,0.020109306144478933,272.68219131913435,0.0,0.0006837164089122835,0.0003619675106006208,0.0,0.00016087444915583146,0.002010930614447893,0.0016489631038472715,0.00040218612288957863,0.00337836343227246,0.0,0.0003619675106006208,4.0218612288957864e-05,0.0037001123305841228,1.5685258792693564,Legumi
zucca dinverno cruda,88.48391607202811,0.027624661597895426,8.499895876275518,0.0,0.0005949927113392861,1.4449822989668375,0.022694721989655633,0.16999791752551033,0.04249947938137758,0.04249947938137758,0.04249947938137758,0.013769831319566337,0.00016999791752551034,0.345095772576786,0.9349885463903068,8.499895876275517e-05,8.499895876275517e-05,0.04249947938137758,33.14959391747451,0.0,8.499895876275517e-05,8.499895876275517e-05,0.0,8.499895876275517e-05,0.000509993752576531,0.00016999791752551034,0.00016999791752551034,0.012154851103073988,0.0,8.499895876275517e-05,8.499895876275517e-05,0.00016999791752551034,2.2099729278316342,Verdure
zuppa di patate e prosciutto,85.49710909506302,0.0,5.5967819339220535,0.00902167834124749,0.0007100394990796634,0.5847384110067817,0.0,5.220878669703408,2.4642547321000094,0.3341362348610182,1.6289141449474636,0.0,0.0,0.0,2.7148569082457725,0.0,0.0,0.3759032642186454,80.19269636664437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Prodotti a base di patate
pasticcio di manzo salato con patate,70.04127794109023,0.018902706335908685,9.240385463312505,0.031856123400917535,0.0010126449822808225,1.0970320641375575,0.055779861107301966,10.21083690466496,5.231999075117583,0.2953547864985732,4.303741174693497,0.012953417065008856,8.438708185673522e-05,0.1712635826282441,8.691869431243727,0.0,4.219354092836761e-05,0.4219354092836761,163.28900339278263,0.0,8.438708185673522e-05,4.219354092836761e-05,4.219354092836761e-05,4.219354092836761e-05,0.0015611610143496015,0.00042193540928367614,0.00021096770464183804,0.0008860643594957198,0.0,4.219354092836761e-05,4.219354092836761e-05,0.001392386850636131,0.33754832742694085,Pietanze e piatti unici
