name,acqua | g,alcol | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c4:0:c10:0 | g,calcio | g,carboidrati complessi | g,carboidrati disponibili | g,category,colesterolo | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,grassi | g,isoleucina | g,leucina | g,lipidi totali | g,lisina | g,metionina | g,monoinsaturi totali | g,niacina | g,parte edibile | %,polinsaturi totali | g,potassio | g,proteine | %,proteine | g,riboflavina | g,saturi totali | g,sodio | g,tiamina | g,treonina | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,zinco | g,zuccheri solubili | g
piselli secchi,12.74416846457474,0.0,,,,,,,,,,,,,,,,,0.0,0.04705539125381443,40.38921082619072,47.25145538403866,legumi,0.0,4.293804451910567,0.004411442930045103,,,15.3910342226018,0.31370260835876285,1.960641302242268,3.9899050500630153,6.35247781926495,1.960641302242268,7.038702275049741,0.8528789664753865,,0.0021567054324664946,100.0,,0.9705174446099226,21.7,21.272958129328607,0.00014704809766817007,,0.03725218474260309,0.0005685859776502578,3.80364412635,4.39183651702268,9.80320651121134e-06,0.003921282604484535,,2.842929888251288
prosciutto_cotto_alta_qualita,68.17285115333083,0.0,0.02041103327944037,0.19390481615468347,0.0,2.9187777589599726,0.3265765324710459,1.4797999127594266,5.102758319860092,1.1124013137295,0.07143861647804127,0.02041103327944037,0.08164413311776147,0.0612330998383211,0.02041103327944037,0.0,0.0,0.0,0.08164413311776147,0.005102758319860092,0.0,0.8164413311776147,salumi italiani - aggiornamento 2011,0.051333748697792524,,0.0006837696148612523,0.0,0.0,0.0,0.14491833628402662,12.144564801267018,,,,,,5.541595535368058,0.004796592820668487,100.0,1.2552785466855825,0.3224943258151578,,18.369929951496328,0.0001428772329560826,4.7455652374698865,0.0019390481615468348,0.0007041806481406926,,,0.0,0.0,0.0014797999127594266,0.0
tacchino fesa cotta,67.9629226513474,0.0,0.0,0.02013716226706589,0.010068581133532949,0.2315773660712578,0.04027432453413179,0.16109729813652715,0.3020574340059884,0.2114402038041919,0.010068581133532949,0.0,0.0,,,0.0,0.0,0.04027432453413179,0.0,0.011075439246886242,0.0,0.0,carni fresche,0.062425203027904275,4.0576381968137785,0.0015102871700299425,0.0,0.0,0.0,0.2315773660712578,1.4096013586946126,5.29607367623833,8.568362544636539,1.4096013586946126,8.98117437111139,2.7889969739886262,0.3725375019407191,0.010874067624215585,100.0,0.38260608307425203,0.4601341578024557,29.6,29.803000155257525,0.00010068581133532948,0.4329489887419167,0.06846635170802405,0.00010068581133532948,4.359695630819767,5.608199691377852,,0.0,0.0012887783850922176,0.0
lenticchie,11.054239843575397,0.0,0.0,0.0,0.0,0.11843828403830785,0.0,0.00986985700319232,0.16778756905426945,0.35531485211492353,0.0986985700319232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05625818491819623,44.216959374301595,50.434969286312764,legumi,0.0,5.221154354688737,0.007895885602553856,12.741985391121284,0.9080268442936934,13.6204026644054,0.3711066233200312,0.986985700319232,4.530264364465276,7.866276031544279,0.986985700319232,7.0075984722665465,0.8389378452713472,0.16778756905426945,0.001973971400638464,100.0,0.463883279150039,0.9672459863128472,22.7,22.404575397246568,0.00019739714006384643,0.1381779980446925,0.007895885602553856,0.00046388327915003897,3.8887236592577743,5.132325641660007,9.86985700319232e-06,,0.002862258530925773,1.7765742605746175
pompelmo,91.2871061566947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017016236893243532,0.0,6.205921690477053,frutta,0.0,,0.00030028653341018,1.0610124180493026,0.540515760138324,1.6015281781876265,0.01601528178187626,0.0,,,0.0,,,0.0,0.00020019102227345333,70.0,0.0,0.2302196756144713,0.6,0.6005730668203599,3.0028653341018e-05,0.0,0.0010009551113672663,5.004775556836333e-05,,,,0.04003820445469067,,6.205921690477053
zampone_modena_igp_cotto,55.18916340484073,0.0,0.020402648208813576,0.23463045440135616,0.0,3.4990541678115292,0.5712741498467802,1.7240237736447468,8.242669876360685,2.1320767378210186,0.10201324104406788,0.010201324104406788,0.11221456514847468,0.1530198615661018,0.0,0.0,0.0,0.0,0.020402648208813576,0.012241588925288146,0.0,2.6523442671457653,salumi italiani - aggiornamento 2011,0.10813403550671194,,0.0013057694853640688,0.0,0.0,0.0,0.06936900390996616,17.75030394166781,,,,,,8.95676256366916,0.002631941618936952,100.0,2.407512488640002,0.13465747817816962,,24.177138127444092,8.161059283525432e-05,5.559721636901701,0.0017342250977491539,6.120794462644073e-05,,,0.0,0.0,0.0015301986156610182,0.0
salame napoli,40.224123411175114,0.0,0.0,0.3609857229208023,0.0,4.919719709520646,0.6600881790551812,2.7125498608048857,11.025535365781074,4.228689897072255,0.20627755595474412,0.29910245613437897,0.7116575680438673,0.3506718451230651,0.2578469449434302,0.0,0.0,0.0,0.0,0.033004408952759065,0.0,1.7533592256153252,carni trasformate e conservate,0.08869934906053999,4.476222964217948,0.0016502204476379534,0.0,0.0,0.0,,28.156886387822574,5.105369509879918,8.684285105694729,28.156886387822574,9.014329195222318,2.73317761640036,12.397281112880124,,100.0,5.0434862430934935,0.509505563208218,26.7,27.538053719958345,0.00014439428916832093,8.292357749380713,1.7461395111569091,0.00016502204476379534,4.5896756199930575,5.404471966014297,,0.0,0.0038161347851627674,1.7533592256153252
salamini_italiani_alla_cacciatora_dop,34.535250287098215,0.0,0.041734441434559774,0.32344192111783826,0.0,7.011386161006043,0.9598921529948748,3.8187013912622203,14.96179725428968,4.100408870945498,0.18780498645551896,0.041734441434559774,0.2817074796832785,0.1669377657382391,0.0,0.0,0.0,0.0,0.031300831075919834,0.008346888286911954,0.0,0.7303527251047959,salumi italiani - aggiornamento 2011,0.09807593737121546,,0.0010642282565812744,0.0,0.0,0.0,0.21284565131625488,34.11790587275261,,,,,,16.318166600912868,0.008065180807228678,100.0,4.4655852334978965,0.7240925588896121,,29.63145341853744,0.00014607054502095923,11.403936121993455,0.004382116350628777,0.0005216805179319972,,,0.0,0.0,0.0026501370310945452,0.0
prosciutto_cotto_alta_qualita_sgrassato,73.47235561391597,0.0,0.010232918609180495,0.08186334887344397,0.0,1.1767856400557573,0.13302794191934647,0.5935092793324689,2.0568166404452795,0.45024841880394173,0.030698755827541495,0.010232918609180495,0.030698755827541495,0.020465837218360997,0.010232918609180495,0.0,0.0,0.0,0.030698755827541495,0.005116459304590247,0.0,0.9209626748262448,salumi italiani - aggiornamento 2011,0.0,,0.0007367701398609957,0.0,0.0,0.0,0.1565636547204616,5.116459304590249,,,,,,2.2307762568013487,0.005188089734854513,100.0,0.5014130118498443,0.34894252457305497,,19.95419128790197,0.00015349377913770744,1.913555779916753,0.0020465837218360994,0.0007572359770793568,,,0.0,0.0,0.0016065682216413382,0.0
olio palma,0.0,0.0,0.1501002669783415,1.0006684465222766,0.0,41.237546681183034,0.3702473252132424,4.342901057906682,38.47570176878155,9.286203183726727,3.302205873523513,0.4002673786089107,0.10006684465222768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,olii e grassi,0.0,0.0,0.00010006684465222769,0.0,0.0,0.0,0.0,99.96677780757544,0.0,0.0,99.96677780757544,0.0,0.0,38.94601593864701,0.0,100.0,12.58840905725024,,0.0,0.0,0.0,47.131483831199226,,0.0,0.0,0.0,0.0,0.0,,0.0
sogliola,80.11662885027417,0.0,0.0,0.03023269013217893,0.0,0.12093076052871575,0.08062050701914382,0.03023269013217893,0.13100832390610873,,0.07054294364175086,0.0,0.0503878168869649,0.1813961407930736,0.22170639430264552,0.0,0.01007756337739298,0.3224820280765753,0.0,0.012093076052871571,0.0,0.8062050701914384,prodotti della pesca,0.02519390844348245,4.0914907312215485,0.0008062050701914384,0.0,0.0,0.0,0.1965124858591631,1.4108588728350169,5.179867575979991,8.465153237010101,1.4108588728350169,10.269037081563443,2.4992357175934585,0.2720942111896105,0.0017131857741568065,48.0,0.7961275068140453,0.28217177456700343,16.9,17.03108210779413,5.03878168869649e-05,0.1813961407930736,0.12093076052871575,5.03878168869649e-05,5.028704125319097,5.72405599835921,,0.0,0.0015116345066089464,0.8062050701914384
arance,89.13915000566162,0.0,,,,,,,,,,,,,,,,,0.0,0.050089659980245636,0.0,7.973456078488081,frutta,0.0,4.385400843168445,0.00020444759175610464,1.0222379587805233,0.6133427752683139,1.6355807340488373,0.022489235093171512,0.20444759175610466,3.363162884387921,3.2098271905708433,0.20444759175610466,6.276541066912412,1.7480269095146952,,0.00020444759175610464,80.0,,0.20444759175610466,0.7,0.7155665711463662,5.111189793902617e-05,,0.00306671387634157,6.13342775268314e-05,1.7480269095146952,4.5285141573977175,7.257889507341714e-05,0.051111897939026166,,7.973456078488081
agnello costoletta cotta al forno,66.46904669433539,0.0,0.019990690735138462,0.1599255258811077,0.009995345367569231,0.9395624645515076,0.07996276294055385,0.5197579591136,1.4193390421948309,0.3198510517622154,0.009995345367569231,0.0,0.0,0.07996276294055385,0.0,0.0,0.0,0.0,0.0,0.011994414441083078,0.0,0.0,carni fresche,0.10395159182272,,0.0021989759808652308,0.0,0.0,0.0,0.22289620169679386,4.198045054379077,,,4.198045054379077,,,1.5292878412380924,0.005177588900400861,100.0,0.4297998508054769,0.3088561718578892,28.7,28.686641204923692,0.00025987897955680005,1.7591807846921843,0.07096695210974155,0.00013993483514596923,,,,0.0,0.003588328986957353,0.0
zucchero saccarosio,0.4761709758552745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009523419517105492,0.0,99.51973395375236,dolci,0.0,0.0,0.0002857025855131647,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0019046839034210985,0.0,0.0,0.0,0.0,0.0009523419517105492,0.0,0.0,0.0,0.0,0.0,,99.51973395375236
gamberi sgusciati surgelati,79.42786893071305,0.0,0.0,0.04890878628738489,0.0,0.15650811611963164,0.03912702902990791,0.04890878628738489,0.18585338789206254,0.019563514514953955,0.009781757257476978,,0.009781757257476978,0.0,0.15650811611963164,0.0,0.029345271772430924,0.17607163063458556,0.0,0.1252064928957053,0.0,2.836709604668324,prodotti della pesca,0.14672635886215465,,0.0025432568869440146,0.0,0.0,0.0,0.14672635886215465,0.8803581531729279,,,0.8803581531729279,,,0.2641074459518784,0.0004890878628738488,100.0,0.3619250185266481,0.07336317943107731,16.5,16.139899474837012,1.956351451495396e-05,0.2641074459518784,0.36681589715538665,,,,,,,2.836709604668324
pollo,69.73850638923625,0.0,0.0,0.13044612705900308,0.020068634932154317,2.1975155250708984,0.5819904130324751,0.9432258418112528,3.3715306686019257,1.6355937469705768,0.14048044452508027,0.0,0.010034317466077159,0.25085793665192896,0.020068634932154317,0.0,0.0,0.07024022226254012,0.0,0.005017158733038579,0.0,0.0,carni fresche,0.0933191524345176,3.672560192584241,0.0006020590479646295,0.0,0.0,0.0,0.16054907945723454,10.636376514041787,4.6157860343954935,8.017419655395651,10.636376514041787,8.318449179377964,2.64905981104437,4.134138796023788,0.005017158733038579,77.0,2.2978586997316697,0.3010295239823148,19.0,19.065203185546604,0.00014048044452508025,3.2812218114072316,0.0622127682896784,8.027453972861728e-05,4.284653558014947,4.465271272404337,,0.0,0.0010837062863363332,0.0
merendina pastafrolla,7.923774463553133,0.0,0.0,0.0,0.0,3.609719477840872,0.0,0.0,3.4336356008730244,1.085850574635059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02249960650144717,32.477692862958534,70.14007765885923,dolci,0.029347312827974568,4.793394428569179,0.0006847706326527399,,,,,16.727968311945506,3.9129750437299418,7.141179454807144,16.727968311945506,2.543433778424463,1.4673656413987284,4.10862379591644,,100.0,1.2130222635562822,,5.3,5.184691932942174,,6.417279071717105,,,2.7390825306109603,4.499921300289434,,0.0,0.00023477850262379658,34.4341803848235
pane tipo00,26.80745324849483,0.0,,,,,,,,,,,,,,,,,0.0,0.01294152915444578,54.631740930553256,61.84202145945877,cereali e derivati,0.0,4.4925594064718934,0.000739515951682616,1.5899592961176243,1.3496166118207742,2.9580638067304643,0.058236881195006016,0.36975797584130804,3.623628163244818,6.674131463935609,0.36975797584130804,1.7840822334343112,1.2756650166525123,,0.0009336388889993025,100.0,,,8.6,7.949796480588121,1.84878987920654e-05,,,3.697579758413081e-05,2.403426842968502,4.030361936670258,0.0,0.0,,1.756350385246213
vino pastorosso,89.23033831502708,10.703639237340694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,bevande alcooliche,0.0,,0.001000340115639317,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,100.0,0.0,0.06102074705399835,,0.0,0.0,0.0,0.004001360462557268,0.0,,,0.0,0.0,,0.0
uva fresca,81.74587692833488,0.0,,,,,,,,,,,,,,,,,0.0,0.027486160361955683,0.0,15.880892653574396,frutta,0.0,2.850416630128737,0.0004072023757326768,,,1.5270089089975378,0.004072023757326768,0.1018005939331692,1.2216071271980302,2.850416630128737,0.1018005939331692,3.054017817995076,4.682827320925783,,0.0004072023757326768,94.0,,0.19545714035168485,0.5,0.5090029696658459,3.054017817995076e-05,,0.001018005939331692,3.054017817995076e-05,3.868422569460429,3.868422569460429,4.072023757326767e-06,0.006108035635990152,0.00012216071271980305,15.880892653574396
ceci scatola,69.98605445528442,0.0,,,,,,,,,,,,,,,,,0.0,0.04425588737613573,12.041718193041582,14.305972896006667,legumi,0.0,6.23699249998564,0.0018525720296987051,5.4547954207795195,0.4116826732663789,5.8664780940459,0.07410288118794821,2.3671753712816783,4.49763320543519,8.22336139849592,2.3671753712816783,6.803056175726911,1.0600828836609255,,0.00020584133663318943,100.0,,0.11218352846508824,6.7,6.895684777211847,3.0876200494978415e-05,,0.3200832784646096,5.146033415829737e-05,3.7051440593974094,4.734350742563356,3.087620049497842e-06,,0.001060082883660926,1.0292066831659472
uova gallina intero,78.5132382892057,0.0,0.0,0.030549898167006106,0.0,1.9348268839103868,0.23421588594704684,1.2321792260692463,2.393075356415479,1.079429735234216,0.04073319755600815,0.0,0.0,0.1629327902240326,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,uova,0.37678207739307534,5.437881873727087,,0.0,0.0,0.0,,8.859470468431773,5.397148676171079,8.553971486761709,8.859470468431773,7.2301425661914465,3.5947046843177186,2.6272912423625256,,100.0,1.2830957230142566,,12.4,12.627291242362526,,3.2281059063136457,,,5.122199592668023,6.751527494908352,,0.0,,0.0
tacchino fesa cruda,74.06072881549727,0.0,0.0,0.030065248504261406,0.01002174950142047,0.2104567395298298,0.030065248504261406,0.13028274351846608,0.2505437375355117,0.19041324052698888,0.01002174950142047,0.0,0.0,0.07015224650994327,,0.0,0.0,0.030065248504261406,0.0,0.008017399601136373,0.0,0.0,carni fresche,0.050108747507102334,4.048786798573869,0.0008017399601136376,0.0,0.0,0.0,0.20043499002840934,1.202609940170456,5.050961748715916,8.358139084184671,1.202609940170456,9.41042278183382,2.9163291049133564,0.3106742345440345,0.006714572165951714,100.0,0.34073948304829593,0.3828308309542619,24.0,24.052198803409123,0.0002004349900284094,0.38082648105397776,0.052113097407386434,0.0001002174950142047,5.020896500211653,5.912832205838076,,0.0,0.0011023924451562515,0.0
strutto,0.0,0.0,0.10999905400813552,1.4599874441079803,0.0,22.209808995642643,2.5999776401922947,12.249894650906,42.31963605112996,11.479901272849052,0.5999948400443756,0.10999905400813552,0.7799932920576883,0.1699985380125731,0.0,0.0,0.0,0.0,0.10999905400813552,,0.0,0.0,salumi italiani - aggiornamento 2011,0.1079990712079876,,,0.0,0.0,0.0,,99.99914000739594,,,,,,45.959604747399176,0.0,100.0,12.329893962911918,,,0.0,0.0,36.529685844701746,9.999914000739594e-05,0.0,,,0.0,0.0,7.999931200591675e-05,0.0
prosciutto_crudo_nazionale_sgrassato,60.35366575528105,0.0,0.010758229189889671,0.08606583351911737,0.0,1.183405210887864,0.1506152086584554,0.5379114594944836,2.2161952131172717,0.6132190638237112,0.043032916759558684,0.010758229189889671,0.043032916759558684,0.05379114594944835,0.0,0.0,0.0,0.0,0.010758229189889671,0.011834052108878638,0.0,0.3227468756966901,salumi italiani - aggiornamento 2011,0.09359659395204016,,0.00097899885627996,0.0,0.0,0.0,0.2323777505016169,5.486696886843731,,,,,,2.431359796915065,0.006444179284743914,100.0,0.720801355722608,0.7347870536694645,,32.8125990291635,0.0002259228129876831,1.8504154206610235,0.007423178141023873,0.000688526668152939,,,0.0,0.0,0.0024636344844847346,0.0
prosciutto_di_san_daniele_dop,52.560474913173934,0.0,0.020940428252260532,0.314106423783908,0.0,4.313728219965669,0.5339809204326436,2.0207513263431407,8.229588303138389,2.4709705337667422,0.11517235538743292,0.031410642378390786,0.16752342601808426,0.19893406839647504,0.010470214126130264,0.0,0.0,0.010470214126130264,0.031410642378390786,0.00942319271351724,0.0,0.20940428252260526,salumi italiani - aggiornamento 2011,0.0869027772468812,,0.0009632596996039844,0.0,0.0,0.0,0.19265193992079685,19.474598274602293,,,,,,8.983443720219766,0.005371219846704826,100.0,2.816487599929041,0.6083194407281683,,26.908450304154783,0.00020940428252260533,6.7742285396062805,0.0047115963567586185,0.000711974560576858,,,0.0,0.0,0.002491910962019002,0.0
crusca frumento,8.208571776451844,0.0,0.0,0.010010453385916884,0.0,0.8308676310311012,0.02002090677183376,0.05005226692958442,0.8508885378029349,2.6327492404961403,0.1901986143324208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1101149872450857,20.72163850884795,26.62780600653891,cereali e derivati,0.0,,0.012913484867832779,41.17299477627615,1.3113693935551116,42.44432235628759,1.201254406310026,5.505749362254286,,,5.505749362254286,,,0.8709094445747687,0.029630942022313974,100.0,2.822947854828561,1.1612125927663584,14.1,14.114739274142805,0.00036037632189300783,0.8909303513466025,0.028029269480567283,0.0008909303513466027,,,1.0010453385916883e-06,0.0,0.0009910348852057718,3.803972286648415
prosciutto_cotto_scelto,71.58579711903826,0.0,0.02045308489115379,0.16362467912923032,0.0,2.4850498142751856,0.2761166460305762,1.2783178056971118,3.926992299101528,0.4908740373876909,0.04090616978230758,0.010226542445576895,0.061359254673461365,0.010226542445576895,0.010226542445576895,0.0,0.0,0.0,0.08181233956461516,0.0051132712227884465,0.0,0.6135925467346136,salumi italiani - aggiornamento 2011,0.058393557364244064,,0.000582912919397883,0.0,0.0,0.0,0.13908097725984578,9.408419049930744,,,,,,4.305374369587873,0.0048064749494211405,100.0,0.5522332920611523,0.3282720125030183,,17.896449279759565,0.00013294505179249966,4.080390435785182,0.0019430430646596101,0.0005522332920611521,,,0.0,0.0,0.0013089974330338426,0.0
prosciutto_di_modena_dop,47.96551515248908,0.0,0.03155625996874281,0.389193872947828,0.010518753322914272,5.364564194686277,0.6942377193123419,2.4087945109473683,10.339934516424726,2.9242134237701674,0.1472625465207998,0.03155625996874281,0.2208938197811997,0.2103750664582854,0.021037506645828544,0.0,0.010518753322914272,0.010518753322914272,0.05259376661457135,0.010518753322914272,0.0,0.1051875332291427,salumi italiani - aggiornamento 2011,0.06521627060206849,,0.001104469098905999,0.0,0.0,0.0,0.216686318452034,24.087945109473683,,,,,,11.32869732877867,0.005858945600863249,100.0,3.3134072967179957,0.6437477033623534,,26.928008506660532,0.0002103750664582854,8.330852631748103,0.005364564194686278,0.000620606446051942,,,0.0,0.0,0.002861100903832682,0.0
olio girasole,0.0,0.0,0.0,0.0,0.0,5.921889082617353,0.2700861574842375,4.781525306572797,32.92050164002316,49.90591998847633,0.3301053035918458,0.540172314968475,0.19006062934075968,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,olii e grassi,0.0,0.0,0.0001000319101793472,0.0,0.0,0.0,0.0,99.93187826916788,0.0,0.0,99.93187826916788,0.0,0.0,33.38064842684816,0.0,100.0,50.236025292068156,,0.0,0.0,0.0,11.243586704158623,,0.0,0.0,0.0,0.0,0.0,,0.0
faraona cotta,58.59750878293372,0.0,0.0,0.08923478494863002,0.0,1.3087768459132405,0.17846956989726004,0.6444734468512168,2.0127401493968766,1.3583517264402571,0.07931980884322667,0.0,0.029744928316210006,0.07931980884322667,0.0,0.0,0.0,0.0,0.0,0.010906473715943669,0.2974492831621001,0.2974492831621001,carni fresche,0.09815826344349304,4.154374988163998,0.0027761933095129337,0.0,0.0,0.0,0.2875343070566967,6.048135424296035,4.769103506699004,8.0311306453767,6.048135424296035,8.784668829387352,2.617553691826481,2.181294743188734,,,1.5269063202321136,0.4560889008485535,34.4,34.10751780258747,,1.9829952210806672,0.17846956989726004,,4.352674510272063,4.422079343009886,,0.0,0.003410751780258748,0.0
sogliola surgelata,80.4375348039233,0.0,0.0,0.030392015668988644,0.0,0.12156806267595455,0.08104537511730306,0.030392015668988644,0.13169873456561745,,0.07091470322764018,0.0,0.050653359448314415,0.18235209401393188,0.22287478157258345,0.0,0.01013067188966288,0.32418150046921224,0.0,0.011143739078629169,0.0,0.10130671889662883,prodotti della pesca,0.025326679724157204,4.113052787203129,0.0004052268755865153,0.0,0.0,0.0,0.17627369088013414,1.3169873456561747,5.207165351286722,8.509764387316821,1.3169873456561747,10.323154655566476,2.512406628636395,0.27352814102089784,0.003849655318071895,48.0,0.8003230792833678,0.2836588129105607,17.3,17.526062369116786,0.0001215680626759546,0.18235209401393188,0.12156806267595455,8.104537511730306e-05,5.0552052729417785,5.754221633328518,0.0,0.0,0.0015196007834494324,0.10130671889662883
salame fabriano,33.15282548824779,0.0,0.0,0.5076526402887944,0.0,7.821994763633463,0.9220629588918918,4.216624991786517,15.053454823257516,4.050860864345278,0.238285933196781,,0.33152825488247795,0.14504361151108414,0.0,0.0,0.0,0.0,0.0,0.047657186639356204,0.0,1.5540386947616154,carni trasformate e conservate,0.09117027009268144,4.1233826701008205,0.0015540386947616154,0.0,0.0,0.0,,35.5356848202156,5.273371304224415,8.702616690665046,35.5356848202156,9.189548815023683,2.6729465549899785,16.410648616682654,,100.0,4.631035310389613,0.4713917374110234,26.5,27.454683607455202,0.00010360257965077436,12.629154459429396,1.7436314155225328,0.0001554038694761615,4.382389119227756,5.915707298059216,,0.0,0.003936898026729425,1.5540386947616154
maiale spalla,73.93040553689586,0.0,0.010113598568658805,0.13147678139256447,0.0,1.648516566691385,0.13147678139256447,0.4753391327269639,1.8811293337705377,1.3653358067689387,,0.0,0.13147678139256447,0.030340795705976413,0.0,0.0,0.0,0.0,0.0,0.007079518998061162,0.0,0.0,carni fresche,0.06776111041001401,3.7622586675410754,0.0012136318282390565,0.0,0.0,0.0,0.1820447742358585,6.371567098255047,5.299525649977213,8.252696432025585,6.371567098255047,8.515649994810715,2.6396492264199485,2.144082896555666,0.0030340795705976423,79.0,1.395676602474915,0.2123855699418349,19.0,19.21583728045173,0.0003539759499030582,2.2654460793795725,0.07382926955120928,0.000262953562785129,4.288165793111333,5.8760007683907665,,0.0,0.0018204477423585848,0.0
wurstel padella,53.1194608477271,0.0,,,,,,,,,,,,,,,,,0.0,0.01640755547420142,1.2305666605651069,1.3331138822788655,carni trasformate e conservate,,3.8352660920945834,0.0014356611039926242,0.0,0.0,0.0,,27.58520264100114,4.306983311977873,7.557730240304028,27.58520264100114,7.362890519047887,2.184255822503064,,0.004153162479407235,100.0,,0.16817744361056458,16.4,16.817744361056455,0.0004717172198832909,,0.9536891619379576,0.00014356611039926246,4.050615257693476,5.43500275082922,,0.0,,0.0
olio sesamo,0.0,0.0,0.0,0.0,0.0,8.508508508508509,0.20020020020020016,4.1541541541541545,39.73973973973974,41.94194194194194,0.30030030030030025,0.5005005005005005,0.20020020020020016,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,olii e grassi,0.0,0.0,,0.0,0.0,0.0,,100.0,0.0,0.0,100.0,0.0,0.0,40.14014014014014,0.0,100.0,42.24224224224224,,0.0,0.0,0.0,13.163163163163164,,0.0,0.0,0.0,,0.0,,0.0
cioccolato latte,0.8071586497063129,0.0,0.21187914554790716,0.6659058860077082,0.07062638184930238,9.282324471622598,0.1715212130625915,10.47288347993941,11.23968419716041,1.1199326264675091,0.10089483121328913,0.3127739767611962,0.030268449363986726,0.0,0.0,0.07062638184930238,0.0,0.0,0.0,0.2643444577788175,0.0,50.951889762711,dolci,0.010089483121328912,,0.003026844936398673,,,3.228634598825252,0.20885230061150847,36.624823730423934,,,36.624823730423934,,,11.59281610640692,0.0006053689872797344,100.0,1.2914538395301007,0.4237582910958143,7.3,7.365322678570106,0.00039348984173182764,22.055610103225003,0.12107379745594693,9.08053480919602e-05,,,2.5223707803322283e-05,0.0,,50.951889762711
gorgonzola,51.07426148053107,0.0,0.5931853203447506,2.0409596615251586,0.0,5.6704495029566,0.7439951475510432,2.945818624762915,6.394336673546804,0.4524294816188776,0.28151167745174616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4031649380648221,0.0,1.0053988480419502,formaggi e latticini,0.07037791936293654,4.846022447562201,0.0003016196544125851,0.0,0.0,0.0,0.3277600244616758,27.246308781936854,4.735428574277586,8.053244772816022,27.246308781936854,7.319303613745397,3.1569523828517236,7.138331821097848,0.0009048589632377554,100.0,0.7339411590706237,0.11159927213265647,19.1,19.20311799760125,0.00018097179264755104,13.170724909349547,0.6032393088251702,1.0053988480419504e-05,3.740083714716056,5.579963606632824,0.0002885494693880397,0.0,0.0028251707629978803,1.0053988480419502
merluzzo nasello surgelatocotto,77.36340144666418,0.0,0.0,0.010073359563367731,0.0,0.14102703388714827,0.010073359563367731,0.0302200786901032,0.08058687650694188,0.0,0.0,0.0,0.0302200786901032,0.010073359563367731,0.04029343825347093,0.0,0.0,0.2417606295208256,0.0,0.03626409442812385,0.0,0.0,prodotti della pesca,0.0604401573802064,,0.0010073359563367733,0.0,0.0,0.0,0.2034818631800282,0.906602360703096,,,0.906602360703096,,,0.13095367432378052,0.002216139103940901,75.0,0.32234750602776746,0.33040619367846163,20.9,21.05332148743856,7.051351694357415e-05,0.17124711257725148,0.08058687650694188,5.0366797816838674e-05,,,,0.0,0.0021154055083072248,0.0
aperitivi vino,65.56556556556556,17.417417417417415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.017017017017018,bevande alcooliche,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,100.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,,17.017017017017018
canditi,17.51329758931107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06181163855050965,0.0,77.26454818813707,dolci,0.0,,0.0015452909637627414,,,4.6358728912882246,0.007211357830892794,0.0,,,0.0,,,0.0,0.0005150969879209137,100.0,0.0,,0.5,0.5150969879209139,4.120775903367311e-05,0.0,,5.150969879209138e-05,,,8.241551806734621e-06,0.0,,77.26454818813707
