name,acido aspartico | g,acido fitico | g,acido glutamico | g,acqua | g,alanina | g,alcol | g,amido | g,arginina | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,calcio | g,carboidrati disponibili | g,categoria,cistina | g,codice alimento,colesterolo | g,energia | kcal,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fosforo | g,glicina | g,isoleucina | g,istidina | g,leucina | g,lipidi | g,lisina | g,metionina | g,monoinsaturi totali | %,niacina | g,nome scientifico,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine | g,rapporto polinsaturi/saturi,riboflavina | g,saturi totali | %,serina | g,sodio | g,tiamina | g,tirosina | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,vitamina c | g,zuccheri solubili | g
"pollo, fuso con pelle crudo",1.7808950355435818,0.0,2.7215935419029456,75.27598090418414,1.1336623025356436,0.0,0.0,1.2482345565153097,0.0,0.01005019771751457,0.030150593152543714,0.9949695740339424,0.18090355891526225,0.6030118630508742,1.3668268895819815,0.7939656196836511,0.030150593152543714,0.0,0.02010039543502914,0.3819075132655537,0.030150593152543714,0.0,0.0,0.11055217489266027,0.008040158174011656,0.0,Carni Fresche,0.2271344684158293,106400,0.09447185854463697,125.62747146893213,0.7306493740633092,0.0007035138402260201,0.0,0.0,0.0,,0.9989896531209482,0.9306483086418492,0.5346705185717752,1.4834091831051506,5.728612698983307,1.6251169709221058,0.5396956174305324,1.61,,Gallus gallus,67.0,1.58,0.2894456942644197,0.8190911139774375,18.49236380022681,1.005019771751457,,1.61,0.8361764500972124,0.08743672014237677,,0.5939666851051111,0.8824073595977793,0.19396881594803125,0.9929595344904396,5.0250988587572846e-08,0.0,0.0
"tacchino, fesa cruda",2.4210436986062014,0.0,3.516873986680336,74.02363646131495,1.514529612036647,0.0,0.0,1.5385697646086574,0.0,0.030050190715012838,0.010016730238337613,0.21035133500508985,0.030050190715012838,0.13021749309838898,0.2504182559584403,0.19031787452841464,0.010016730238337613,0.0,0.0,0.07011711166836329,,0.0,0.0,0.030050190715012838,0.008013384190670091,0.0,Carni Fresche,0.2834734657449545,106850,0.05008365119168807,107.17901355021245,0.9716228331187484,0.000801338419067009,0.0,0.0,0.0,0.20033460476675227,1.031723214548774,1.2120243588388508,0.923542527974728,2.0053493937151905,1.2020076286005137,2.2577709957212977,0.6991677706359654,0.31,0.0067112092596862,Meleagris gallopavo,100.0,0.34,0.3826390951044968,0.8944940102835488,24.040152572010268,0.9015057214503852,0.00020033460476675226,0.38,1.069786789454457,0.05208699723935559,0.00010016730238337613,0.8153618414006816,1.2040109746481809,0.28647848481645577,1.418369001748606,5.008365119168807e-08,0.0,0.0
maionese,,0.0,,16.390443261399245,,0.0,0.0,,0.0,0.0,0.0,5.660166406269872,0.15297747043972632,0.22946620565958945,14.99179210309318,44.669421368400094,5.660166406269872,0.07648873521986316,0.15297747043972632,0.0,0.0,0.0,0.15297747043972632,0.0,0.019668531913679097,2.294662056595895,Prodotti Vari,,502760,0.07648873521986316,715.7160224144337,,0.0005463481087133082,0.0,0.0,0.0,0.030595494087945263,,,,,76.48873521986314,,,14.14,5.463481087133082e-05,,100.0,46.06,,,4.69859373493445,7.211795035015668,4.370784869706466e-05,6.93,,,2.185392434853233e-05,,,,,9.178648226383578e-05,5.463481087133082e-05,2.294662056595895
zucchine crude,0.13471531378166446,,0.16227071887336852,95.5254043179075,0.08470735639301627,0.0,0.10205705589520034,0.09695420310044033,,,,,,,,,,,,,,,,,0.02143198173799207,1.4287987825328043,Verdure e Ortaggi,0.01224684670742404,5730,0.0,11.226276148472037,0.08266621527511228,0.0005102852794760017,,,1.2246846707424035,0.06633708633188021,0.07858393303930425,0.07246050968559224,0.029596546209608093,0.1326741726637604,0.10205705589520034,0.08470735639301627,0.02653483453275209,,0.0007143993912664022,Cucurbita pepo,88.0,,0.2694306275633289,0.060213662978168186,1.3267417266376045,,0.0001224684670742404,,0.060213662978168186,0.022452552296944067,8.164564471616027e-05,0.06531651577292821,0.06735765689083223,0.017349699502184058,0.08266621527511228,6.1234233537120184e-06,0.011226276148472035,1.3267417266376045
trota,1.2754306010865948,0.0,1.9641429288308998,81.29229088477504,0.9260252266004809,0.0,0.0,0.8391788040403487,0.0,0.13127947596299075,0.0,0.35344474297728273,0.2524605306980591,0.22216526701429204,0.525117903851963,0.3736415854331275,0.10098421227922366,0.0,0.0,0.05049210613961183,0.1514763184188355,0.0,0.0,0.5049210613961183,0.014137789719091312,0.0,Prodotti della pesca,0.15046647629604326,124000,0.05554131675357301,86.84642256013235,0.5533934832901457,0.002019684245584473,0.0,0.0,0.0,0.22216526701429204,0.8624051728645699,0.6725548537796295,0.4513994288881298,1.038117702230419,3.0295263683767093,1.3228931808578301,0.3877793751522188,0.77,0.003029526368376709,Salmo trutta,55.0,1.17,0.46957658709839,0.5624820623952759,14.844679205045875,1.7167316087468016,6.0590527367534205e-05,0.7,0.5776296942371594,0.04039368491168946,8.078736982337892e-05,0.4513994288881298,0.6483186428326159,0.16359442389234233,0.7917162242691135,5.0492106139611816e-08,5.0492106139611826e-05,0.0
farina d'avena,0.8863928553446155,,2.40605400837358,8.224263606290247,0.5181286071962856,0.0,54.09737838804253,0.725562811488273,,,,,,,,,,,,,,,,,0.07310456538924665,66.06825097053165,Cereali e Derivati,0.31069440290429823,200,0.0,351.81572093574954,0.5756984524403174,0.003837989682935449,,,6.944933711978432,0.31252201703902943,0.5409737838804252,0.4377135852681143,0.24215887285187954,0.8407025019763364,6.48803017829564,0.4258340933923617,0.1955547124162348,,0.0021931369616773988,Avena sativa,100.0,,0.3381086149252657,0.5985436291244569,11.513969048806345,,0.00015534720145214909,,0.5409737838804252,0.03015563322306424,0.0004751796750301033,0.3801437400240826,0.3801437400240826,0.16905430746263286,0.5875779443160699,0.0,,6.579410885032197
"uova di oca, intero",,0.0,,70.29367932749622,,0.0,0.0,,0.0,0.050425881870513785,0.0,2.8742752666192866,0.3933218785900077,0.7059623461871931,5.395569360144976,0.6857919934389877,0.5546847005756518,0.0,0.0,0.2823849384748773,0.0,0.0,0.0,0.0,0.05244291714533435,1.0085176374102758,Uova,,185010,,190.60983347054216,,0.002622145857266717,0.0,0.0,0.0,0.2017035274820552,,,,,14.522653978707972,,,5.74,0.00010085176374102759,,87.0,1.51,,,13.917543396261806,0.4034070549641103,0.00030255529122308274,3.6,,,0.00010085176374102759,,,,,0.000332810820345391,0.0,1.0085176374102758
"maiale, pesante, spalla",,0.0,,71.28662852879162,,0.0,0.0,,0.060583536993307326,0.11106981782106344,0.0,1.7872143413025663,0.16155609864881956,1.0097256165551225,3.3219972784663523,1.3429350700183127,0.10097256165551223,0.0,0.090875305489961,0.181750610979922,0.020194512331102445,0.0,0.0,0.0,0.006058353699330735,0.0,Carni Fresche,,105800,0.08380722617407516,157.51719618259906,,0.0012116707398661464,0.0,0.0,0.0,0.15145884248326832,,,,,8.98655798734059,,,3.54,0.0030291768496653673,Sus scrofa domestica,94.0,1.63,0.22213963564212688,,19.184786714547318,0.5048628082775611,0.0003433067096287416,2.97,,0.07370997000852393,0.0002625286603043318,,,,,6.0583536993307335e-06,0.0,0.0
mozzarella di vacca,1.1639050396597357,0.0,3.036274016503657,59.51097072347168,0.5364084095823128,0.0,0.0,0.5566502363590038,,,,,,,,,,,,,,,,,0.3542319685920934,0.7084639371841867,Formaggi e latticini,0.14169278743683736,164820,0.04655620158638942,256.0591087251417,0.829914897844333,0.000404836535533821,0.0,0.0,0.0,0.3542319685920934,0.3339901418154023,0.4858038426405851,0.4655620158638941,1.4169278743683735,19.735781107273773,1.214509606601463,0.576892063135695,,0.000404836535533821,,100.0,,0.1467532441310101,1.6699507090770116,18.926108036206127,,0.00027326466148532914,,0.9108822049510972,0.20241826776691046,3.0362740165036573e-05,0.8906403781744062,0.5465293229706583,0.18217644099021946,0.6376175434657679,0.00022164800320476695,0.0,0.7084639371841867
"arachidi, tostate",3.605125299333477,1.640447807512556,5.757971804369071,2.219429386634635,1.2187562240519758,0.0,4.72834956283031,3.551087018615416,0.0,0.2219429386634635,0.0,4.882744650596197,0.0,1.2351607021271014,21.74075829603406,13.258678161895606,0.43423618434155903,0.5403828071806068,0.5017840352391351,0.0,0.0,0.0,0.0,0.0,0.06175803510635506,8.202239037562784,Frutta,0.3763380264293512,8500,0.0,577.0516405250053,1.5420209390618032,0.003377392544878793,9.543546362528932,0.993918377492902,10.518165354051098,0.27308631148591384,1.7909830180842972,1.0479566582109625,0.7449562984704079,2.018715772538981,48.248464926839894,1.1097146933173176,0.3222997457112905,23.05,0.01350957017951517,Arachis hypogaea,65.0,14.19,0.6561791230050227,1.4262246232373872,27.984109657567142,1.929938597073596,7.719754388294384e-05,7.13,1.3779761583105474,0.005789815791220787,0.00015439508776588767,1.3017435837261404,0.8530328599065294,0.30686023693470177,1.3548168951456645,0.0,0.0,2.9914048254640733
"gamberi, sgusciati, surgelati",,0.0,,79.31142055187883,,0.0,0.0,,0.0,0.048837081620615036,0.0,0.15627866118596812,0.03906966529649203,0.048837081620615036,0.18558091015833714,0.01953483264824601,0.009767416324123007,0.048837081620615036,0.009767416324123007,0.0,0.15627866118596812,0.0,0.029302248972369018,0.17581349383421413,0.1250229289487745,2.8325507339956717,Prodotti della pesca,,128110,0.1465112448618451,83.02303875504556,,0.0025395282442719825,0.0,0.0,0.0,0.1465112448618451,,,,,0.8790674691710708,,,0.27,0.0004883708162061504,Crangon vulgaris,100.0,0.37,0.07325562243092255,,16.116236934802963,1.367438285377221,1.9534832648246016e-05,0.27,,0.3662781121546128,4.883708162061505e-05,,,,,4.8837081620615044e-08,4.883708162061505e-05,2.8325507339956717
bresaola,3.036484104031492,0.0,4.715056640996949,61.86385271371462,1.9095309204299908,0.0,0.0,2.111619505961458,0.0,0.030931926356857306,0.010310642118952437,0.4330469689960023,0.08248513695161948,0.2886979793306682,0.8145407273972425,0.12372770542742922,0.05155321059476218,0.0,0.02062128423790487,0.04124256847580974,0.10310642118952436,0.0,0.11341706330847677,0.010310642118952437,0.007217449483266704,0.0,Carni Trasformate e Conservate,0.3784005657655544,110020,0.06908130219698133,155.69069599618174,1.371315401820674,0.002474554108548584,0.0,0.0,0.0,0.17321878759840093,1.413589034508379,1.6579512527275515,1.3486319891589786,2.7333512257342907,2.6807669509276333,3.0199870766411694,0.9743556802410052,1.08,0.002474554108548584,,100.0,0.39,0.520687427007098,1.218717898460178,32.9940547806478,0.5155321059476218,0.00023714476873590605,0.75,1.336259218616236,1.646609546396704,0.00012372770542742924,1.1599472383821492,1.5764971799878271,0.33509586886595416,1.739405325467276,,0.0,0.0
cozza o mitilo,,0.0,,81.2788937928695,,0.0,2.771996377832333,,0.0,0.04949993531843454,0.0,0.2870996248469203,0.15839979301899051,0.17819976714636432,0.15839979301899051,0.04949993531843454,0.03959994825474763,0.0,0.17819976714636432,0.10889985770055598,0.2672996507195465,0.0,0.1286998318279298,0.10889985770055598,0.08711988616044478,3.365995601653548,Prodotti della pesca,,127120,0.11978984347061156,83.15989133497001,,0.005741992496938405,0.0,0.0,0.0,0.23363969470301105,,,,,2.6729965071954647,,,0.63,0.0015839979301899053,Mytilus edulis,32.0,0.58,0.31679958603798103,,11.582984864513678,1.0889985770055601,0.00015839979301899052,0.52,,0.2870996248469203,0.00011879984476424288,,,,,5.345993014390929e-05,4.949993531843454e-05,0.2969996119106072
spigola,,0.0,,80.43722416841273,,0.0,0.0,,0.0,0.030545781329776988,0.0,0.2545481777481416,0.061091562659553976,0.07127348976947964,0.21382046930843887,0.010181927109925664,0.010181927109925664,0.0,0.020363854219851325,0.04072770843970265,0.09163734398933096,0.0,0.010181927109925664,0.20363854219851324,0.020363854219851325,0.6109156265955397,Prodotti della pesca,,123200,0.04887325012764318,83.49180230139042,,0.004174590115069521,0.0,0.0,0.0,0.2056749276204984,,,,,1.5272890664888492,,,0.3,,Morone labrax,54.0,0.4,0.31258516227471783,,16.800179731377348,1.1200119820918228,0.0001629108337588106,0.35,,,0.00011200119820918228,,,,,1.527289066488849e-05,5.090963554962831e-05,0.6109156265955397
"latte di vacca, condensato zuccherato",,0.0,,26.03500977870055,,0.0,0.0,,0.2652623637829868,0.8350852193168102,0.1080698519115872,1.9354328024166068,0.19649063983924944,0.8350852193168102,2.0631517183121195,0.1080698519115872,0.11789438390354967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28785878736450043,55.50860575458797,Latte e Yogurt,,135510,0.033403408772672415,322.24464933636915,,0.00019649063983924944,0.0,0.0,0.0,0.2308765018111181,,,,,8.842078792766225,,,2.55,0.00019649063983924944,,100.0,0.23,0.3831567476865364,,8.54734283300735,0.0,0.00042245487565438635,4.79,,0.12771891589551215,8.842078792766224e-05,,,,,9.726286672042848e-05,0.0029473595975887416,55.50860575458797
avocado,,0.0515010899072655,,65.92139508129983,,0.0,0.0515010899072655,,0.0,0.0,0.0,2.5544540594003693,0.7725163486089824,0.0,18.097482993413102,1.3699289915332622,0.09270196183307787,0.0,0.0,0.0206004359629062,0.0,0.0,0.0,0.0,0.013390283375889031,1.854039236661558,Frutta,,7490,0.0,237.93503537156658,,0.0006180130788871859,,,3.3990719338795223,0.04532095911839363,,,,,23.69050135734213,,,18.33,0.001133023977959841,Persea gratissima,76.0,1.45,0.4635098091653895,,4.532095911839364,0.6180130788871859,0.0001236026157774372,2.48,,0.00206004359629062,9.270196183307788e-05,,,,,1.4420305174034342e-05,0.01854039236661558,1.854039236661558
"yogurt da latte, parzialmente scremato",,0.0,,90.52304940094031,,0.0,0.0,,0.05085564573086535,0.1627380663387691,0.0,0.4577008115777882,0.030513387438519213,0.15256693719259606,0.35598952011605745,0.040684516584692285,0.010171129146173071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12205354975407685,3.8650290755457664,Latte e Yogurt,,151000,0.008136903316938456,43.735855328544204,,0.0001017112914617307,0.0,0.0,0.0,0.09560861397402684,,,,,1.7290919548494217,,,0.38,0.0001017112914617307,,100.0,0.05,0.15154982427797872,,3.458183909698844,0.10171129146173068,0.00018308032463111522,0.95,,0.045770081157778815,4.068451658469229e-05,,,,,2.1359371206963446e-05,0.001017112914617307,3.8650290755457664
olio di soia,0.0,0.0,0.0,0.05001560484370343,0.0,0.0,0.0,0.0,0.0,0.15004681453111027,0.0,9.793055428397132,0.3000936290622205,3.681148516496573,22.26694727641677,51.376029295452156,7.60237193624292,0.40012483874962745,0.20006241937481373,0.0,0.0,0.0,0.0,0.0,5.001560484370343e-05,0.0,Olii e Grassi,0.0,9700,0.0,899.2805750897876,0.0,0.00010003120968740686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.93117847771946,0.0,0.0,22.76,0.0,Glicine max,100.0,58.96,5.001560484370343e-05,0.0,0.0,4.2013108068710885,0.0,14.02,0.0,5.001560484370343e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bovino adulto o vitellone - girello - [tessuto muscolare privato del grasso visibile],2.074482079053129,0.0,3.6469113800198283,75.20750615734723,1.3153782785864467,0.0,0.0,1.2832469007889151,0.0,0.060246333370371614,0.04016422224691441,0.4920117225247014,0.07028738893210022,0.3413958890987725,0.7028738893210021,0.26106744460494363,0.05020527780864301,0.0,0.0,0.08032844449382882,0.060246333370371614,0.0,0.07028738893210022,0.030123166685185807,0.00401642222469144,0.0,Carni Fresche,0.23295248903210355,101180,,110.45161117901465,0.8725677283142155,0.0014057477786420045,0.0,0.0,0.0,0.17571847233025056,1.0633477839870589,0.9237771116790314,0.8253747671740912,1.8395213789086797,2.811495557284009,1.9459565678630029,0.6135084948216175,0.91,0.0043176538915432995,Bos taurus,100.0,0.56,0.34541231132346395,0.8785923616512527,21.387448346481925,0.6024633337037161,0.00017069794454938622,0.93,0.8745759394265612,0.04217243335926013,0.00010041055561728602,0.7570955893543366,0.8725677283142155,0.2399812279253136,1.0332246173018729,5.020527780864301e-08,0.0,0.0
"maiale, leggero, bistecca, cotta [saltata in padella senza aggiunta di grassi e di sale]",3.1379606141979046,0.0,4.671984627725714,54.30890827284718,1.8602827535251383,0.0,0.0,1.8420446873141076,,,,,,,,,,,,,,,,,0.009119033105515385,0.0,Carni Fresche,0.40833003794696665,105236,0.090177105154541,250.2667974513666,1.1824346260151612,0.0012158710807353846,0.0,0.0,0.0,0.2634387341593333,1.5309843358259716,1.5765795013535484,1.0638871956434612,2.4124908693591256,14.286485198640769,2.594871531469433,0.8176733017945461,,0.0047621617328802565,Sus scrofa domestica,75.0,,0.4255548782573845,1.3445507701132124,30.49809960844589,,0.0005066129503064102,,1.2837572160764434,0.0851109756514769,0.0006079355403676923,1.0243713855195615,1.347590447815051,0.32017938459365125,1.7407220972528252,5.066129503064101e-08,0.0,0.0
