name,acqua | g,calorie | kcal,fibra alimentare | g,proteine totali | g,proteine animali | g,proteine vegetali | g,glucidi disponibili | g,glucidi solubili | g,amido | g,lipidi totali | g,lipidi animali | g,lipidi vegetali | g,lipidi saturi totali | g,acido oleico | g,monoinsaturi totali | g,acido linoleico | g,acido linolenico | g,altri polinsaturi | g,polinsaturi totali | g,colesterolo | g,alcool | g,ferro | g,calcio | g,sodio | g,potassio | g,fosforo | g,zinco | g,tiamina (vitamina b1) | g,riboflavina | g,niacina (vitamina pp) | g,vitamina c | g,acido folico | g,retinolo (equivalente) | g,retinolo | g,carotene | g,vitamina d | g,vitamina e | g
olio di cocco,0.0,899.8935943391788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99929930420907,0.0,99.99929930420907,86.8862780741276,6.256212418932001,6.256212418932001,1.601590379246592,1.601590379246592,0.0,3.203180758493184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007006957909203839
melanzane sott'olio,89.567452534779,49.25707266222415,2.513115952154293,1.1057710189478889,0.0,1.1057710189478889,2.513115952154293,2.513115952154293,0.0,4.0209855234468685,0.0,4.0209855234468685,0.4624133351963899,1.296767831311615,1.3168727589288496,1.9903878341062,1.9903878341062,0.0,3.980775668212401,0.0,0.0,0.00030157391425851516,0.013068202951202323,0.02513115952154293,0.17792860941252392,0.03216788418757495,0.00020104927617234342,5.0262319043085856e-05,5.0262319043085856e-05,0.0006031478285170303,0.011057710189478888,0.01708918847464919,0.0,0.0,0.0,0.0,0.0019602304426803484
"gelatina alimentare, secca",10.12204145380857,358.32026746482336,0.0,89.37762603712967,89.37762603712967,0.0,0.0,0.0,0.0,0.10122041453808572,0.10122041453808572,0.0,0.04048816581523428,0.04048816581523428,0.050610207269042855,0.0,0.0,0.0,0.0,0.0,0.0,0.0021256287052998,0.25305103634521425,0.10122041453808572,0.01012204145380857,0.03239053265218742,0.00020244082907617142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"succo di pomodoro, conservato",95.03408410597494,14.1841916576082,0.6078939281832085,0.8105252375776115,0.0,0.8105252375776115,3.039469640916043,3.039469640916043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040526261878880577,0.010131565469720143,0.2330260058035633,0.2330260058035633,0.01924997439246827,0.00010131565469720144,2.026313093944029e-05,2.026313093944029e-05,0.00070920958288041,0.0,0.010131565469720143,3.3768507710577226e-05,0.0,0.00020263130939440283,0.0,0.0010232881124417343
mandarini [citrus nobilis],79.60558814799144,70.41280524146663,1.6625245682012952,0.8801600655183329,0.0,0.8801600655183329,17.212019059025174,17.212019059025174,0.0,0.2933866885061109,0.0,0.2933866885061109,0.03911822513414813,0.048897781417685166,0.05867733770122219,0.048897781417685166,0.048897781417685166,0.0,0.09779556283537033,0.0,0.0,0.00029338668850611093,0.031294580107318504,0.0009779556283537032,0.20537068195427768,0.01858115693872036,9.779556283537032e-05,7.823645026829625e-05,6.845689398475922e-05,0.00029338668850611093,0.04107413639085554,0.04791982578933146,1.760320131036666e-05,0.0,0.00010561920786219994,0.0,0.00023470935080488876
"prosciutto crudo, affumicato",55.784830473600515,221.91775626359333,0.0,29.113980867609033,29.113980867609033,0.0,0.0,0.0,0.0,11.706670628584051,11.706670628584051,0.0,3.8479317370476265,4.753926246564132,5.222193071707493,1.160487349268332,1.160487349268332,0.17305513103124248,2.4940298295679058,0.06718610969448237,0.0,0.0022395369898160792,0.0234133412571681,2.7821157241669745,0.3797033169097261,0.19341455821138864,0.005293451066838006,0.0005904233882242392,0.0002544928397518272,0.006616813833547507,0.0,0.0010179713590073088,0.0,0.0,0.0,9.161742231065777e-07,0.00011197684949080395
piselli in scatola,76.25120961006036,53.17518564912103,9.732062279178756,5.819171259715133,0.0,5.819171259715133,6.82247664932119,2.0066107792121146,4.815865870109075,0.802644311684846,0.0,0.802644311684846,0.2909585629857566,0.2407932935054537,0.2407932935054537,0.08026443116848457,0.08026443116848457,0.0,0.16052886233696914,0.0,0.0,0.0017056191623302974,0.03009916168818172,0.3070114492194535,0.12842308986957535,0.07324129344124218,0.0011036359285666632,0.00013042970064878746,0.00010033053896060573,0.0021069413181727206,0.00802644311684846,0.020066107792121143,5.0165269480302864e-05,0.0,0.00030099161688181713,0.0,0.00022072718571333261
patate novelle [solanum tuberosum],80.60176351540997,65.93795061700204,1.3778079233403413,1.968297033343345,0.0,1.968297033343345,15.549546563412425,0.1968297033343345,15.35271686007809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005904891100030034,0.009841485166716724,0.022635415883448463,0.3611825056185037,0.05314401990027031,0.0004920742583358362,0.00011809782200060069,2.9524455500150172e-05,0.002361956440012013,0.027556158466806827,0.02460371291679181,0.0,0.0,0.0,0.0,5.9048911000300344e-05
robiola,51.98285535263809,314.95494713657195,0.0,19.264234630683532,19.264234630683532,0.0,0.0,0.0,0.0,26.3991363457515,26.3991363457515,0.0,16.379695794448907,7.2164434489544655,8.541496624609946,0.5402139869980037,0.5402139869980037,0.0,1.0804279739960074,0.09173445062230252,0.0,0.0007134901715067973,0.7175672582011219,1.1313915576750644,0.09785008066378936,0.381207605919346,0.0041790138616826684,5.096358367905696e-05,0.0002446252016594734,0.0008154173388649112,0.0,0.019366161798041643,0.0002981369645224832,0.0002802997102348132,0.00010702352572601961,1.7327618450879366e-07,0.0002446252016594734
brandy,67.99864002719946,223.9955200895982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.999360012799745,0.0,0.0009999800003999918,0.0,0.0,0.0009999800003999918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"piselli, secchi",12.099445528947742,284.8023332198468,14.612407292652273,20.19676676755123,0.0,20.19676676755123,49.886944642430684,2.699107079534496,47.187837562896185,1.8614531582996523,0.0,1.8614531582996523,0.6887376685708715,0.5398214159068991,0.5863577448643905,0.15822351845547047,0.15822351845547047,0.0,0.3164470369109409,0.0,0.0,0.004188269606174218,0.04467487579919166,0.035367610007693395,0.921419313358328,0.2978325053279444,0.0024198891057895487,0.0005398214159068992,0.00013960898687247393,0.002047598474129618,0.0037229063165993047,0.030713977111944263,9.307265791498263e-06,0.0,5.5843594748989573e-05,0.0,0.0
cefalo muggine [mugil cephalus],75.38133987184914,130.42820386546106,0.0,16.22650095334082,16.22650095334082,0.0,0.7188956118568718,0.7188956118568718,0.0,6.983557372323897,6.983557372323897,0.0,1.8280488415789031,0.8421348596037641,1.6123801580218406,0.4005275551774001,0.4005275551774001,1.7150795311442515,2.516134641499052,0.06264661760467026,0.0,0.0018485887162033848,0.026701837011826667,0.06675459252956667,0.35944780592843606,0.22593862086930255,0.0004107974924896411,6.161962387344617e-05,0.00010269937312241028,0.007497054237935948,0.0,0.0,1.7458893430809743e-05,1.7458893430809743e-05,0.0,8.21594984979282e-07,0.0010269937312241027
wurstel di tacchino,66.43719878287584,214.49724178471345,0.0,13.57217060850178,13.57217060850178,0.0,1.4236542596330537,1.4236542596330537,0.0,16.799120263670034,16.799120263670034,0.0,5.5902157261591245,5.030245050703456,5.29599384583496,4.403837176464912,4.403837176464912,0.0,8.807674352929824,0.1015540038538245,0.0,0.001708385111559665,0.10060490101406913,1.3534206494911565,0.16988940831621108,0.12717978052721948,0.002942218803241645,3.7964113590214774e-05,0.0001708385111559664,0.0038913216429970134,0.0,0.007592822718042953,0.0,0.0,0.0,1.898205679510738e-07,0.0005884437606483287
"vitello, carne semigrassa",71.57009907523344,147.01988968378913,0.0,20.72572055958972,20.72572055958972,0.0,0.0,0.0,0.0,7.146800192961972,7.146800192961972,0.0,2.57284806946631,2.470750923852568,2.8587200771847887,0.704470304734823,0.704470304734823,0.29608172227985313,1.7050223317494992,0.06330023028052033,0.0,0.0008167771649099396,0.009188743105236824,0.08474063085940625,0.2654525785957304,0.1735651475433622,0.0030629143684122737,6.125828736824548e-05,0.00014293600385923943,0.006023731591210806,0.0,0.014293600385923947,0.0,0.0,0.0,1.2251657473649095e-06,0.0001735651475433622
italico (tipo bel paese),40.34032163886407,387.8478224404926,0.0,26.340467085530783,26.340467085530783,0.0,0.10370262632098733,0.10370262632098733,0.0,31.318193148938175,31.318193148938175,0.0,15.21317528128884,8.1821372167259,8.876944813076515,0.2696268284345671,0.2696268284345671,0.0,0.5392536568691342,0.0933323636888886,0.0,0.0006222157579259237,0.6263638629787635,0.6533265458222202,0.11510991521629592,0.4977726063407391,0.0025925656580246827,7.259183842469112e-05,0.00031110787896296185,0.00031110787896296185,0.0,0.0,0.00025718251327604857,0.00022503469911654248,0.00019288688495703644,2.4888630317036954e-07,0.0007259183842469112
"salsiccia di suino, fresca",54.804280214284745,310.8302459914657,0.0,15.74600588246241,15.74600588246241,0.0,0.6134807486673665,0.6134807486673665,0.0,27.29989331569781,27.29989331569781,0.0,12.494557914525366,7.525363850319695,8.476259010754111,4.958969385061212,4.958969385061212,0.0,9.917938770122424,0.06339301069562787,0.0,0.0028629101604477104,0.020449358288912214,1.124714705890172,0.20449358288912214,0.1768869491990907,0.0012269614973347328,0.00034763909091150766,3.067403743336833e-05,0.004089871657782443,0.0,0.0010224679144456108,0.0,0.0,0.0,0.0,0.00024539229946694656
"soia [glycine max], semi",8.359592123501821,391.42560766514407,11.703428972902547,36.29046463026084,0.0,36.29046463026084,22.915117232657927,10.818295689237651,12.096821543420287,17.80101381592741,0.0,17.80101381592741,2.4980428227876033,3.9634301479661582,4.051943476332648,9.146377264537287,9.146377264537287,0.0,18.29275452907457,0.0,0.0,0.00678602184143089,0.2527547265576433,0.003933925705177328,1.7112576817521374,0.5812375229399501,0.004228970133065627,0.0009736466120313887,0.0005114103416730526,0.0024587035657358297,0.0,0.3638881277289028,1.966962852588664e-06,0.0,1.1801777115531985e-05,0.0,0.002852096136253562
merendine con marmellata,18.83190501538894,343.18040104185934,0.9559342647405554,5.257638456073055,3.6325502060141104,1.6250882500589443,66.72421167889077,44.45094331043583,22.273268368454943,7.93425439734661,7.551880691450387,0.38237370589622216,2.342038948614361,2.820006080984639,3.1067863604068053,1.0132903206249888,1.0132903206249888,0.05735605588443333,2.083936697134411,0.17971564177122445,0.0,0.0007647474117924442,0.010515276912146107,0.1242714544162722,0.09368155794457443,0.05257638456073055,0.0006691539853183889,6.691539853183888e-05,0.00016250882500589442,0.0002867802794221666,0.0,0.01242714544162722,7.535629808949798e-05,7.07391355908011e-05,2.7722093677476112e-05,4.779671323702777e-07,0.0006978320132606054
gouda fresco,45.23750812525019,353.67506352468337,0.0,23.646879247289878,23.646879247289878,0.0,0.0,0.0,0.0,28.787505170613766,28.787505170613766,0.0,18.475409568426045,6.703376204014348,8.132470210698388,0.27759379985948984,0.27759379985948984,0.0,0.5551875997189797,0.10281251846647774,0.0,0.0005140625923323887,0.5757501034122753,1.2851564808309714,0.10281251846647774,0.3598438146326721,0.0018506253323965992,3.084375553994332e-05,0.00020562503693295547,0.00010281251846647774,0.0010281251846647774,0.0,0.00037012506647931984,0.0003392813109393765,0.00018506253323965992,2.2618754062625104e-07,0.0004935000886390932
ricotta magra tipo tedesco,81.6571168421532,72.58410385969175,0.0,13.609519473692202,13.609519473692202,0.0,4.1332614697880015,4.1332614697880015,0.0,0.201622510721366,0.201622510721366,0.0,0.12097350643281958,0.050405627680341486,0.06048675321640979,0.0,0.0,0.0,0.0,0.032259601715418564,0.0,0.00040324502144273197,0.09274635493182834,0.0403245021442732,0.09577069259264884,0.16129800857709278,0.0006048675321640979,4.0324502144273206e-05,0.00030243376608204894,0.00020162251072136598,0.0010081125536068301,0.006048675321640979,2.187604241326821e-06,2.0162251072136602e-06,1.0081125536068301e-06,3.0243376608204896e-08,3.02433766082049e-05
"bovino, lessato in gelatina, in scatola",80.9236108770757,89.11840691526058,0.0,14.23845811634623,14.23845811634623,0.0,0.0,0.0,0.0,3.5852232667058863,3.5852232667058863,0.0,1.516037267064203,1.4853067819210095,1.7516376531620186,0.07170446533411771,0.07170446533411771,0.030730485143193306,0.17413941581142875,0.06658271781025217,0.0,0.0017413941581142873,0.020486990095462204,0.9731320295344548,0.14340893066823546,0.10243495047731102,0.005736357226729418,0.00015365242571596652,0.00018438291085915985,0.004814442672433619,0.0,0.0,0.0,0.0,0.0,0.0,0.000798992613723026
asparagi di serra,91.45383040849406,23.85752097612888,2.087533085411277,2.9821901220161102,0.0,2.9821901220161102,2.9821901220161102,2.9821901220161102,0.0,0.09940633740053703,0.0,0.09940633740053703,0.019881267480107403,0.0,0.0,0.039762534960214806,0.039762534960214806,0.0,0.07952506992042961,0.0,0.0,0.00099406337400537,0.023857520976128883,0.00198812674801074,0.2763496179734929,0.06461411931034906,0.000795250699204296,0.0002683971109814499,0.0002485158435013425,0.0008946570366048332,0.023857520976128883,0.0,1.292282386206981e-05,0.0,7.753694317241887e-05,0.0,0.0011531135138462293
salame felino,36.025480658717726,383.7941831539531,0.0,31.215260229854852,31.215260229854852,0.0,0.5117255775386041,0.5117255775386041,0.0,28.55428722665411,28.55428722665411,0.0,9.733020484784252,11.524060006169364,12.158599722317236,3.571844531219457,3.571844531219457,0.4810220428862879,7.6247111053252015,0.0972278597323348,0.0,0.002149247425662138,0.02046902310154416,2.5606747900031754,0.7327910270352811,0.3643486112074862,0.006550087392494133,0.00034797339272625084,0.00026609730032007417,0.002558627887693021,0.0,0.003070353465231625,0.0,0.0,0.0,0.0,0.00028656632342161835
agretti [lepidum sativum],92.6573962556895,17.06582596258637,2.3089058655263908,1.8069698078032628,0.0,1.8069698078032628,2.2085186539817663,2.2085186539817663,0.0,0.20077442308925145,0.0,0.20077442308925145,0.010038721154462572,0.020077442308925143,0.07027104808123799,0.04015488461785029,0.04015488461785029,0.0,0.08030976923570057,0.0,0.0,0.0012046465385355087,0.13150724712345968,0.0140542096162476,0.6083465019604318,0.034131651925172736,0.00020077442308925143,3.0116163463387714e-05,0.00019073570193478884,0.0008030976923570057,0.024092930770710168,0.0,0.0003935178692549328,0.0,0.002361107215529597,0.0,0.00070271048081238
fichi [ficus carica],84.82740213025531,48.679949940439556,2.0714872315080664,0.93216925417863,0.0,0.93216925417863,11.600328496445169,11.600328496445169,0.0,0.20714872315080665,0.0,0.20714872315080665,0.04142974463016133,0.04142974463016133,0.04142974463016133,0.10357436157540333,0.10357436157540333,0.0,0.20714872315080665,0.0,0.0,0.0005178718078770166,0.04453697547742344,0.0020714872315080665,0.27965077625358903,0.02589359039385083,0.00020714872315080664,3.1072308472621e-05,4.1429744630161336e-05,0.00041429744630161334,0.007250205310278231,0.0,1.5536154236310496e-05,0.0,9.321692541786297e-05,0.0,0.0007975225841306058
spigola [morone labrax],80.48000721263863,83.53621001818186,0.0,16.809115430487815,16.809115430487815,0.0,0.6112405611086478,0.6112405611086478,0.0,1.5281014027716195,1.5281014027716195,0.0,0.2444962244434591,0.2444962244434591,0.3667443366651887,0.0,0.0,0.3056202805543239,0.3056202805543239,0.06519899318492244,0.0,0.0011206076953658543,0.02037468537028826,0.0702926645274945,0.2607959727396897,0.20578432223991144,0.00030562028055432385,0.00011206076953658542,0.0001629974829623061,0.003056202805543239,0.0,0.00916860841662972,1.5281014027716192e-05,1.5281014027716192e-05,0.0,0.0,0.0005093671342572065
"tortellini, secchi",11.92665941305212,377.19272452660766,1.9392942135044096,15.223459576009615,11.247906438325577,3.97555313768404,59.14847351188449,2.6180471882309533,56.530426323653536,10.472188752923813,10.08432991022293,0.387858842700882,4.693091996680671,3.3743719314976723,3.723444889928466,0.9502541646171608,0.9502541646171608,0.048482355337610236,1.948990684571932,0.26277436592984754,0.0,0.002424117766880512,0.21720095191249386,0.39270707823464296,0.2821673080648916,0.3510122526442981,0.0034907295843079372,0.0003102870741607056,0.0002133223634854851,0.002715011898906173,0.0,0.03684659005658378,0.00015465871352697666,0.0001425381246925741,7.272353300641536e-05,1.0472188752923812e-06,0.0008338965118068961
pane di grano duro,29.92233801952539,236.4829940252813,9.459319761011253,9.748890774103435,0.0,9.748890774103435,47.39312247608699,2.4130917757681765,44.98003070031882,2.2200444337067227,0.0,2.2200444337067227,0.39574705122598103,0.2895710130921812,0.2992233801952539,0.8204512037611802,0.8204512037611802,0.0,1.6409024075223604,0.0,0.0,0.002702662788860358,0.022200444337067228,0.6177514945966532,0.324319534663243,0.24806583454896855,0.0030887574729832664,0.00032818048150447206,0.00011582840523687249,0.004247041525351992,0.0,0.032818048150447206,0.0,0.0,0.0,0.0,0.0007625370011427439
asparagi di bosco [asparagus officinalis],88.37471671598365,34.63734697714925,2.5730600611596586,4.552337031282471,0.0,4.552337031282471,3.9585539402456287,3.9585539402456287,0.0,0.19792769701228144,0.0,0.19792769701228144,0.04948192425307036,0.009896384850614072,0.009896384850614072,0.07917107880491257,0.07917107880491257,0.0,0.15834215760982515,0.0,0.0,0.001088602333567548,0.02474096212653518,0.004948192425307036,0.1959484200421586,0.08906746365552662,0.0008906746365552666,0.0001286530030579829,0.000425544548576405,0.0014844577275921107,0.02276168515641236,0.0,0.0001533939651845181,0.0,0.0009203637911071084,0.0,0.0014250794184884259
piselli in scatola sgocciolati,76.25120961006036,53.17518564912103,9.732062279178756,5.819171259715133,0.0,5.819171259715133,6.82247664932119,2.0066107792121146,4.815865870109075,0.802644311684846,0.0,0.802644311684846,0.2909585629857566,0.2407932935054537,0.2407932935054537,0.08026443116848457,0.08026443116848457,0.0,0.16052886233696914,0.0,0.0,0.0017056191623302974,0.03009916168818172,0.3070114492194535,0.12842308986957535,0.07324129344124218,0.0011036359285666632,0.00013042970064878746,0.00010033053896060573,0.0021069413181727206,0.00802644311684846,0.020066107792121143,5.0165269480302864e-05,0.0,0.00030099161688181713,0.0,0.00022072718571333261
"succo di barbabietola, fresco",94.01084752883769,14.031469780423537,1.9042708987717651,0.8017982731670592,0.0,0.8017982731670592,2.906518740230589,2.906518740230589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003006743524376472,0.014031469780423534,0.06013487048752944,0.21448103807218832,0.01503371762188236,0.0003006743524376472,2.004495682917648e-05,1.002247841458824e-05,0.0001002247841458824,0.0,0.07216184458503533,0.0,0.0,0.0,0.0,0.0
aragosta [palinurus elephas],80.59097017907085,88.74293771318943,0.0,16.716692918065913,16.716692918065913,0.0,0.0,0.0,0.0,1.9605997866867428,1.9605997866867428,0.0,0.309568387371591,0.26829260238871216,0.3611631186001895,0.0206378924914394,0.0206378924914394,0.7429641296918184,0.7842399146746972,0.16923071842980308,0.0,0.000825515699657576,0.0619136774743182,0.18264534854923867,0.1857410324229546,0.2889304948801516,0.005881799360060229,0.00015478419368579547,0.00018574103242295458,0.0020637892491439398,0.0020637892491439398,0.0,0.0,0.0,0.0,0.0,0.0015168850981207955
"fagioli, secchi",9.949809441621527,289.19539592002764,15.808108458651027,21.94537409553908,0.0,21.94537409553908,48.075247488956364,3.7195549314473015,44.35569255750906,2.3247218321545637,0.0,2.3247218321545637,0.4649443664309126,0.1766788592437468,0.1766788592437468,0.5393354650598586,0.5393354650598586,0.0,1.0786709301197173,0.0,0.0,0.0062302545101742286,0.12739475640207007,0.0037195549314473007,1.3436892189853378,0.4063613762606177,0.003161621691730205,0.0003719554931447301,0.00015808108458651032,0.002138744085582198,0.0027896661985854763,0.0,2.789666198585476e-06,0.0,1.6737997191512855e-05,0.0,0.0008647965215614977
aringa affumicata,64.57128207210377,200.4292595518101,0.0,20.559496211757843,20.559496211757843,0.0,0.0,0.0,0.0,13.12088451705149,13.12088451705149,0.0,2.6138454982787604,1.849321518545053,6.777401766288012,0.17563388723612233,0.17563388723612233,1.725344656966613,2.0766124314388583,0.08471752207860017,0.0,0.0014463967184151249,0.0681872738681416,0.9484229910750606,0.4618138093796864,0.2624176903410298,0.0014463967184151249,0.00013430826670997588,0.000289279343683025,0.00340936369340708,0.0,0.0,9.298264618382948e-06,9.298264618382948e-06,0.0,1.6530248210458567e-05,0.0010331405131536607
sogliola [solea solea],79.88717318484035,86.41882885404112,0.0,16.98230473992203,16.98230473992203,0.0,0.8038960823631732,0.8038960823631732,0.0,1.7082791750217432,1.7082791750217432,0.0,0.2210714226498726,0.16077921647263466,0.3316071339748089,0.0,0.0,0.8742369895699508,0.8742369895699508,0.05727759586837607,0.0,0.0008038960823631733,0.012058441235447595,0.12058441235447595,0.28136362882711063,0.19594967007602346,0.00040194804118158663,5.024350514769832e-05,5.024350514769832e-05,0.0017082791750217428,0.0,0.005024350514769832,0.0,0.0,0.0,0.0,0.00040194804118158663
