name,acidi eicosenoico | g,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,acido arachidico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido erucico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | g,altri acidi grassi polinsaturi | g,amido (mse) | g,arginina | g,biotina | g,calcio | g,carboidrati disponibili (mse) | g,carboidrati solubili (mse) | g,cistina | g,cloro | g,colesterolo | g,"energia, ric con fibra | kcal","energia, ricalcolata | kcal",fenilalanina | g,ferro | g,fibra alimentare totale | g,folati totali | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lisina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,niacina | g,parte edibile | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,rame | g,retinolo eq. (re) | g,retinolo | g,saccarosio (mse) | g,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",tirosina | g,treonina | g,triptofano | g,valina | g,"vitamina b1, tiamina | g",vitamina b12 | g,"vitamina b2, riboflavina | g",vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina e (ate) | g,vitamina k | g,zinco | g,zolfo | g,ß-carotene eq. | g
piselli surgelati,,0.11912014525351684,0.02978003631337921,0.14890018156689605,,,,,,,,,,0.02978003631337921,0.04963339385563202,,,0.11912014525351684,,,,,78.4207622918986,,0.0,0.0,3.375070782182977,,,0.032758039944717134,7.445009078344803,4.069938296161825,,,0.0,69.48675139788483,54.596733241195224,,0.0014890018156689608,7.7428094414785935,7.742809441478594e-05,0.08934010894013764,,,,,,,,,,0.0,0.39706715084505617,0.39706715084505617,,,,,,0.0020846025419365448,100.0,0.18860689665140168,,0.0,5.6582068995420505,5.6582068995420505,,4.963339385563201e-05,0.0,,,,0.002978003631337921,,,,,,0.00031765372067604487,,9.926678771126404e-05,9.926678771126404e-05,0.016875353910914888,0.0,0.00017868021788027525,,0.0008934010894013762,,0.00029780036313379216
mora di gelso   morus nigra,0.0,0.0,0.0,0.0,0.0,0.0,0.29936254573375976,0.0,0.0,0.0,0.0,0.19681274633015347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024860557431177283,0.0,88.04780756875289,0.06629481981647277,0.0,0.0,0.0,0.05593625422014889,1.9681274633015345e-06,0.037290836146765934,8.390438133022332,8.390438133022332,0.012430278715588642,0.004143426238529547,0.0,40.39840582566308,37.290836146765926,0.03832669270639831,0.001657370495411819,1.7609561513750576,3.418326646786876e-05,0.049721114862354567,4.454183206419264,0.0,0.051792827981619334,3.936254926603069,0.0,0.032111553348603994,0.023824700871544896,0.0,0.06836653293573754,0.0,0.051792827981619334,0.051792827981619334,0.051792827981619334,0.015537848394485803,0.0,0.0009322709036691484,0.004143426238529547,0.0004143426238529548,100.0,0.26932270550442056,0.040398405825663085,0.0,1.346613527522103,1.346613527522103,6.215139357794321e-05,5.1792827981619336e-08,0.0,0.051792827981619334,5.1792827981619336e-08,0.050756971421986964,0.0020717131192647736,0.0,0.04454183206419264,0.040398405825663085,0.016573704954118192,0.03832669270639831,5.1792827981619344e-05,0.0,4.1434262385295474e-05,6.215139357794321e-05,0.010358565596323869,0.0,0.0009011952068801763,8.079681165132617e-06,0.00020717131192647738,0.009322709036691482,5.1792827981619336e-08
bra,0.0,7.128412713357822,0.7772731222599633,13.663643307096196,0.0,0.0,2.021932845668352,0.0,0.0,0.0,0.0,6.981139911245407,0.7159094547131241,0.4500002286768208,0.32727289358314243,2.3931830343267286,0.4500002286768208,6.023866697514714,5.962503029967875,0.6443185092418117,0.00038863656112998166,2.5261376473448807,40.9091116978928,0.929659563334614,0.0,0.0,0.0,0.9818186807494272,1.8409100264051759e-06,0.7875004001844365,0.05113638962236601,0.05113638962236601,0.15238644107465069,1.6056826341422925,0.0920455013202588,335.454715922721,335.454715922721,1.5565917001048213,0.00040909111697892805,0.0,4.0909111697892795e-05,0.5420457299970797,0.0,0.0,0.5543184635064475,0.0,5.113638962236599e-06,1.5872735338782409,0.8089776838258302,0.05113638962236601,2.7378423003814762,23.318193667798894,23.318193667798894,0.0,2.416705773553017,0.03988638390544548,0.0,5.113638962236601e-05,0.9214777409950352,7.159094547131242e-05,100.0,0.09920459586739004,2.955683320172755,31.397743228132725,31.397743228132725,0.0,5.113638962236601e-05,0.000204545558489464,0.00017897736367828104,0.0,4.090911169789282e-06,1.546364422180348,0.917386829825246,2.07613741866806,1.6353417401232646,0.9859095919192165,0.3753410998281665,2.0117055677438787,3.06818337734196e-05,2.147728364139372e-06,0.0003579547273565621,9.20455013202588e-05,5.113638962236601e-05,1.943182805649908e-07,0.0004909093403747136,,0.002250001143384104,0.23522739226288364,0.00015340916886709798
fiocchi di crusca di grano,,0.2017910396130224,1.1146552664338378,0.4228002734749041,,,,,,,,,,1.0570006836872603,0.05765458274657782,,,0.2017910396130224,,,,,2.882729137328892,,0.0,0.0,48.71812242085827,,,0.048045485622148186,66.97540695727459,18.257284536416314,,,0.0,340.16203820480916,306.5301982693054,,0.03843638849771856,16.623738025263275,0.00024022742811074098,0.3555365936038967,,,,,,,,,,0.0,1.8257284536416312,1.8257284536416312,,,,,,0.015374555399087424,100.0,0.5188912447192006,,0.0,9.80127906691823,9.80127906691823,,0.0,0.0,,,,0.8744278383230972,,,,,,0.000960909712442964,,0.0014413645686644461,0.0017296374823973352,0.03363183993550374,0.0,0.0005765458274657782,,0.0018257284536416316,,0.0
wurstel,0.4507949638456879,10.829096798159748,4.437825977414216,6.952260109086832,0.2203886489912252,0.5910422859310129,1.262225898767926,0.0,0.0,0.0,0.0,2.063639167826927,0.0,3.5763067131757897,0.27047697830741274,0.3406006393500753,0.0,9.847365543562473,4.037119342884717,0.530936290751588,0.0007513249397428131,2.354151477860815,59.00405193446892,0.8925740284144619,0.0,0.0,1.4024732208532509,0.8605174976521018,2.0035331726475012e-06,0.014024732208532512,1.4024732208532509,0.0,0.10919255790928883,1.2822612304944008,0.06210952835207255,270.4769783074127,270.4769783074127,0.5499698558917392,0.0012021199035885009,0.0,3.0052997589712525e-06,0.1302296562220876,0.0,0.0,1.1720669059987885,0.0,1.8031798553827522e-05,0.607070551312193,0.3676483371808165,0.0,1.0348248836724343,23.341161461343393,23.341161461343393,0.0,0.9737171219066858,0.011019432449561259,0.0,2.0035331726475015e-05,0.3145547081056578,0.0027248051148006025,100.0,0.14024732208532512,0.9516782570075634,13.724202232635383,13.724202232635383,0.0,8.014132690590007e-05,0.0,0.0,0.0,8.014132690590007e-06,0.5960511188626316,0.7944009029547344,0.0,0.4578073299499542,0.558985755168653,0.09817312545972758,0.731289608016338,0.0001502649879485626,1.0017665863237506e-06,0.0003005299758971252,0.0001202119903588501,5.0088329316187545e-05,9.015899276913756e-07,0.000631112949383963,,0.0016028265381180012,0.08615192642384258,0.0
dolcificante aspartame,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,0.0,,,,,0.5102025197882047,,0.0,0.0,0.0,,,5.1020251978820475e-05,99.48949135869991,71.42835277034865,,,0.0,373.4682444849658,373.4682444849658,,5.1020251978820475e-05,0.0,0.0,5.1020251978820475e-05,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,100.0,5.1020251978820475e-05,,0.0,0.0,0.0,,0.0,0.0,,,,5.1020251978820475e-05,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,5.1020251978820475e-05,,0.0
macadamia   macadamia tetraphylla (integrifolia),1.880871666809564,58.465410864090956,1.4947980088854955,11.978182720208276,1.9303682896203416,0.0,1.0691270527128047,0.6137581228536471,0.0,0.0,0.2276844649295788,2.0095628861175867,0.07919459649724479,1.286912193080228,0.20788581580526755,0.6533554211022695,0.0,43.44813550330093,5.989091360104138,12.88892057992659,0.0007523486667238255,2.3164419475444102,2.96979736864668,0.3761743333619128,0.0,0.0,0.98993245621556,1.1681202983343606,5.9395947372933586e-06,0.06929527193508919,5.0486555266993545,3.95972982486224,0.09899324562155601,0.017818784211880077,0.0,743.4392746178854,727.6003553184364,0.4454696052970019,0.00296979736864668,7.9194596497244785,1.0889257018371159e-05,0.1960066263306809,0.09899324562155601,0.0,0.4454696052970019,0.09899324562155601,1.9798649124311195e-06,0.30687906142682353,0.1880871666809564,0.0,0.5840601491671803,0.0,75.23486667238255,75.23486667238255,0.19798649124311202,0.11681202983343605,0.0,0.004088421044170262,0.09899324562155601,0.00197986491243112,31.0,0.35934548160624824,0.4553689298591576,0.0,7.9194596497244785,7.9194596497244785,0.00098993245621556,0.0,0.0,3.860736579240683,3.959729824862239e-06,0.4058723070483796,0.0049496622810778,0.0,0.19798649124311202,0.29697973686466794,0.06929527193508919,0.9701338070912486,0.0006929527193508918,0.0,9.8993245621556e-05,0.00027718108774035685,0.00098993245621556,0.0,0.00098993245621556,0.0,0.00098993245621556,0.1286912193080228,0.0
"succo di melagrana, fresco",0.0,0.0,0.0,0.0,0.0,0.0,0.05636267244082775,0.0,0.0,0.0,0.0,0.019470741388649588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005841222416594875,0.0,87.5158586626671,0.009222982763044542,0.0,0.0,0.0,0.004099103450242018,1.1272534488165551e-06,0.003074327587681514,11.887400005701851,11.887400005701851,0.0010247758625605043,0.054313120715706736,0.0,45.09013795266221,45.09013795266221,0.005123879312802523,0.00020495517251210087,0.051238793128025234,6.148655175363027e-06,0.008198206900484036,5.2263568990585725,0.0,0.0071734310379235324,6.456087934131179,1.0247758625605046e-06,0.004099103450242018,0.004099103450242018,0.0,0.010247758625605046,0.0,0.051238793128025234,0.051238793128025234,0.010247758625605046,0.003074327587681514,0.0,0.0001332208621328656,0.0010247758625605043,0.00020495517251210087,56.0,0.20495517251210094,0.004099103450242018,0.0,0.20495517251210094,0.20495517251210094,7.173431037923534e-05,6.148655175363027e-06,0.0,0.20495517251210094,5.123879312802523e-07,0.008198206900484036,0.0010247758625605043,0.0,0.0010247758625605043,0.004099103450242018,0.0010247758625605043,0.009222982763044542,2.049551725121009e-05,0.0,3.074327587681514e-05,0.0003176805173937564,0.008198206900484036,0.0,0.0006148655175363027,1.6806324145992272e-05,0.00012297310350726056,0.004099103450242018,3.381760346449665e-05
"tonno sott'olio, sgocciolato",0.0,4.242751397127428,3.9712957390173798,1.9504591730870169,0.0,0.0,2.3606588342310904,0.0,0.0804313061066811,0.0,0.0,3.3027105070055933,0.0,3.790325300277347,0.09048521937001623,0.0,0.0,4.242751397127428,1.7694887343469845,0.0,0.00032172522442672446,0.1809704387400325,62.635879630577925,1.44776350992026,0.0,0.0,0.0,1.4849629889946,3.016173979000542e-06,0.007037739284334597,0.0,0.0,0.2654233101520477,0.5328574029567623,0.0653504362116784,193.03513465603461,193.03513465603461,1.0124290656178483,0.0017091652547669735,0.0,5.026956631667569e-06,0.20610522189837036,0.0,0.0,1.134081416104204,0.0,1.4075478568669195e-05,1.2044588089475496,0.8867551498261593,0.0,2.0399390011306995,8.244208875934813,10.15445239596849,1.9102435200336765,2.4541602275801067,0.03317791376900596,0.0,5.02695663166757e-05,0.8857497584998257,0.010456069793868546,100.0,0.3026227892263877,0.9239546289004992,25.335861423604552,25.335861423604552,0.0,0.0002010782652667028,1.4075478568669195e-05,1.4075478568669195e-05,0.0,9.048521937001624e-05,1.1009035023351976,0.3177036591213904,0.0,0.9390354987955021,1.0777795018295269,0.2815095713733839,1.3995047262562514,4.021565305334056e-05,5.026956631667569e-06,0.00011059304589668652,0.0005127495764300921,0.0,3.388168769743942e-06,0.002191753091407061,,0.0011059304589668654,0.3921026172700705,5.026956631667568e-08
grissini integrali,,9.623260212915596,2.737913864580834,3.1232498899662846,,,,,,,,,,2.666930912536145,0.060842530324018526,,,4.5226280874187115,,,,,2.737913864580834,,0.0,0.010140421720669751,56.98917007016402,,,0.05070210860334877,58.915850197091274,1.9266801269272533,,,0.0,435.0240918167325,413.72920620332604,,0.003143530733407624,10.64744280670324,2.839318081787531e-05,0.2991424407597577,,,,,,,,,,0.0,17.441525359551974,17.441525359551974,,,,,,0.00456318977430139,100.0,0.3011705251038917,,0.0,8.923571114189382,8.923571114189382,,0.0,0.0,,,,0.6682537913921368,,,,,,0.00020280843441339508,,0.00010140421720669755,0.0001825275909720556,0.0,0.0,0.003975045314502544,,0.0022308927785473463,,0.0
pane grattugiato,,0.19892731759442492,1.0988366114739665,0.41680009400736656,,,,,,,,,,1.0420002350184163,0.05683637645554999,,,0.19892731759442492,,,,,9.472729409258331,,0.0,0.0,70.9507432753449,,,0.12314548232035832,73.41365292175206,2.4629096464071663,,,0.0,341.96553167422576,335.33462108774495,,0.0026523642345923325,3.220727999147833,2.368182352314583e-05,0.11367275291109998,,,,,,,,,,0.0,1.7998185877590829,1.7998185877590829,,,,,,0.00198927317594425,100.0,0.14209094113887494,,0.0,10.988366114739664,10.988366114739664,,0.0,0.0,,,,0.7199274351036331,,,,,,0.00018945458818516665,,3.7890917637033334e-05,7.578183527406665e-05,0.0,0.0,4.736364704629166e-05,,0.0008525456468332497,,0.0
"latte di vacca, intero uht",0.0,1.1026524411428982,0.1202893572155889,2.1150878643741047,0.0,0.0,0.2696486424249451,0.0,0.0,0.0,0.0,0.7728591201101586,0.1102652441142898,0.07016879170909351,0.050120565506495365,0.3708921847480657,0.07016879170909351,0.9322425184208138,0.9222184053195148,0.10024113101299073,0.0003207716192415704,0.3909404109506639,87.81123076737987,0.11928694590545898,0.0,0.0,0.0,0.10525318756364026,1.8043403582338333e-06,0.1202893572155889,4.711333157610565,4.711333157610565,0.03708921847480657,0.09322425184208137,0.01102652441142898,63.151912538184156,63.151912538184156,0.1764243905828637,0.0002004822620259815,0.0,1.0024113101299072e-06,0.0952290744623412,0.0,0.0,0.07016879170909351,0.0,1.5036169651948609e-05,0.1924629715449422,0.09322425184208137,4.711333157610565,0.3558560150961171,3.608680716467666,3.608680716467666,0.0,0.27265587635533484,0.01102652441142898,0.0,5.0120565506495365e-05,0.0811953161205225,0.00010024113101299073,100.0,0.1503616965194861,0.3718945960581957,3.3079573234286936,3.3079573234286936,0.0,1.0024113101299074e-05,4.009645240519629e-05,3.608680716467666e-05,0.0,1.0024113101299072e-06,0.2034894959563712,0.04711333157610565,0.3207716192415704,0.14234240603844686,0.16439545486130486,0.050120565506495365,0.2335618352602684,4.0096452405196296e-05,2.0048226202598147e-07,0.00019045814892468239,4.0096452405196296e-05,0.0010024113101299074,3.0072339303897215e-08,8.019290481039259e-05,,0.00030072339303897216,0.030072339303897223,2.4057871443117778e-05
porri   allium porrum,,0.0507394904757212,0.0507394904757212,0.01014789809514424,,,,,,,,,,0.02029579619028848,0.03044369428543272,,,0.0507394904757212,,,,,89.09854527536642,,0.0,0.0,0.0,,,0.054798649713778895,5.276907009475004,5.276907009475004,,,0.0,35.51764333300484,29.428904475918287,,0.0008118318476115393,2.9428904475918287,7.509444590406737e-05,0.05784301914232218,,,,,,,,,,0.0,0.1014789809514424,0.1014789809514424,,,,,,0.0005073949047572121,77.0,0.3145848409494714,,0.0,2.1310585999802902,2.1310585999802902,,5.073949047572119e-08,0.0,,,,0.00913310828562982,,,,,,6.088738857086544e-05,,8.118318476115391e-05,0.0006494654780892313,0.00913310828562982,0.0,0.001238043567607597,,0.0002029579619028848,,5.073949047572119e-08
gelato alla frutta,,2.6845213497552365,0.2902185242978635,5.141013858990723,,,,,,,,,,0.16583915674163624,0.1243793675562272,,,2.2699234579011462,,,,,61.98238483218654,,0.0,0.0,0.05182473648176133,,,0.11401442025987492,25.60141982199009,24.56492509235487,,,0.02694886297051589,185.53255660470555,185.53255660470555,,0.0005182473648176133,0.0,9.32845256671704e-06,0.10261297823388743,,,,,,,,,,8.291957837081814,8.291957837081814,0.0,,,,,,0.0002072989459270453,100.0,0.1865690513343408,,3.627731553723293,3.627731553723293,0.0,,0.00012541586228586245,9.743050458571129e-05,,,,0.06322617850774882,,,,,,4.145978918540907e-05,,0.0002694886297051589,7.255463107446587e-05,0.0010364947296352266,1.0364947296352266e-07,0.00017620410403798855,,0.0004145978918540906,,0.00016583915674163623
