name,synonyms,category,specific gravity,energy kcal,protein,alcohol,water,"carbohydrates, available",starch,sugars,dietary fibres,"fat, total",cholesterol,"fatty acids, monounsaturated","fatty acids, saturated","fatty acids, polyunsaturated",beta-carotene,vitamin b1,vitamin b2,vitamin b6,vitamin b12,niacin,folate,pantothenic acid,vitamin c,vitamin d,sodium,potassium,chloride,calcium,magnesium,phosphorus,iron,iodide,zinc
"lumachina alle nocciole, pasta lievitata",,Dolciumi/Altre pasticcerie dolci,,442.0,12.0,0.0,8.6,54.4,40.8,13.1,3.8,18.7,0.062,9.6,5.7,1.9,2.8000000000000003e-05,0.00026000000000000003,0.00021,0.00028000000000000003,7.3e-07,0.0027,5.2000000000000004e-05,0.00062,0.0005,3e-07,0.47,0.27,0.74,0.07400000000000001,0.046,0.19,0.0021000000000000003,4e-06,0.0015
"patate fritte al forno, surgelate",,"Prodotti a base di cereali, legumi e patate/Patate",,127.0,1.8,0.0,73.2,18.2,17.2,1.0,1.3,4.9,0.0,3.6,0.3,0.7,,0.00016999999999999999,2e-05,0.00042,0.0,0.00047999999999999996,2.8999999999999997e-05,0.00035,0.0129,0.0,0.0086,0.32,0.059,0.005200000000000001,0.015,0.034,0.0004,2.9e-06,0.0002
"olive, verdi",,"Noci, semi e frutti oleosi",,126.0,1.3,0.0,77.0,0.0,0.0,0.0,4.0,12.5,0.0,8.7,1.8,1.4,0.00028,2e-05,8e-05,2e-05,0.0,0.0005,6e-06,2e-05,0.0,0.0,1.61,0.052000000000000005,0.0,0.036000000000000004,0.02,0.013999999999999999,0.0012,0.0,0.0
"olive, nere",,"Noci, semi e frutti oleosi",,150.0,0.9,0.0,72.4,3.0,0.0,,4.3,14.0,0.0,8.1,1.4,1.6,4e-05,0.0,0.0,2e-05,0.0,0.0,1.1e-05,2e-05,0.0,0.0,3.29,0.04,0.0,0.061,0.022000000000000002,0.024,0.0015,0.0,0.0
olio d'oliva,,Grassi e oli/Oli,0.9,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,0.0,59.9,11.7,7.2,2.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000002,0.0,0.09,0.0009000000000000002,0.0,0.0009000000000000002,0.0001,0.0,0.0001
"arancia, cruda",,Frutta/Frutta fresca,,44.0,1.0,0.0,86.6,8.6,0.0,8.6,1.8,0.2,0.0,0.0,0.0,0.0,3.2e-05,8.999999999999999e-05,4e-05,5.9999999999999995e-05,0.0,0.0003,3e-05,0.0003,0.053,0.0,0.004,0.18,0.004,0.04,0.01,0.016,0.0001,9.000000000000001e-07,0.0001
nettare d'arancia,,Bevande analcoliche/Bevande zuccherate;Bevande analcoliche/Succhi di frutta e di verdura,1.0,44.0,0.4,0.0,88.2,10.5,0.0,10.5,0.1,0.0,0.0,0.0,0.0,0.0,4e-05,4e-05,1e-05,2e-05,0.0,0.00014,1.2e-05,8e-05,0.012,0.0,0.001,0.11,0.003,0.006,0.006999999999999999,0.01,0.0001,2e-06,0.0001
succo d'arancia,,Frutta/Succhi di frutta;Bevande analcoliche/Succhi di frutta e di verdura,1.0,51.0,0.5,0.0,86.6,11.1,0.0,11.1,0.1,0.5,0.0,0.0,0.0,0.0,1.3000000000000001e-05,8e-05,2e-05,4e-05,0.0,0.00026000000000000003,2e-05,0.00017999999999999998,0.031,0.0,0.001,0.18,0.004,0.01,0.011000000000000001,0.016,0.0002,2.1000000000000002e-06,0.0001
succo d'arancia a di vitamina c,,Frutta/Succhi di frutta;Bevande analcoliche/Succhi di frutta e di verdura,1.1,55.0,0.5,0.0,85.6,12.0,0.0,12.0,0.1,0.5,0.0,0.0,0.0,0.0,1.3000000000000001e-05,8e-05,2e-05,4e-05,0.0,0.00026000000000000003,2e-05,0.00017999999999999998,0.03,0.0,0.001,0.18,0.004,0.01,0.011000000000000001,0.016,0.0002,2.1000000000000002e-06,0.0001
grasso di palma - olio di palma,,Grassi e oli/Oli;Grassi e oli/Grassi,0.9,799.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,88.8,0.0,34.9,41.3,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0009000000000000002,0.0,0.0,0.0
pancetta,,Prodotti carnei e insaccati/Insaccati crudi,,467.0,19.5,0.0,33.0,0.4,0.0,0.0,0.0,43.0,0.08,18.9,14.4,6.6,0.0,0.00045,0.00014,0.0003,0.0,0.0,3e-06,0.0,0.0,1.4e-06,1.85,0.19,0.0,0.013,0.0,0.084,0.0008,0.0,0.0019
panettone,,Dolciumi/Altre pasticcerie dolci,,354.0,6.4,0.0,26.9,56.5,33.6,22.9,2.8,10.7,0.11199999999999999,3.2,5.6,0.7,,0.00013000000000000002,0.00011,0.00011999999999999999,,0.00063,3.3e-05,,0.0,4e-07,0.038,0.23,,0.15,,0.13,0.003,,0.0006
pangrattato,,"Prodotti a base di cereali, legumi e patate/Farine e amidi",,370.0,14.2,0.0,5.5,71.8,68.0,2.8,4.5,1.9,0.0,0.2,0.3,1.0,0.0,0.0002,5e-05,0.00011,0.0,0.0008,3.9e-05,0.0006,0.0,0.0,0.76,0.13,1.01,0.05,0.023,0.1,0.0012,2.8e-06,0.0009000000000000002
pantli,,Prodotti carnei e insaccati/Insaccati crudi,,538.0,21.1,0.0,22.7,0.9,0.0,0.9,0.0,50.0,0.085,23.7,19.6,4.3,0.0,0.00044,0.00023999999999999998,0.00028000000000000003,3.6000000000000003e-06,0.006200000000000001,2.5e-06,0.0005300000000000001,0.0711,0.0,1.6,0.33,2.35,0.005,0.022000000000000002,0.18,0.0017,8e-07,0.0031000000000000003
paprica,,"Diversi/Sale, spezie e aromi",,358.0,14.8,0.0,9.4,34.9,1.8,33.2,20.9,13.0,0.0,1.2,2.1,8.4,,0.0006500000000000001,0.0017,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.034,2.34,0.22,0.18,0.19,0.35000000000000003,0.024,5e-06,0.0041
noce del brasile,,"Noci, semi e frutti oleosi",,692.0,16.6,0.0,3.0,3.2,0.5,2.3,7.0,66.5,0.0,20.3,15.6,27.3,0.0,0.0008,2.9999999999999997e-05,0.00016999999999999999,0.0,0.0003,1.3000000000000001e-05,0.00027,0.001,0.0,0.0007,0.59,0.057,0.16,0.35000000000000003,0.65,0.0031000000000000003,2.5e-06,0.0043
pane parigino,Baguette,"Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria",,254.0,9.0,0.0,36.1,51.1,50.1,0.5,2.9,0.9,0.0,0.1,0.1,0.5,0.0,5.9999999999999995e-05,5e-05,0.00013000000000000002,1e-08,0.002,9.199999999999997e-06,0.00018999999999999998,0.0,0.0,0.66,0.1,1.02,0.016,0.019,0.08,0.0011,9.000000000000001e-07,0.0009000000000000002
parmigiano ,,Latte e prodotti di latte/Formaggio a pasta dura,,374.0,36.0,0.0,29.5,0.0,0.0,0.0,0.0,25.6,0.077,6.0,15.4,1.2,,2e-05,0.00011,0.0001,2e-06,0.0002,2e-05,0.0012,0.0,2e-07,0.45,0.1,1.7,1.34,0.044000000000000004,0.8,0.0007,4e-05,0.004
"frutto della passione, crudo",,Frutta/Frutta fresca,,92.0,2.2,0.0,72.9,11.8,0.6,11.2,10.6,0.5,0.0,0.1,0.1,0.2,0.000156,0.0,0.00013000000000000002,0.0004,0.0,0.0015,1.4000000000000001e-05,0.0002,0.03,0.0,0.027999999999999997,0.35000000000000003,0.037000000000000005,0.009000000000000001,0.028999999999999998,0.068,0.0016,1.3e-06,0.0002
pasticcio di campagna,Paté di campgagna,Prodotti carnei e insaccati/Insaccati cotti,,391.0,13.2,0.3,45.6,1.0,0.2,0.8,0.1,36.9,0.119,16.8,13.6,4.2,2e-06,0.00041,0.00079,0.00031,9e-06,0.0055,3.2e-05,0.0017,0.005200000000000001,0.0,0.88,0.2,1.3,0.017,0.016,0.15,0.004200000000000001,4.7e-06,0.0023
"peperone, verde, stufato (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,26.0,1.0,0.0,90.7,3.4,0.1,3.3,2.6,0.4,0.0,0.0,0.0,0.3,0.00025,1e-05,1e-05,0.00037999999999999997,0.0,0.00013000000000000002,2.2e-05,0.00011999999999999999,0.14200000000000002,0.0,0.0079,0.21,0.025,0.0079,0.0079,0.02,0.0004,2.6e-06,0.0003
"peperone verde, crudo",,Verdure/Verdure fresche,,20.0,0.8,0.0,92.9,2.6,0.1,2.5,2.0,0.3,0.0,0.0,0.0,0.2,0.000211,1e-05,1e-05,0.00032,0.0,0.0001,3.4e-05,0.0001,0.127,0.0,0.006,0.16,0.019,0.006,0.006,0.015,0.0003,2e-06,0.0002
"peperone, rosso, stufato (senza aggiunta di sale)",,Verdure/Verdure cotte (incl. conserve),,42.0,1.2,0.0,88.6,6.8,0.1,6.7,2.6,0.5,0.0,0.0,0.1,0.1,0.00237,4e-05,4e-05,0.00036,0.0,0.0011,1.4000000000000001e-05,0.00011999999999999999,0.185,0.0,0.004,0.22,0.024,0.012,0.016,0.026,0.0005,1.3e-06,0.0004
"peperone rosso, crudo",,Verdure/Verdure fresche,,32.0,0.9,0.0,91.3,5.2,0.1,5.1,2.0,0.4,0.0,0.0,0.1,0.1,0.002,4e-05,2.9999999999999997e-05,0.0003,0.0,0.0009000000000000002,2.2e-05,0.0001,0.165,0.0,0.003,0.17,0.018000000000000002,0.009000000000000001,0.012,0.02,0.0004,1e-06,0.0003
"prezzemolo, fresco",,Verdure/Erbe aromatiche,,56.0,3.9,0.0,82.1,6.8,2.6,4.8,4.3,0.5,0.0,0.0,0.1,0.2,0.00462,0.00015,0.0003,0.0002,0.0,0.0014,0.00013000000000000002,0.00031,0.182,0.0,0.038,0.85,0.16,0.21,0.037000000000000005,0.11,0.005900000000000001,3.4e-06,0.0008
"menta, fresca",,Verdure/Erbe aromatiche,,49.0,3.8,0.0,86.1,5.3,0.1,5.2,3.0,0.7,0.0,0.0,0.1,0.4,0.00073,0.00011999999999999999,0.00033,5e-05,0.0,0.0011,0.00011,0.00018999999999999998,0.031,0.0,0.015,0.26,0.034,0.21,0.03,0.075,0.0095,4e-06,0.0012
"cavallo, filetto, alla griglia (senza aggiunta di grassi o sale)",,Carne e frattaglie/Altre specie animali,,141.0,29.3,0.0,65.5,0.0,0.0,0.0,0.0,2.6,0.07100000000000001,1.1,1.1,0.1,0.0,8.999999999999999e-05,0.00011,0.00029,3e-06,0.0047,9.1e-06,0.00066,0.0,2e-07,0.051,0.3,0.012,0.016,0.027000000000000003,0.21,0.006200000000000001,1.4e-06,0.004
"cavallo, filetto, crudo",,Carne e frattaglie/Altre specie animali,,103.0,21.4,0.0,74.8,0.0,0.0,0.0,0.0,1.9,0.052000000000000005,0.8,0.8,0.1,0.0,0.00013000000000000002,0.0001,0.00037999999999999997,3e-06,0.0046,8e-06,0.0006,0.0,2e-07,0.044000000000000004,0.33,0.009000000000000001,0.013,0.023,0.18,0.0047,1e-06,0.0029
"ragù di cavallo con salsa, preparato",,Cibi/Altri cibi salati/saporiti,,94.0,12.7,0.0,78.3,3.1,1.5,1.6,0.6,3.3,0.03,2.1,0.6,0.4,0.0008060000000000001,5e-05,5e-05,0.00013000000000000002,1e-06,0.0016,6.7e-06,0.00022999999999999998,0.0012,1e-07,0.3,0.13,0.44,0.013999999999999999,0.011000000000000001,0.08600000000000001,0.0028,1.1e-06,0.0016
"pesche, zuccherate, conserva",,Frutta/Frutta cotta (incl. conserve),,83.0,0.4,0.0,78.3,19.0,0.0,19.0,1.8,0.2,0.0,0.1,0.0,0.1,4.3e-05,1e-05,4e-05,1e-05,0.0,0.0007199999999999999,7.2000000000000005e-06,0.00014,0.0026000000000000003,0.0,0.0005,0.08700000000000001,0.0025,0.0086,0.0058,0.013999999999999999,0.0003,2.6e-06,0.0001
"pesca, cruda",,Frutta/Frutta fresca,,48.0,0.5,0.0,87.0,10.0,0.0,10.0,2.0,0.2,0.0,0.1,0.0,0.1,6.4e-05,2e-05,5e-05,2e-05,0.0,0.001,1.6e-05,0.0002,0.0073,0.0,0.001,0.16,0.0026000000000000003,0.01,0.008,0.019,0.0004,2.9e-06,0.0001
"pesche, non zuccherate, conserva",,Frutta/Frutta cotta (incl. conserve),,48.0,0.5,0.0,87.0,10.0,0.0,10.0,2.0,0.2,0.0,0.1,0.0,0.1,4.8e-05,1e-05,4e-05,1e-05,0.0,0.0008,8e-06,0.00016,0.0029,0.0,0.0006,0.096,0.0026000000000000003,0.0095,0.0064,0.015,0.0004,2.9e-06,0.0001
"prugne, cotte, sgocciolate (senza aggiunta di zuccheri)",,Frutta/Frutta cotta (incl. conserve),,59.0,0.7,0.0,79.9,12.6,0.0,10.9,2.0,0.2,0.0,0.0,0.0,0.1,6.500000000000001e-05,7.000000000000001e-05,4e-05,4e-05,0.0,0.00049,1.6999999999999996e-06,0.0002,0.0047,0.0,0.0021000000000000003,0.2,0.0018000000000000004,0.0097,0.0098,0.021,0.0004,1.6999999999999996e-06,0.0001
"prugne, secca",,Frutta/Frutta secca,,204.0,2.5,0.0,39.0,39.8,0.0,39.8,16.0,0.3,0.0,0.2,0.0,0.1,0.000784,0.0001,0.0002,0.00013000000000000002,0.0,0.0017,7.099999999999998e-06,0.0005,0.002,0.0,0.012,0.95,0.011000000000000001,0.05,0.04,0.095,0.0029,8e-07,0.0003
"prugna, cruda",,Frutta/Frutta fresca,,48.0,0.6,0.0,83.7,10.2,0.0,8.8,1.6,0.2,0.0,0.0,0.0,0.1,7e-05,7.000000000000001e-05,4e-05,4e-05,0.0,0.00044,2e-06,0.00017999999999999998,0.0054,0.0,0.0017,0.18,0.0015,0.0083,0.0079,0.017,0.0003,1.4e-06,0.0001
"torta di prugna, cotta nel forno (pasta sfoglia)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,137.0,2.5,0.0,73.7,15.5,6.9,7.7,1.4,6.9,0.039,1.7,3.8,0.5,6.7e-05,5.9999999999999995e-05,7.000000000000001e-05,5e-05,3.1e-07,0.0005200000000000001,1.8000000000000001e-06,0.00022999999999999998,0.0029,2e-07,0.09300000000000001,0.14,0.14,0.022000000000000002,0.0092,0.042,0.0005,3.4e-06,0.0003
"torta di prugna, cotta nel forno (pasta per torta)",,"Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin",,129.0,2.9,0.0,73.0,17.8,9.1,7.7,1.5,4.8,0.033,1.2,2.6,0.4,5.7999999999999994e-05,5.9999999999999995e-05,7.000000000000001e-05,5.9999999999999995e-05,3.1e-07,0.00062,2e-06,0.00023999999999999998,0.0029,2e-07,0.1,0.15,0.15,0.022000000000000002,0.0099,0.045,0.0005,3.5000000000000004e-06,0.0003
"funghi (in media), cotti (senza aggiunta di grasso e sale)",,Verdure/Funghi,,31.0,2.9,0.0,88.4,0.7,0.0,0.2,6.0,0.5,0.0,0.0,0.1,0.2,0.000178,8e-05,0.00032,7.000000000000001e-05,0.0,0.005900000000000001,2.2e-05,0.0027,0.004,3.2e-06,0.0051,0.49,0.042,0.0093,0.016,0.12,0.0029,1e-05,0.001
"funghi (in media), crudi",,Verdure/Funghi,,25.0,2.4,0.0,90.5,0.6,0.0,0.2,4.9,0.4,0.0,0.0,0.1,0.2,0.000146,7.000000000000001e-05,0.00028000000000000003,5.9999999999999995e-05,0.0,0.0051,2.6000000000000002e-05,0.0025,0.0041,2.6e-06,0.004200000000000001,0.4,0.034,0.0076,0.013,0.09699999999999999,0.0024,8.599999999999999e-06,0.0008
"risotto ai funghi, cotto",,Cibi/Altri cibi salati/saporiti,,126.0,4.0,0.0,72.1,18.7,17.9,0.6,1.6,3.6,0.006999999999999999,1.2,1.6,0.3,1e-06,2e-05,5.9999999999999995e-05,4e-05,9e-08,0.00088,7.000000000000001e-06,0.00058,0.0005,6e-07,0.21,0.053,0.37,0.07100000000000001,0.01,0.079,0.0003,3.3e-06,0.0006
"salsa ai funghi, legata",,Diversi/Salse,,82.0,3.6,0.0,72.8,7.6,2.5,5.0,0.7,4.0,0.01,1.2,1.6,0.1,1.7e-05,4e-05,0.00016999999999999999,4e-05,1.7e-07,0.00054,6.2e-06,0.00055,0.001,6e-07,0.33,0.17,0.26,0.12,0.013999999999999999,0.091,0.0002,2.8e-06,0.0005
crema di funghi,Zuppa di funghi,Cibi/Brodi e zuppe,1.0,38.0,1.1,0.0,90.2,5.5,3.5,2.0,0.5,1.2,0.0,0.2,0.5,0.4,6e-05,2.9999999999999997e-05,7.000000000000001e-05,1e-05,0.0,0.0004,3e-06,0.0001,0.0,0.0,0.37,0.068,0.29,0.04,0.005,0.036000000000000004,0.0002,4.9000000000000005e-06,0.0003
pinoli,,"Noci, semi e frutti oleosi",,594.0,31.6,0.0,5.1,13.9,1.4,5.2,3.7,44.9,0.0,18.8,4.9,34.1,0.0,0.0015,0.00028000000000000003,1e-05,0.0,0.0044,3.4e-05,0.00031,0.003,0.0,0.0046,0.8300000000000001,0.040999999999999995,0.021,0.4,0.7000000000000001,0.0078,2e-07,0.009000000000000001
pistacchi,,"Noci, semi e frutti oleosi",,580.0,20.3,0.0,3.9,17.6,1.7,7.7,10.0,45.4,0.0,23.8,5.6,13.7,0.000211,0.0005,0.0003,0.00025,0.0,0.001,5.7999999999999994e-05,0.0005200000000000001,0.001,0.0,0.009000000000000001,0.5,0.04,0.065,0.12,0.16,0.006999999999999999,1.1e-05,0.0033
"pizza al tonno, cotta nel forno",,Cibi/Cibi italiani,,227.0,12.2,0.0,52.1,26.5,24.9,1.3,1.5,7.7,0.017,3.2,3.1,0.7,6.7e-05,5e-05,0.0001,0.00015,7e-07,0.0026000000000000003,1.2e-05,0.00022,0.0028,3e-07,0.3,0.18,0.5700000000000001,0.08900000000000001,0.018000000000000002,0.14,0.0009000000000000002,1.9e-06,0.0011
"pizza calzone, cotta nel forno",,Cibi/Cibi italiani,,226.0,11.5,0.0,52.6,26.6,24.9,1.4,1.5,7.8,0.016,3.3,3.1,0.6,6.7e-05,0.0001,0.00011999999999999999,0.00014,3.4000000000000003e-07,0.002,1.1e-05,0.00026000000000000003,0.0102,0.0,0.36,0.19,0.73,0.09,0.018000000000000002,0.16,0.0008,2.3e-06,0.0012
"pizza hawaii, cotta nel forno",,Cibi/Cibi italiani,,195.0,9.5,0.0,58.4,24.2,20.5,3.5,1.5,6.4,0.013,2.7,2.6,0.5,5.5e-05,8.999999999999999e-05,0.0001,0.00013000000000000002,2.8e-07,0.0017,1e-05,0.00025,0.0099,0.0,0.3,0.18,0.61,0.076,0.018000000000000002,0.13,0.0007,1.9e-06,0.001
"pizza margherita, cotta nel forno",,Cibi/Cibi italiani,,238.0,9.9,0.0,50.1,29.9,28.1,1.5,1.7,8.4,0.012,3.5,3.4,0.7,7.599999999999999e-05,5e-05,0.00011,0.00011999999999999999,3.8e-07,0.0015,1.2e-05,0.00021,0.0032,0.0,0.28,0.16,0.64,0.099,0.017,0.14,0.0008,2.1000000000000002e-06,0.0011
"pizza alle verdure, cotta nel forno",,Cibi/Cibi italiani,,124.0,5.6,0.0,72.0,17.4,15.4,1.8,1.9,3.1,0.004,1.3,1.2,0.4,0.000138,5.9999999999999995e-05,0.00013000000000000002,0.00013000000000000002,1.3e-07,0.0015,2.8000000000000003e-05,0.0005,0.0158,3e-07,0.14,0.23,0.33,0.053,0.018000000000000002,0.084,0.001,6.099999999999998e-06,0.0006
"pizza con mascarpone e rucola, cotta nel forno",,Cibi/Cibi italiani,,240.0,9.6,0.0,50.5,27.4,25.7,1.5,1.6,9.9,0.017,3.9,4.5,0.7,0.000225,5e-05,0.00011,0.00011,3.5e-07,0.0014,1.7e-05,0.0002,0.0038,0.0,0.27,0.17,0.59,0.1,0.015,0.13,0.0009000000000000002,3.3e-06,0.0011
"pizza prosciutto e funghi, cotta nel forno",,Cibi/Cibi italiani,,205.0,10.6,0.0,56.8,24.0,22.4,1.3,1.6,7.0,0.013999999999999999,2.9,2.8,0.6,6e-05,0.0001,0.00016,0.00014,3e-07,0.0022,1.2e-05,0.00047000000000000004,0.0094,2e-07,0.32,0.21,0.66,0.081,0.017,0.16,0.0009000000000000002,4.2000000000000004e-06,0.0012
"pizza prosciutto, cotta nel forno",,Cibi/Cibi italiani,,219.0,10.6,0.0,52.6,28.7,26.9,1.5,1.6,6.5,0.013,3.0,2.3,0.6,7.2e-05,0.0001,0.0001,0.00015,2.2e-07,0.0021000000000000003,1.1e-05,0.00027,0.0111,0.0,0.38,0.2,0.72,0.064,0.018000000000000002,0.14,0.0009000000000000002,2.1000000000000002e-06,0.0011
"pizza quattro formaggi, cotta nel forno",,Cibi/Cibi italiani,,297.0,12.9,0.0,37.8,37.2,36.6,0.2,1.8,10.3,0.02,3.5,4.8,0.8,1.4000000000000001e-05,4e-05,0.0001,0.00011999999999999999,4.1e-07,0.0015,1.2e-05,0.0003,0.0,1e-07,0.43,0.096,0.76,0.22,0.02,0.19,0.0009000000000000002,6.7e-06,0.0014
"pasta per pizza (con grasso vegetale), cruda",,"Prodotti a base di cereali, legumi e patate/Paste",,229.0,7.0,0.0,46.2,41.2,40.6,0.2,2.0,3.6,0.0,2.0,0.6,0.6,1e-06,5e-05,5e-05,0.00011999999999999999,0.0,0.0017,2e-05,0.00017999999999999998,0.0,0.0,0.29,0.08199999999999999,0.47,0.012,0.013999999999999999,0.057999999999999996,0.0009000000000000002,5e-07,0.0006
"fettina (media di vitello, manzo, maiale, pollo), alla griglia (senza aggiunta di grassi o sale)",,Carne e frattaglie,,155.0,30.4,0.0,64.1,0.1,0.0,0.0,0.0,3.7,0.078,1.6,1.2,0.5,3e-06,0.00043,0.00022,0.00041,1e-06,0.0048,7.400000000000001e-06,0.00091,0.0,3e-07,0.068,0.37,0.11,0.01,0.026,0.22,0.0015,1.8000000000000001e-06,0.003
"fettina (media di vitello, manzo, maiale, pollo), cruda",,Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale;Carne e frattaglie/Pollame,,114.0,22.2,0.0,73.8,0.1,0.0,0.0,0.0,2.7,0.057,1.2,0.9,0.4,3e-06,0.00045,0.00016999999999999999,0.00045,9.9e-07,0.0043,7.099999999999998e-06,0.0008,0.0,3e-07,0.057999999999999996,0.34,0.08,0.0075,0.022000000000000002,0.19,0.0011,1.3e-06,0.0023
"polenta nera, preparata",,"Prodotti a base di cereali, legumi e patate/Mais",,103.0,4.6,0.0,76.8,12.9,12.6,0.2,1.0,3.4,0.005,0.6,1.9,0.2,1.7e-05,2.9999999999999997e-05,2.9999999999999997e-05,5e-05,9.6e-07,0.0012,2.5e-05,0.00025,0.0001,0.0,0.46,0.099,0.32,0.0078,0.021,0.045,0.0005,3.4e-06,0.0002
pommes chips,,Snack salati/Patatine,,537.0,4.9,0.0,4.8,49.4,46.8,2.6,3.6,34.7,0.0,25.6,2.4,4.7,0.0,0.0003900000000000001,5e-05,0.0011,0.0,0.0012,6.1e-05,0.00086,0.0325,0.0,0.5,0.88,0.87,0.013999999999999999,0.040999999999999995,0.09300000000000001,0.001,8e-06,0.0005
patatine a ridotto contenuto di grassi,,Snack salati/Patatine,,467.0,5.9,0.0,5.8,59.4,56.3,3.1,4.4,21.9,0.0,5.1,2.3,12.0,0.0,0.00045999999999999996,5.9999999999999995e-05,0.0013000000000000002,0.0,0.0015,7.3e-05,0.001,0.039,0.0,0.48,1.06,0.88,0.017,0.05,0.11,0.0012,9.6e-06,0.0006
"patate fritte (cotte nel forno), non salate",,"Prodotti a base di cereali, legumi e patate/Patate",,230.0,3.3,0.0,51.3,33.1,31.3,1.8,2.4,8.9,0.0,6.6,0.5,1.3,,0.00028000000000000003,4e-05,0.0006900000000000001,0.0,0.0008300000000000001,4.2e-05,0.00057,0.0223,0.0,0.016,0.58,0.11,0.0094,0.027000000000000003,0.062,0.0007,5.299999999999998e-06,0.0004
"patate fritte (fritte in olio di girasole ho), non salate",,"Prodotti a base di cereali, legumi e patate/Patate",,285.0,3.2,0.0,46.6,32.5,30.8,1.7,2.4,15.3,0.0,11.2,1.0,2.1,,0.00025,2.9999999999999997e-05,0.0007,0.0,0.0008100000000000001,4e-05,0.00057,0.0214,0.0,0.015,0.58,0.11,0.0094,0.027000000000000003,0.061,0.0007,5.1e-06,0.0003
popcorn ,Mais soffiato,Snack salati/Altri snack salati,,367.0,12.0,0.0,4.1,62.9,61.7,1.2,15.0,4.2,0.0,1.1,0.6,1.9,6.3e-05,0.0002,0.0002,0.0002,0.0,0.002,2.3e-05,0.0004,0.0,0.0,0.004,0.3,0.008,0.01,0.11,0.3,0.0027,0.0,0.0017
"vino di porto, 18.5 vol%",,Bevande alcoliche/Vino,1.0,152.0,0.2,14.8,72.3,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,1e-05,1e-07,5e-05,1e-06,2.9999999999999997e-05,0.0,0.0,0.009000000000000001,0.075,0.01,0.006999999999999999,0.009000000000000001,0.012,0.0004,1e-05,0.0003
"pollo, petto con pelle (francia), crudo",,Carne e frattaglie/Pollame,,126.0,24.0,0.0,69.7,0.0,,0.0,0.0,3.3,0.055999999999999994,1.6,1.2,0.9,0.0,8e-05,0.00014,0.00057,4e-07,,1e-05,0.0008699999999999999,0.0,1.5e-06,0.039,0.33,0.069,0.0046,0.026,0.21,0.0005,1e-05,0.0006
"pollo, petto con pelle (svizzera), crudo",,Carne e frattaglie/Pollame,,152.0,23.3,0.0,69.9,0.0,,0.0,0.0,6.5,0.07,3.3,2.2,1.3,0.0,8e-05,0.00014,0.0007700000000000001,4e-07,,1e-05,0.0008699999999999999,0.0,1.5e-06,0.034,0.32,0.069,0.0039,0.026,0.21,0.0003,1e-05,0.0005
"pollo, petto senza pelle (francia), crudo",,Carne e frattaglie/Pollame,,109.0,25.2,0.0,70.7,0.0,,0.0,0.0,0.9,0.055999999999999994,0.3,0.3,0.3,0.0,8.999999999999999e-05,0.00016,0.00088,4e-07,,1.2e-05,0.0008699999999999999,0.0,1.5e-06,0.031,0.35000000000000003,0.08,0.0039,0.028999999999999998,0.22,0.0004,6e-07,0.0006
"pollo, petto senza pelle (svizzera), crudo",,Carne e frattaglie/Pollame,,107.0,24.6,0.0,72.7,0.0,,0.0,0.0,1.0,0.063,0.4,0.3,0.3,0.0,0.00014,0.00015,0.0007700000000000001,4e-07,,1.2e-05,0.0008699999999999999,0.0,1.5e-06,0.036000000000000004,0.35000000000000003,0.08,0.0033,0.027000000000000003,0.22,0.0003,9.000000000000001e-07,0.0005
"pollo, petto,fettina o sminuzzato, alla griglia (senza aggiunta di grassi o sale)",,Carne e frattaglie/Pollame,,131.0,28.9,0.0,67.3,0.5,0.0,0.0,0.0,1.5,0.055,0.6,0.5,0.4,0.0,0.00011,0.00018999999999999998,0.00036,3.3e-07,0.011000000000000001,5.6e-06,0.00084,0.0,0.0,0.076,0.37,0.1,0.018000000000000002,0.027000000000000003,0.22,0.0005,5e-07,0.0008
"pollo, petto, sminuzzato, crudo",,Carne e frattaglie/Pollame,,105.0,23.1,0.0,73.8,0.4,0.0,0.0,0.0,1.2,0.044000000000000004,0.5,0.4,0.3,0.0,0.00011999999999999999,0.00015,0.0005300000000000001,4e-07,0.011000000000000001,9e-06,0.00084,0.0,0.0,0.07200000000000001,0.33,0.08,0.013999999999999999,0.027000000000000003,0.21,0.0004,4e-07,0.0006
