name,10:0 | g,12:0 | g,14:0 | g,16:0 | g,16:1 indifferenziato | g,18:0 | g,18:1 indifferenziato | g,18:2 indifferenziato | g,18:3 indifferenziato | g,18:4 | g,20:0 | g,20:1 | g,20:4 indifferenziato | g,20:5 n-3 | g,22:1 indifferenziato | g,22:5 n-3 | g,22:6 n-3 | g,4:0 | g,6:0 | g,8:0 | g,"acidi grassi, monoinsaturi | g","acidi grassi, polinsaturi | g","acidi grassi, saturi | g",acido ascorbico (vitamina c) | g,acido aspartico | g,acido folico (vitamina b9 o m o folacina) | g,acido glutammico | g,acido pantotenico (vitamina b5) | g,acqua | g,alanina | g,alcol etilico | g,alpha-tocoferolo (vitamina e) | g,arginina | g,betaina | g,caffeina | g,calcio | g,calorie | kcal,carboidrati | g,"carotene, alfa | g","carotene, beta | g",category,ceneri | g,cistina | g,cobalamina (vitamina b12) | g,colesterolo | g,colina totale (vitamina j) | g,"criptoxantina, beta | g",destrosio | g,fenilalanina | g,ferro | g,fibre | g,fillochinone (vitamina k) | g,"folati, totali | g",folato alimentare | g,fosforo | g,fruttosio | g,glicina | g,grassi | g,isoleucina | g,istidina | g,leucina | g,licopene | g,lisina | g,luteina + zeaxantina | g,magnesio | g,manganese | g,metionina | g,niacina (vitamina b3) | g,piridossina (vitamina b6) | g,potassio | g,prolina | g,proteine | g,rame | g,retinolo (vitamina a) | g,riboflavina (vitamina b2) | g,selenio | g,serina | g,sodio | g,teobromina | g,tiamina (vitamina b1) | g,tirosina | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,treonina | g,triptofano | g,valina | g,"vitamina b-12, aggiunta | g",vitamina d (d2+d3) | g,vitamina d3 | g,"vitamina e, aggiunta | g",zinco | g,zuccheri | g
ali di tacchino arrosto,0.0,0.021707708053323692,0.021707708053323692,0.5417059873306685,0.08683083221329481,0.3680443229040791,0.5417059873306685,0.661098381623949,0.021707708053323692,0.0,,0.021707708053323692,0.1953693724799133,0.0,0.021707708053323692,0.03256156207998555,0.04341541610664739,0.0,0.0,0.0,0.6719522356506108,0.9541524403438189,0.9541524403438189,0.0,2.9561951512617184,0.0,4.968105002203855,0.0007380620738130058,64.72843855900156,1.8846237446294665,0.0,8.880426021814239e-05,2.1234085332160277,0.006117626815027588,0.0,0.025654564063018918,160.83438239508013,0.0,0.0,0.0,pollo,0.8387069020602338,0.31673519477804124,4.045527409937598e-07,0.10064482824722806,0.08357467600529625,0.0,,1.2077379389667366,0.001756350924314372,0.0,2.9601420072714126e-07,6.90699801696663e-06,6.90699801696663e-06,0.171688236421742,,1.509672423708421,3.3942961683378874,1.5826892598877824,0.9502055843341236,2.425343017957712,0.0,2.868377605046,0.0,0.021707708053323692,2.6641278065442726e-05,0.8811356041644575,0.0040672351179909215,0.0005821612614300447,0.20128965649445613,1.2659540651097412,30.44012697477437,0.00016379452440235155,0.0,0.00015688752638538494,3.167351947780413e-05,1.35377161132546,0.07696369218905674,0.0,2.960142007271413e-05,1.2028043689546175,,,,1.35377161132546,0.3453499008483315,1.6172242499726155,0.0,1.9734280048476086e-07,1.9734280048476086e-07,0.0,0.0037791146292831717,0.0
merluzzo nero,0.0,0.008870574940795321,0.7086603758257595,2.024462325377065,1.205412572510297,0.4021327306493877,4.0154135898666805,0.1626272072479142,0.09363384659728392,0.1123606159167407,,1.400565221207794,0.10250442153807923,0.6672643594353812,1.285247746977455,0.16656968499937874,0.7076747563878931,0.0,0.0,0.0,7.941135810887543,2.0126348921226707,3.154967820609534,0.0,1.3532554881902192,0.0,1.973210114608025,0.0007392145783996099,69.99869247725373,0.7993373641094448,0.0,,0.7914524086065156,,,0.03449668032531513,192.19579038389855,0.0,,,pesci,1.034900409759454,0.1419291990527251,1.4784291567992196e-06,0.048295352455441184,,,,0.5164645854418608,0.0012615928804686676,0.0,,1.4784291567992194e-05,1.4784291567992194e-05,0.16558406556151262,,0.6347389179857984,15.079977399352037,0.6091128126012785,0.3893196779571279,1.0743251872740998,,1.2142831474510924,,0.054209069082638055,1.4784291567992194e-05,0.3912909168328602,0.0039424777514645865,0.00029568583135984394,0.35285175875608044,0.4671836135485534,13.217156661785022,2.1683627633055217e-05,9.166260772155162e-05,8.870574940795317e-05,3.597510948211435e-05,0.5391338325127821,0.055194688520504215,,9.856194378661464e-05,0.4464856053533644,,,,0.5795442294652939,0.14784291567992194,0.6810630315655072,,,,,0.0003153982201171669,
maccheroni integrali crudi,,,0.0018351891668489848,0.2202227000218782,0.004587972917122463,0.0119287295845184,0.17434297085065356,0.4854075346315566,0.0247750537524613,,,,,,,,,,,,0.17893094376777605,0.5101825883840179,0.2367394025235191,0.0,0.6056124250601651,0.0,4.654957321712451,0.0009029130700897007,6.735144242335775,0.41934072462499306,,,0.4743963996304626,,,0.036703783336979705,319.32291503172337,68.84712159433968,,,cereali e pasta,1.468151333479188,0.2807839425278947,0.0,0.0,,,,0.6680088567330305,0.0033308683378309076,7.616035042423289,,5.230289125519607e-05,5.230289125519607e-05,0.2367394025235191,,0.486325129214981,1.2846324167942895,0.5230289125519607,0.3156525366980254,0.916676988841068,,0.2973006450295356,,0.13121602542970245,0.002803251452361825,0.21655232168818025,0.0047072602129676466,0.00020462359210366183,0.19728283543626587,1.4323651447256327,13.424408755500323,0.00041658794087471966,0.0,0.00013121602542970242,,0.6542449379816629,0.007340756667395939,,0.00044778615671115234,0.35052113086815617,,,,0.3596970767024011,0.1725077816838046,0.5826725604745527,,0.0,,,0.0021746991627160472,
cappone di pollo con pelle,0.0,0.019894518202125063,0.13926162741487544,3.600907794584636,0.9648841328030656,0.9748313919041279,6.037986274344957,3.2825955033506347,0.1591561456170005,0.0,,0.17905066381912554,0.05968355460637517,0.009947259101062532,0.0,0.009947259101062532,0.019894518202125063,0.0,0.0,0.0,7.271446402876708,3.600907794584636,4.923893255025953,0.0016910340471806302,1.6810867880795677,0.0,2.7663327560054904,0.0009599105032525344,62.90646655511944,1.088230145656241,0.0,0.00031831229123400096,1.1747712998354851,,0.0,0.010941985011168784,232.76586296486323,0.0,0.0,0.0,pollo,0.9549368737020028,0.2496762034366695,3.3820680943612607e-07,0.07460444325796899,,0.0,,0.7351024475685211,0.001084251242015816,0.0,2.3873421842550066e-06,5.968355460637518e-06,5.968355460637518e-06,0.18203484154944435,,1.1747712998354851,16.979971285513738,0.9489685182413656,0.5590359614797143,1.3786901114072667,0.0,1.5448093383950112,0.0,0.02088924411223132,1.9894518202125063e-05,0.5043260364238703,0.007234641544202778,0.00035810132763825105,0.21585552249305687,0.8922691413653091,18.67100533269437,4.9736295505312656e-05,3.680485867393137e-05,0.00012633019058349415,1.4522998287551295e-05,0.6624874561307644,0.04476266595478138,0.0,6.366245824680021e-05,0.6117564347153457,,,,0.7818545653435149,0.2118766188526319,0.9181320150280716,,,,,0.0011638293148243165,0.0
mozzarella per pizza,0.2662335119212152,0.17748900794747674,1.6940339758542509,5.141264930211912,0.4624574707075922,2.0490119917492047,4.1068984338957835,0.35497801589495354,0.1479075066228973,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5512019746813306,0.10846550485679136,0.11832600529831785,4.77642641387543,0.5018994724736981,10.715405829806835,0.0,,0.0,,,49.203897203217174,,0.0,0.00014790750662289733,,,0.0,0.7208025822755862,276.09401236274164,3.0567551368732118,0.0,4.3386201942716544e-05,latticini e uova,2.366520105966357,,9.071660406204368e-07,0.05324670238424303,0.018143320812408742,0.0,,,0.0002465125110381622,0.0,1.7748900794747677e-06,8.874450397373838e-06,8.874450397373838e-06,0.5166902231359879,,,16.861455755010294,,,,0.0,,0.0,0.025637301147968868,,,0.00011832600529831787,7.88840035322119e-05,0.09367475419450164,,27.116376214197842,2.6623351192121522e-05,0.00013114465587230227,0.0003352570150119005,1.5480985693196584e-05,,0.01577680070644238,0.0,1.9721000883052976e-05,,,,,,,,0.0,2.9581501324579464e-07,2.9581501324579464e-07,0.0,0.0030863366381977905,1.212841554307758
"chili e fagioli, in barattolo",,0.007633803772645577,0.10591902734545736,0.9561339225238584,0.188936643372978,0.5019225980514466,1.7261938780894808,0.3043979254342423,0.09828522357281178,0.0,0.009542254715806973,0.035306342448485795,0.008588029244226273,0.0,0.005725352829484182,0.0,0.0,,,,2.0458594110690145,0.4074542763649577,1.6603523205504127,0.0013359156602129757,,0.0,,0.00015649297733923427,70.93712155730901,,0.0,,,0.0008588029244226273,,0.03626056792006648,115.46128206126434,10.906797140167367,,,"pasti completi, antipasti e contorni",1.79394388657171,,6.202465565274529e-07,0.012404931130549062,0.02585951027983689,,,,0.002490528480825619,3.7214793391647185,,2.480986226109812e-05,2.480986226109812e-05,0.0925598707433276,,,5.019225980514466,,,,,,,0.027672538675840214,0.00022615143676462518,,0.0009265529329048566,0.00012118663489074851,0.26145777921311103,,6.765458593507142,0.0002585951027983689,,9.54225471580697e-05,9.733099810123108e-06,,0.4045915999502155,,4.961972452219624e-05,,,,,,,,,,,,0.000992394490443925,
nettare di guava,,,,,,,,,,,,,,,,,,,,,,,,0.019487127915153654,,0.0,,8.408151638518076e-05,83.97270501103522,,,4.945971552069456e-05,,9.891943104138912e-05,,0.010881137414552804,56.3840756935918,14.70931939585456,0.0,1.6816303277036147e-05,frutta e succhi,0.09891943104138913,,,,0.0010881137414552806,7.913554483311129e-06,5.786786715921263,,,0.9891943104138912,7.913554483311129e-07,2.967582931241673e-06,2.967582931241673e-06,0.001978388620827782,5.509812309005373,,0.05935165862483348,,,,1.780549758745004e-05,,0.0,0.002967582931241673,3.956777241655565e-05,,0.00018300094742656987,9.891943104138913e-06,0.03758938379572786,,0.08902748793725021,1.6816303277036154e-05,,2.967582931241673e-06,,,0.006924360172897238,,2.967582931241673e-06,,0.0,0.0,0.0,,,,,,,,2.9675829312416736e-05,12.236333619819831
stufato vegetariano,0.0,0.02841006104810738,0.014694859162814163,0.30173444147645084,0.0,0.12049784513507615,0.7141701553127685,1.353886357533945,0.16948070901112333,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7141701553127685,1.5233670665450685,0.4653372068224486,0.0,,0.0,,,68.5760094264661,,0.0,0.0004800320659852627,,,0.0,0.030369375603149274,120.49784513507616,6.857600942646611,0.0,0.0005515470472442917,legumi e derivati,2.938971832562833,,2.1552460105460774e-06,0.0,0.05858350519575248,0.0,,,0.0012735544607772274,1.077623005273039,1.2735544607772276e-06,0.00010090469958465723,0.00010090469958465723,0.21552460105460772,,,2.938971832562833,,,,0.0,,0.0,0.12441647424515992,,,0.011755887330251331,0.0010776230052730387,0.1175588733025133,,16.654173717856054,0.0006357975731110929,0.0,0.0005877943665125665,4.898286387604722e-07,,0.3918629110083777,0.0,0.0006857600942646612,,,,,,,,2.1552460105460774e-06,0.0,,0.0,0.0010776230052730387,1.2245715969011803
"filet-o-fish senza salsa tartara, mcdonald's",,,,,,,,,,,,,,,,,,,,,2.7151665299605985,2.278660350107829,1.7391583300650801,9.80912763714089e-05,,,,,46.00480861819077,,,,,,,0.1255568337554034,238.3618015825236,30.486768696233888,,,fast food,1.893161633968192,,7.945393386084121e-07,0.02452281909285223,,,,,0.001608696932491106,0.9809127637140892,,5.591202753170306e-05,,0.12849957204654566,,,7.474555259501359,,,,,,,0.02256099356542405,0.0002256099356542405,,0.0026955482746863174,,0.19029707616053326,,12.231982163514692,6.375932964141579e-05,,0.00019716346550653188,,,0.4551435223633373,,0.00027759831213108725,,,,,,,,,,,,0.0005296928924056081,4.18849750105916
"coscia di agnello, cruda",0.029775811294622357,0.059551622589244714,0.5260393328716617,2.9180295068729913,0.3870855468300906,1.8262497594035043,4.893158322749606,0.7642458232286405,0.23820649035697886,,,,0.039701081726163136,,,,,,,,5.448973466915891,1.0520786657433234,5.786432661588278,0.0,1.6525575268515411,0.0,2.7244867334579457,0.0006848436597763142,66.50923716175481,1.1294957751093413,,0.00024813176078851965,1.1156003965051844,,,0.010917797474694863,199.49793567396978,0.0,,,"agnello, vitello, cacciagione",0.9429006909963744,0.22431111175282176,2.3225132809805432e-06,0.07146194710709368,,,,0.7642458232286405,0.0016575201620673114,0.0,,1.885801381992749e-05,1.885801381992749e-05,0.16872959733619336,,0.9170949878743686,13.280011837401572,0.9061771903996736,0.594523698849293,1.4600072804796496,,1.6575201620673112,,0.021835594949389726,2.084306790623565e-05,0.4813756159297281,0.00542912292605281,0.00014887905647311176,0.2124007872349728,0.7870739452211842,18.768686386043626,0.00010024523135856192,0.0,0.00018858013819927493,1.975128815876616e-05,0.6977465113373171,0.07146194710709368,,9.925270431540788e-05,0.6312471994459941,,,,0.8039469049548036,0.21934847653705133,1.0133701110603142,,,,,0.0051809911652642895,
