name,calorie | kcal,category
amaretto,310.0,Bevande alcoliche
jim beam,222.0,Bevande alcoliche
vino rosato / vino rosè,71.0,Bevande alcoliche
brandy,213.0,Bevande alcoliche
grand marnier,253.0,Bevande alcoliche
sambuca,333.0,Bevande alcoliche
triple sec,153.0,Bevande alcoliche
cognac,235.0,Bevande alcoliche
cointreau,320.0,Bevande alcoliche
vermouth,130.0,Bevande alcoliche
frangelico,238.0,Bevande alcoliche
bailey's irish cream,327.0,Bevande alcoliche
assenzio,348.0,Bevande alcoliche
sherry,116.0,Bevande alcoliche
drambuie,358.0,Bevande alcoliche
chambord,348.0,Bevande alcoliche
midori,267.0,Bevande alcoliche
blue curaçao,243.0,Bevande alcoliche
advocaat,283.0,Bevande alcoliche
glenfiddich,230.0,Bevande alcoliche
punch,62.0,Bevande alcoliche
asti spumante,138.0,Bevande alcoliche
liquore,250.0,Bevande alcoliche
whisky canadese,216.0,Bevande alcoliche
sidro,49.0,Bevande alcoliche
sloe gin,332.0,Bevande alcoliche
whisky irlandese,233.0,Bevande alcoliche
jägermeister,250.0,Bevande alcoliche
amaro / bitter,200.0,Bevande alcoliche
grappa,286.0,Bevande alcoliche
marsala,97.0,Bevande alcoliche
passito,112.0,Bevande alcoliche
pernod,77.0,Bevande alcoliche
martini,125.0,Bevande alcoliche
limoncello,363.0,Bevande alcoliche
calvados,252.0,Bevande alcoliche
amaro averna,327.0,Bevande alcoliche
amaro montenegro,195.0,Bevande alcoliche
cynar,123.0,Bevande alcoliche
amaro ramazzotti,275.0,Bevande alcoliche
amaro lucano,195.0,Bevande alcoliche
caffè,1.0,Bevande analcoliche
latte,61.0,Bevande analcoliche
coca cola,42.0,Bevande analcoliche
cioccolata calda,89.0,Bevande analcoliche
tè,1.0,Bevande analcoliche
gatorade,23.0,Bevande analcoliche
latte di soia,45.0,Bevande analcoliche
acqua,0.0,Bevande analcoliche
smoothie,37.0,Bevande analcoliche
masala chai,0.0,Bevande analcoliche
frullato (in polvere),329.0,Bevande analcoliche
limonata / gassosa,42.0,Bevande analcoliche
coca zero,1.0,Bevande analcoliche
latte al cacao,89.0,Bevande analcoliche
powerade,16.0,Bevande analcoliche
birra analcolica,37.0,Bevande analcoliche
kombucha,13.0,Bevande analcoliche
frappè al cioccolato,125.0,Bevande analcoliche
frappè alla fragola,113.0,Bevande analcoliche
frappè alla vaniglia,149.0,Bevande analcoliche
zabaione,88.0,Bevande analcoliche
cola,42.0,Bevande analcoliche
tè freddo,27.0,Bevande analcoliche
lassi,104.0,Bevande analcoliche
mate,62.0,Bevande analcoliche
tè allo zenzero,0.0,Bevande analcoliche
nettare,53.0,Bevande analcoliche
nestea,36.0,Bevande analcoliche
latte macchiato,57.0,Bevande analcoliche
evian,0.0,Bevande analcoliche
birra di malto,37.0,Bevande analcoliche
horchata,54.0,Bevande analcoliche
succo ace,44.0,Bevande analcoliche
apple spritzer,24.0,Bevande analcoliche
crodino,40.0,Bevande analcoliche
cedrata,71.0,Bevande analcoliche
chinotto,42.0,Bevande analcoliche
guaranà,140.0,Bevande analcoliche
orzata,250.0,Bevande analcoliche
acqua e menta,343.0,Bevande analcoliche
tè alla pesca,27.0,Bevande analcoliche
caffè d'orzo,6.0,Bevande analcoliche
caffè shakerato,70.0,Bevande analcoliche
cappuccino,35.0,Bevande analcoliche
espresso,2.0,Bevande analcoliche
big mac mcdonalds,256.0,Fast Food
bratwurst,333.0,Fast Food
double whopper burger king,239.0,Fast Food
whopper burger king,231.0,Fast Food
cheeseburger,263.0,Fast Food
petto di pollo,163.0,Fast Food
chicken nuggets,296.0,Fast Food
chickenburger,241.0,Fast Food
ali di pollo,324.0,Fast Food
chop suey,172.0,Fast Food
doppio cheeseburger,267.0,Fast Food
toast uova e prosciutto,250.0,Fast Food
falafel,335.0,Fast Food
filet-o-fish,282.0,Fast Food
fish & chips,195.0,Fast Food
hamburger di pesce,273.0,Fast Food
patatine fritte,254.0,Fast Food
insalata di pollo alla griglia,88.0,Fast Food
panino al prosciutto,241.0,Fast Food
hamburger,254.0,Fast Food
hot dog,269.0,Fast Food
lasagne,132.0,Fast Food
mcchicken mcdonalds,251.0,Fast Food
cheeseburger mcdonalds,263.0,Fast Food
chicken nuggets mcdonalds,297.0,Fast Food
doppio cheeseburger mcdonalds,282.0,Fast Food
filet-o-fish mcdonalds,275.0,Fast Food
nachos al formaggio,306.0,Fast Food
anelli di cipolla,411.0,Fast Food
salmone affumicato,158.0,Fast Food
tonno,86.0,Fast Food
tacchino,104.0,Fast Food
hamburger vegetariano,181.0,Fast Food
veggie delite,138.0,Fast Food
veggie patty,390.0,Fast Food
fajitas di pollo,147.0,Fast Food
panino con pollo teriyaki,138.0,Fast Food
riccioli fritti,311.0,Fast Food
panino con polpette di carne,161.0,Fast Food
tortilla farcita,271.0,Fast Food
egg mcmuffin mcdonalds,225.0,Fast Food
pollo alla pizzaiola,141.0,Fast Food
italian b.m.t.,183.0,Fast Food
bbq rib,212.0,Fast Food
mcrib mcdonalds,265.0,Fast Food
mighty wings mcdonalds,308.0,Fast Food
mcdouble mcdonalds,252.0,Fast Food
mcitaly marchigiana,280.0,Fast Food
mcitaly chianina,305.0,Fast Food
nycrispy chicken mcdonalds,260.0,Fast Food
big tasty mcdonalds,245.0,Fast Food
big tasty bacon mcdonalds,280.0,Fast Food
crispy mcbacon mcdonalds,309.0,Fast Food
quarter pounder deluxe mcdonalds,230.0,Fast Food
quarter pounder chicken mcdonalds,250.0,Fast Food
pizzarotto mcdonalds,211.0,Fast Food
mctoast,272.0,Fast Food
toast prosciutto e formaggio,260.0,Fast Food
arancini / supplì,168.0,Fast Food
panzerotti,240.0,Fast Food
olive ascolane,336.0,Fast Food
chicken royale burger king,320.0,Fast Food
crispy chicken burger king,330.0,Fast Food
amaranto,371.0,Prodotti a base di cereali
orzo,354.0,Prodotti a base di cereali
riso integrale,388.0,Prodotti a base di cereali
grano saraceno,343.0,Prodotti a base di cereali
farina di mais,362.0,Prodotti a base di cereali
amido di mais,381.0,Prodotti a base di cereali
couscous,376.0,Prodotti a base di cereali
cracker,502.0,Prodotti a base di cereali
semola di grano duro,397.0,Prodotti a base di cereali
semi di lino,534.0,Prodotti a base di cereali
grissini,408.0,Prodotti a base di cereali
kamut,337.0,Prodotti a base di cereali
miglio,378.0,Prodotti a base di cereali
farina di miglio,372.0,Prodotti a base di cereali
porridge di miglio,46.0,Prodotti a base di cereali
orzo perlato,352.0,Prodotti a base di cereali
polenta,366.0,Prodotti a base di cereali
nuvolette di granchio,527.0,Prodotti a base di cereali
quinoa,368.0,Prodotti a base di cereali
fette biscottate,410.0,Prodotti a base di cereali
crusca di segale,281.0,Prodotti a base di cereali
sago,354.0,Prodotti a base di cereali
farro,338.0,Prodotti a base di cereali
crusca di frano,177.0,Prodotti a base di cereali
semola di farro,360.0,Prodotti a base di cereali
semi di girasole,584.0,Prodotti a base di cereali
tortilla,237.0,Prodotti a base di cereali
chip di mais,499.0,Prodotti a base di cereali
crusca di frumento,216.0,Prodotti a base di cereali
germe di grano,382.0,Prodotti a base di cereali
seitan,325.0,Prodotti a base di cereali
semola di frumento,360.0,Prodotti a base di cereali
amido di frumento,351.0,Prodotti a base di cereali
crusca di avena,246.0,Prodotti a base di cereali
frollini,502.0,Prodotti a base di cereali
frumento integrale,339.0,Prodotti a base di cereali
avena integrale,375.0,Prodotti a base di cereali
waffle di mais,274.0,Prodotti a base di cereali
salatini stick,380.0,Prodotti a base di cereali
bulgur,325.0,Prodotti a base di cereali
farina di segale,322.0,Prodotti a base di cereali
taralli,415.0,Prodotti a base di cereali
latte,61.0,Latte e prodotti caseari
latte di mandorle,17.0,Latte e prodotti caseari
fiocchi di latte,98.0,Latte e prodotti caseari
latte scremato,35.0,Latte e prodotti caseari
latte di cocco,230.0,Latte e prodotti caseari
latte intero,61.0,Latte e prodotti caseari
yogurt,61.0,Latte e prodotti caseari
cioccolata calda,89.0,Latte e prodotti caseari
latte di soia,45.0,Latte e prodotti caseari
panna acida,181.0,Latte e prodotti caseari
latte parzialmente scremato,50.0,Latte e prodotti caseari
tzatziki,117.0,Latte e prodotti caseari
panna montata,257.0,Latte e prodotti caseari
risolatte / crema di riso,118.0,Latte e prodotti caseari
latte condensato,321.0,Latte e prodotti caseari
panna,242.0,Latte e prodotti caseari
latticello,62.0,Latte e prodotti caseari
crème fraîche,393.0,Latte e prodotti caseari
kefir,55.0,Latte e prodotti caseari
mousse al cioccolato,225.0,Latte e prodotti caseari
latte condensato zuccherato,321.0,Latte e prodotti caseari
latte di riso,49.0,Latte e prodotti caseari
latte di capra,69.0,Latte e prodotti caseari
latte in polvere,496.0,Latte e prodotti caseari
lassi,75.0,Latte e prodotti caseari
latte senza lattosio,52.0,Latte e prodotti caseari
cagliata,98.0,Latte e prodotti caseari
budino di semola,67.0,Latte e prodotti caseari
panna per il caffè / coffee creamer,195.0,Latte e prodotti caseari
alligatore,104.0,Selvaggina e cacciagione
antilope,150.0,Selvaggina e cacciagione
orso,259.0,Selvaggina e cacciagione
castoro,212.0,Selvaggina e cacciagione
bisonte,171.0,Selvaggina e cacciagione
bufalo,131.0,Selvaggina e cacciagione
caribù,159.0,Selvaggina e cacciagione
oca,238.0,Selvaggina e cacciagione
agnello,202.0,Selvaggina e cacciagione
alce,134.0,Selvaggina e cacciagione
montone,234.0,Selvaggina e cacciagione
struzzo,175.0,Selvaggina e cacciagione
fagiano,239.0,Selvaggina e cacciagione
coniglio,197.0,Selvaggina e cacciagione
procione,255.0,Selvaggina e cacciagione
renna,200.0,Selvaggina e cacciagione
scoiattolo,173.0,Selvaggina e cacciagione
cervo,164.0,Selvaggina e cacciagione
cinghiale,160.0,Selvaggina e cacciagione
germano reale,211.0,Selvaggina e cacciagione
lombata di cervo,158.0,Selvaggina e cacciagione
lombata di bisonte,171.0,Selvaggina e cacciagione
lepre,113.0,Selvaggina e cacciagione
capriolo,112.0,Selvaggina e cacciagione
daino,119.0,Selvaggina e cacciagione
quaglia,233.0,Selvaggina e cacciagione
activia,74.0,Yogurt
activia al limone,100.0,Yogurt
activia alla fragola,97.0,Yogurt
ayran,42.0,Yogurt
yogurt alla ciliegia,97.0,Yogurt
yogurt al cioccolato,128.0,Yogurt
yogurt alla frutta,97.0,Yogurt
yogurt magro,63.0,Yogurt
yogurt al caffè,100.0,Yogurt
yogurt biologico,75.0,Yogurt
yogurt alla pesca,97.0,Yogurt
yogurt probiotico,80.0,Yogurt
yogurt di latte scremato,56.0,Yogurt
yogurt alla stracciatella,139.0,Yogurt
yogurt alla fragola,100.0,Yogurt
yogurt alla vaniglia,101.0,Yogurt
yogurt,61.0,Yogurt
yogurt al mirtillo,105.0,Yogurt
yogurt greco,53.0,Yogurt
yogurt alla panna,90.0,Yogurt
yogurt dietetico,54.0,Yogurt
yogurt bircher muesli,109.0,Yogurt
angel food cake / angel cake,258.0,Torte e crostate
torta di mele,252.0,Torte e crostate
strudel di mele,274.0,Torte e crostate
baked alaska / omelette norvegese,247.0,Torte e crostate
torta di compleanno,465.0,Torte e crostate
torta foresta nera,264.0,Torte e crostate
muffin ai mirtilli,377.0,Torte e crostate
torta di mirtilli,232.0,Torte e crostate
torta di carote,408.0,Torte e crostate
cheesecake,321.0,Torte e crostate
torta al cioccolato,389.0,Torte e crostate
torta mousse al cioccolato,260.0,Torte e crostate
muffin al cioccolato,420.0,Torte e crostate
torta al cocco,356.0,Torte e crostate
bignè alla panna,334.0,Torte e crostate
cupcake / pasticcino,305.0,Torte e crostate
ciambella,403.0,Torte e crostate
flan,145.0,Torte e crostate
torta al cioccolato senza farina,509.0,Torte e crostate
torta di frutta,324.0,Torte e crostate
pan di zenzero,356.0,Torte e crostate
torta gelato / semifreddo,200.0,Torte e crostate
king cake,377.0,Torte e crostate
torta al limone,352.0,Torte e crostate
torta marmorizzata / marble cake,339.0,Torte e crostate
meringa,285.0,Torte e crostate
pancake,227.0,Torte e crostate
panettone,360.0,Torte e crostate
pavlova,294.0,Torte e crostate
torta alla pesche,223.0,Torte e crostate
plumcake,109.0,Torte e crostate
torta con semi di papavero,394.0,Torte e crostate
profiterole,334.0,Torte e crostate
sfoglie,558.0,Torte e crostate
torta ai lamponi,240.0,Torte e crostate
torta al rabarbaro,245.0,Torte e crostate
sacher,352.0,Torte e crostate
pan di spagna,289.0,Torte e crostate
torta di fragole,230.0,Torte e crostate
tarte tatin,210.0,Torte e crostate
tiramisu,283.0,Torte e crostate
torta tiramisu,291.0,Torte e crostate
tartufo,180.0,Torte e crostate
waffle,312.0,Torte e crostate
torta nuziale,381.0,Torte e crostate
buttermilk cake / torta al latticello,380.0,Torte e crostate
torta di ciliegie,260.0,Torte e crostate
fagottino di mele,348.0,Torte e crostate
torta di limetta / torta al lime,359.0,Torte e crostate
pound cake,390.0,Torte e crostate
torta di fragole e rabarbaro,281.0,Torte e crostate
rotolo svizzero,439.0,Torte e crostate
banoffee pie,395.0,Torte e crostate
black and white cookie,381.0,Torte e crostate
crumb cake / crumble,441.0,Torte e crostate
french cruller,412.0,Torte e crostate
bundt cake,370.0,Torte e crostate
pastiera,336.0,Torte e crostate
babà,250.0,Torte e crostate
cassata,388.0,Torte e crostate
meringata,374.0,Torte e crostate
torrone,446.0,Torte e crostate
millefoglie,360.0,Torte e crostate
crostata,339.0,Torte e crostate
pandoro,390.0,Torte e crostate
pandolce,332.0,Torte e crostate
panforte,363.0,Torte e crostate
cheerios,347.0,"Cereali, muesli e avena"
coco pops,386.0,"Cereali, muesli e avena"
cookie crisp,400.0,"Cereali, muesli e avena"
corn flakes / fiocchi di mais,357.0,"Cereali, muesli e avena"
corn pops,377.0,"Cereali, muesli e avena"
crunchy nut,600.0,"Cereali, muesli e avena"
frosties,367.0,"Cereali, muesli e avena"
kelloggs corn flakes,357.0,"Cereali, muesli e avena"
muesli,336.0,"Cereali, muesli e avena"
farina di avena,375.0,"Cereali, muesli e avena"
riso soffiato,383.0,"Cereali, muesli e avena"
grano soffiato,367.0,"Cereali, muesli e avena"
rice krispies,394.0,"Cereali, muesli e avena"
special k,377.0,"Cereali, muesli e avena"
trix,400.0,"Cereali, muesli e avena"
weetabix,358.0,"Cereali, muesli e avena"
special k cioccolato fondente,388.0,"Cereali, muesli e avena"
special k frutti rossi,345.0,"Cereali, muesli e avena"
coco pops,386.0,"Cereali, muesli e avena"
kelloggs all-bran bastoncini,134.0,"Cereali, muesli e avena"
kelloggs all-bran pepite al cioccolato,405.0,"Cereali, muesli e avena"
kelloggs choco krave,387.0,"Cereali, muesli e avena"
kelloggs choco krave sticks,451.0,"Cereali, muesli e avena"
kelloggs choco krave total choco,441.0,"Cereali, muesli e avena"
kellogs corn flakes al cioccolato,389.0,"Cereali, muesli e avena"
kellogs extra cioccolato fondente belga e nocciole,485.0,"Cereali, muesli e avena"
kellogs extra cioccolato al latte,493.0,"Cereali, muesli e avena"
kellogs extra croccante di avena,482.0,"Cereali, muesli e avena"
kellogs extra delizie di frutta,471.0,"Cereali, muesli e avena"
special k albicocche e pesche,378.0,"Cereali, muesli e avena"
special k cioccolato al latte,396.0,"Cereali, muesli e avena"
special k sensations,386.0,"Cereali, muesli e avena"
special k yogurt,375.0,"Cereali, muesli e avena"
cannelloni,146.0,Pasta e tagliolini
capellini,353.0,Pasta e tagliolini
cappelletti,164.0,Pasta e tagliolini
tortellini al formaggio,291.0,Pasta e tagliolini
dampfnudel,274.0,Pasta e tagliolini
tagliolini all'uovo,384.0,Pasta e tagliolini
farfalle,358.0,Pasta e tagliolini
fettuccine,353.0,Pasta e tagliolini
fusilli,352.0,Pasta e tagliolini
vermicelli cinesi,192.0,Pasta e tagliolini
sfoglie di lasagne,271.0,Pasta e tagliolini
linguine,357.0,Pasta e tagliolini
penne lisce,184.0,Pasta e tagliolini
orecchiette,370.0,Pasta e tagliolini
orzo,357.0,Pasta e tagliolini
penne,351.0,Pasta e tagliolini
penne rigate,370.0,Pasta e tagliolini
pierogi,200.0,Pasta e tagliolini
ravioli,77.0,Pasta e tagliolini
rigatoni,353.0,Pasta e tagliolini
spätzle,368.0,Pasta e tagliolini
spaghetti,370.0,Pasta e tagliolini
tortellini agli spinaci,314.0,Pasta e tagliolini
fusilli,352.0,Pasta e tagliolini
tagliatelle,370.0,Pasta e tagliolini
tortellini,291.0,Pasta e tagliolini
vermicelli,368.0,Pasta e tagliolini
tagliatelle integrali,347.0,Pasta e tagliolini
maccheroni,370.0,Pasta e tagliolini
ravioli,77.0,Pasta e tagliolini
semolino di grano duro,397.0,Pasta e tagliolini
pasta a basso contenuto di carboidrati,282.0,Pasta e tagliolini
conchiglie,353.0,Pasta e tagliolini
spaghetti shirataki,18.0,Pasta e tagliolini
spaghetti di soia,216.0,Pasta e tagliolini
spaghetti integrali,351.0,Pasta e tagliolini
canederli,109.0,Pasta e tagliolini
pizzoccheri,335.0,Pasta e tagliolini
pansotti,287.0,Pasta e tagliolini
burro di mandorle,614.0,Salse spalmabili
mousse di mela,68.0,Salse spalmabili
marmellata di albicocche,250.0,Salse spalmabili
marmellata di mirtilli,250.0,Salse spalmabili
marmellata di ciliegie,250.0,Salse spalmabili
crema al cioccolato,541.0,Salse spalmabili
formaggio cremoso,342.0,Salse spalmabili
uovo,97.0,Salse spalmabili
gelatina di uva,255.0,Salse spalmabili
miele,304.0,Salse spalmabili
gelatina,278.0,Salse spalmabili
leberwurst,305.0,Salse spalmabili
margarina,717.0,Salse spalmabili
nutella,544.0,Salse spalmabili
paté,319.0,Salse spalmabili
burro di arachidi,589.0,Salse spalmabili
formaggio cremoso philadelphia / philadelphia,342.0,Salse spalmabili
marmellata di prugne,250.0,Salse spalmabili
burro salato,717.0,Salse spalmabili
marmellata di fragole,250.0,Salse spalmabili
gelatina di fragole,250.0,Salse spalmabili
tapenade,233.0,Salse spalmabili
burro non salato,717.0,Salse spalmabili
vegemite,180.0,Salse spalmabili
marmellata di more,250.0,Salse spalmabili
marmellata di ribes nero,250.0,Salse spalmabili
formaggio spalmabile,290.0,Salse spalmabili
miele selvaggio,286.0,Salse spalmabili
stracchino / certosa / crescenza,248.0,Salse spalmabili
salsa tonnata,65.0,Salse spalmabili
crema alla nocciola,480.0,Salse spalmabili
pasta di olive,250.0,Salse spalmabili
pasta di acciughe,195.0,Salse spalmabili
fagioli stufati,94.0,Pietanze e piatti unici
stufato di manzo / spezzatino,95.0,Pietanze e piatti unici
riso integrale,362.0,Pietanze e piatti unici
burrito,163.0,Pietanze e piatti unici
chili con carne,105.0,Pietanze e piatti unici
dahl,330.0,Pietanze e piatti unici
enchilada,168.0,Pietanze e piatti unici
fajita,117.0,Pietanze e piatti unici
riso saltato,186.0,Pietanze e piatti unici
hummus,177.0,Pietanze e piatti unici
kebab,215.0,Pietanze e piatti unici
lasagne,132.0,Pietanze e piatti unici
maccheroni al formaggio,370.0,Pietanze e piatti unici
purè di patate,83.0,Pietanze e piatti unici
polpettone di carne,254.0,Pietanze e piatti unici
naan,310.0,Pietanze e piatti unici
paella,156.0,Pietanze e piatti unici
minestra di piselli,75.0,Pietanze e piatti unici
anitra alla pechinese,225.0,Pietanze e piatti unici
pizza,267.0,Pietanze e piatti unici
braciola di maiale,225.0,Pietanze e piatti unici
insalata di patate,143.0,Pietanze e piatti unici
ravioli,203.0,Pietanze e piatti unici
roast beef,111.0,Pietanze e piatti unici
spaghetti al ragù,132.0,Pietanze e piatti unici
involtino primavera,250.0,Pietanze e piatti unici
taco,217.0,Pietanze e piatti unici
pollo al forno,164.0,Pietanze e piatti unici
caesar salad con pollo,127.0,Pietanze e piatti unici
fish & chips,195.0,Pietanze e piatti unici
farinata,116.0,Pietanze e piatti unici
melanzane alla parmigiana,181.0,Pietanze e piatti unici
pasta al pomodoro,136.0,Pietanze e piatti unici
spaghetti allo scoglio,255.0,Pietanze e piatti unici
spaghetti alle vongole,291.0,Pietanze e piatti unici
arrosto di vitello,230.0,Pietanze e piatti unici
risotto,118.0,Pietanze e piatti unici
pasta all'arrabbiata,171.0,Pietanze e piatti unici
pesce al cartoccio,126.0,Pietanze e piatti unici
pesce al sale,121.0,Pietanze e piatti unici
cotoletta impanata / cotoletta alla milanese,211.0,Pietanze e piatti unici
pollo arrosto,165.0,Pietanze e piatti unici
tortellini in brodo,70.0,Pietanze e piatti unici
vitello tonnato,160.0,Pietanze e piatti unici
insalata russa,315.0,Pietanze e piatti unici
bacon,407.0,Carne di maiale
macinato di maiale,263.0,Carne di maiale
strutto,898.0,Carne di maiale
polpettone di carne,89.0,Carne di maiale
prosciutto di parma,261.0,Carne di maiale
orecchio di maiale,166.0,Carne di maiale
lardo,638.0,Carne di maiale
coda di maiale,396.0,Carne di maiale
zampone di maiale,243.0,Carne di maiale
bacon di maiale,407.0,Carne di maiale
pancetta di maiale,518.0,Carne di maiale
cosciotto di maiale,201.0,Carne di maiale
lombata di maiale,143.0,Carne di maiale
polpettone di maiale,243.0,Carne di maiale
ragù di maiale,73.0,Carne di maiale
costine di maiale,292.0,Carne di maiale
arrosto di maiale,194.0,Carne di maiale
salsiccia di maiale,339.0,Carne di maiale
spalla di maiale,172.0,Carne di maiale
spalla di maiale,172.0,Carne di maiale
scapola di maiale arrosto,232.0,Carne di maiale
trippa di maiale,250.0,Carne di maiale
carne salata,286.0,Carne di maiale
prosciutto serrano,339.0,Carne di maiale
cotolette di maiale,131.0,Carne di maiale
testa in cassetta / soppressata,309.0,Carne di maiale
intestino di maiale stufato,233.0,Carne di maiale
carne di maiale salata,286.0,Carne di maiale
rosticciana,396.0,Carne di maiale
bistecca di scapola di maiale,232.0,Carne di maiale
mortadella,310.0,Carne di maiale
cotechino,450.0,Carne di maiale
prosciutto cotto,103.0,Carne di maiale
torta di mele,237.0,"Pasticceria, pane e prodotti da forno"
bagel,257.0,"Pasticceria, pane e prodotti da forno"
baguette,274.0,"Pasticceria, pane e prodotti da forno"
pane alla banana,326.0,"Pasticceria, pane e prodotti da forno"
biscotto,269.0,"Pasticceria, pane e prodotti da forno"
pane nero,250.0,"Pasticceria, pane e prodotti da forno"
grissini,400.0,"Pasticceria, pane e prodotti da forno"
pan brioche,346.0,"Pasticceria, pane e prodotti da forno"
brownie,405.0,"Pasticceria, pane e prodotti da forno"
panino,316.0,"Pasticceria, pane e prodotti da forno"
cannoli,254.0,"Pasticceria, pane e prodotti da forno"
challah,283.0,"Pasticceria, pane e prodotti da forno"
chapati,240.0,"Pasticceria, pane e prodotti da forno"
ciabatta,271.0,"Pasticceria, pane e prodotti da forno"
panini dolci alla cannella,436.0,"Pasticceria, pane e prodotti da forno"
crêpes,224.0,"Pasticceria, pane e prodotti da forno"
croissant / brioche / cornetto,406.0,"Pasticceria, pane e prodotti da forno"
crumpet,178.0,"Pasticceria, pane e prodotti da forno"
cupcake / pasticcini,305.0,"Pasticceria, pane e prodotti da forno"
ciambella,421.0,"Pasticceria, pane e prodotti da forno"
focaccia azzima / schiacciata,311.0,"Pasticceria, pane e prodotti da forno"
focaccia,249.0,"Pasticceria, pane e prodotti da forno"
pane all'aglio,350.0,"Pasticceria, pane e prodotti da forno"
pane rustico / pagnotta,271.0,"Pasticceria, pane e prodotti da forno"
pane azzimo / matzot,351.0,"Pasticceria, pane e prodotti da forno"
muffin,296.0,"Pasticceria, pane e prodotti da forno"
naan,275.0,"Pasticceria, pane e prodotti da forno"
pancake,233.0,"Pasticceria, pane e prodotti da forno"
panettone,318.0,"Pasticceria, pane e prodotti da forno"
torta,237.0,"Pasticceria, pane e prodotti da forno"
pita / pane tipo pita,275.0,"Pasticceria, pane e prodotti da forno"
pane di patate,266.0,"Pasticceria, pane e prodotti da forno"
brezel,338.0,"Pasticceria, pane e prodotti da forno"
pasta sfoglia,558.0,"Pasticceria, pane e prodotti da forno"
pumpernickel,250.0,"Pasticceria, pane e prodotti da forno"
pane all'uva / pane all'uvetta,274.0,"Pasticceria, pane e prodotti da forno"
roti,264.0,"Pasticceria, pane e prodotti da forno"
pane di segale,259.0,"Pasticceria, pane e prodotti da forno"
sandwich,304.0,"Pasticceria, pane e prodotti da forno"
scone,362.0,"Pasticceria, pane e prodotti da forno"
biscotti di pasta frolla,544.0,"Pasticceria, pane e prodotti da forno"
pane di soda / soda bread,290.0,"Pasticceria, pane e prodotti da forno"
soufflé,204.0,"Pasticceria, pane e prodotti da forno"
pane di lievito naturale,289.0,"Pasticceria, pane e prodotti da forno"
spanakopita,246.0,"Pasticceria, pane e prodotti da forno"
pane tostato,261.0,"Pasticceria, pane e prodotti da forno"
pane bianco,238.0,"Pasticceria, pane e prodotti da forno"
pane integrale,247.0,"Pasticceria, pane e prodotti da forno"
fagottino alle mele,348.0,"Pasticceria, pane e prodotti da forno"
focaccia di granturco,179.0,"Pasticceria, pane e prodotti da forno"
pane per hot dog,279.0,"Pasticceria, pane e prodotti da forno"
pane ai cinque cereali,265.0,"Pasticceria, pane e prodotti da forno"
biscotti ai fiocchi di avena,450.0,"Pasticceria, pane e prodotti da forno"
panino brezel,338.0,"Pasticceria, pane e prodotti da forno"
rotolo di pan di spagna,313.0,"Pasticceria, pane e prodotti da forno"
tortilla,265.0,"Pasticceria, pane e prodotti da forno"
pide (pizza turca),268.0,"Pasticceria, pane e prodotti da forno"
piadina / piada,320.0,"Pasticceria, pane e prodotti da forno"
krapfen,398.0,"Pasticceria, pane e prodotti da forno"
pandoro,390.0,"Pasticceria, pane e prodotti da forno"
pandolce,332.0,"Pasticceria, pane e prodotti da forno"
ale,35.0,Birra
beck's,39.0,Birra
birra,43.0,Birra
carlsberg,32.0,Birra
corona,42.0,Birra
birra scura,46.0,Birra
birra allo zenzero,42.0,Birra
guinness,35.0,Birra
heineken,35.0,Birra
india pale ale (ipa),51.0,Birra
kölsch / koelsh,43.0,Birra
lager,43.0,Birra
birra leggera,29.0,Birra
lowenbrau,45.0,Birra
birra di malto,37.0,Birra
birra analcolica,37.0,Birra
pale ale,42.0,Birra
pils / pilsner,43.0,Birra
porter,54.0,Birra
stout,51.0,Birra
tilt,64.0,Birra
starkbier / birra forte,55.0,Birra
birra di frumento / weizen,45.0,Birra
altbier,43.0,Birra
bock,50.0,Birra
clausthaler (analcolica),26.0,Birra
peroni,42.0,Birra
moretti,52.0,Birra
kronenbourg,48.0,Birra
nastro azzurro,45.0,Birra
pedavena,46.0,Birra
forst,40.0,Birra
ichnusa,45.0,Birra
franziskaner,46.0,Birra
dahlberg,45.0,Birra
radler,35.0,Birra
acai,70.0,Frutta
mela,52.0,Frutta
purè di mela,68.0,Frutta
albicocca,48.0,Frutta
avocado,160.0,Frutta
banana,89.0,Frutta
more,43.0,Frutta
arance rosse,50.0,Frutta
mirtilli,57.0,Frutta
cantalupo,34.0,Frutta
ciliegie,50.0,Frutta
clementine,47.0,Frutta
cranberry / mirtilli rossi,46.0,Frutta
ribes,56.0,Frutta
datteri,282.0,Frutta
fichi,74.0,Frutta
macedonia,50.0,Frutta
uva,69.0,Frutta
susine,41.0,Frutta
guava,68.0,Frutta
jackfruit / giaca,95.0,Frutta
kiwi,61.0,Frutta
limone,29.0,Frutta
lime,30.0,Frutta
litchi,66.0,Frutta
mandarini,53.0,Frutta
mango,60.0,Frutta
more di gelso,43.0,Frutta
pesca noce,44.0,Frutta
olive,115.0,Frutta
arancia,47.0,Frutta
papaya,43.0,Frutta
frutto della passione / maracuja,97.0,Frutta
pesca,39.0,Frutta
pera,57.0,Frutta
cachi,127.0,Frutta
alchechengi,49.0,Frutta
ananas,50.0,Frutta
platano,122.0,Frutta
prugna,46.0,Frutta
melagrana,83.0,Frutta
mela cotogna,57.0,Frutta
uvetta / uva passa,299.0,Frutta
rambutan,82.0,Frutta
lamponi,52.0,Frutta
rabarbaro,21.0,Frutta
carambola / starfruit,31.0,Frutta
fragole,32.0,Frutta
